liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Espanha - La Liga,17:00,Alavés,Villarreal,3.2,3.4,2.3,https://redscores.com/pt-br/match/deportivo-alaves-villarreal/yYxa6
Alemanha - Bundesliga,16:30,M'Gladbach,St. Pauli,2.0,3.4,4.0,https://redscores.com/pt-br/match/st-pauli-borussia-monchengladbach/YCxgF
Itália - Serie A,16:45,Torino,Parma,2.1,3.0,4.0,https://redscores.com/pt-br/match/parma-torino/qdxBf
França - Ligue 1,16:45,Marseille,Auxerre,1.45,4.5,6.5,https://redscores.com/pt-br/match/olympique-marseille-auxerre/wxl9
Países Baixos - Eredivisie,16:00,Zwolle,Groningen,2.75,3.6,2.4,https://redscores.com/pt-br/match/pec-zwolle-fc-groningen/uixNt
Turquia - Super Lig,14:00,Karagümrük,Fenerbahçe,7.5,4.75,1.4,https://redscores.com/pt-br/match/fenerbahce-fatih-karagumruk/NAxMcA
Turquia - Super Lig,14:00,Antalyaspor,Gaziantep,2.37,3.3,3.0,https://redscores.com/pt-br/match/antalyaspor-gaziantep-fk/kAxwDA
Bélgica - Pro League,16:45,Gent,Zulte-Waregem,2.1,3.4,3.1,https://redscores.com/pt-br/match/zulte-waregem-gent/kjxLT
Inglaterra - Championship,17:00,Wrexham,Swansea,2.3,3.2,3.2,https://redscores.com/pt-br/match/swansea-city-wrexham/pxTc
Inglaterra - League Two,16:45,Colchester,Crawley,1.72,3.75,4.33,https://redscores.com/pt-br/match/colchester-united-crawley-town/GAxlB
Espanha - La Liga 2,16:30,Mirandés,Cádiz,2.6,3.2,2.7,https://redscores.com/pt-br/match/cadiz-mirandes/5ZAxh2A
Itália - Serie B,16:30,Modena,Spezia,1.75,3.7,4.75,https://redscores.com/pt-br/match/spezia-modena/uCxmi
Alemanha - 2. Bundesliga,14:30,Magdeburg,Darmstadt,2.4,3.8,2.62,https://redscores.com/pt-br/match/darmstadt-98-magdeburg/4DxZ6
Alemanha - 2. Bundesliga,14:30,Fürth,Elversberg,4.6,4.1,1.65,https://redscores.com/pt-br/match/spvgg-greuther-furth-elversberg/H5xZ7
França - Ligue 2,16:00,Clermont,Pau,2.5,3.1,2.6,https://redscores.com/pt-br/match/pau-clermont/epxC1A
França - Ligue 2,16:00,Nancy,Le Mans,2.7,3.1,2.37,https://redscores.com/pt-br/match/nancy-le-mans/V6xFCb
França - Ligue 2,16:00,Guingamp,Amiens,1.5,3.7,5.5,https://redscores.com/pt-br/match/amiens-sc-guingamp/yGx1y
França - Ligue 2,16:00,Montpellier,Laval,1.8,3.1,4.2,https://redscores.com/pt-br/match/montpellier-laval/qExhj
França - Ligue 2,16:00,Bastia,Boulogne,1.95,2.9,3.8,https://redscores.com/pt-br/match/bastia-boulogne/BDx7L
Países Baixos - Eerste Divisie,16:00,TOP Oss,Willem II,3.6,3.8,1.9,https://redscores.com/pt-br/match/willem-ii-top-oss/8fxvt
Países Baixos - Eerste Divisie,16:00,FC Emmen,Den Haag,5.5,4.2,1.55,https://redscores.com/pt-br/match/ado-den-haag-fc-emmen/pjxRu
Países Baixos - Eerste Divisie,16:00,Jong PSV,Eindhoven,2.15,3.9,2.9,https://redscores.com/pt-br/match/fc-eindhoven-jong-psv/HCxVY
Países Baixos - Eerste Divisie,16:00,Jong Ajax,Den Bosch,3.0,3.8,2.1,https://redscores.com/pt-br/match/fc-den-bosch-jong-ajax/dTxtW
Países Baixos - Eerste Divisie,16:00,Jong Utrecht,Helmond,1.8,3.8,4.0,https://redscores.com/pt-br/match/helmond-sport-jong-utrecht/kuxfW
Países Baixos - Eerste Divisie,16:00,Maastricht,Venlo,3.0,3.75,2.15,https://redscores.com/pt-br/match/mvv-maastricht-vvv-venlo/LoxaT
Países Baixos - Eerste Divisie,16:00,Waalwijk,Jong AZ,1.85,4.0,3.5,https://redscores.com/pt-br/match/rkc-waalwijk-jong-az/KGxc0
Países Baixos - Eerste Divisie,16:00,Cambuur,Roda Kerkrade,1.65,4.1,4.5,https://redscores.com/pt-br/match/sc-cambuur-roda-jc-kerkrade/qLxnt
Países Baixos - Eerste Divisie,16:00,Vitesse,Almere City,2.5,3.75,2.5,https://redscores.com/pt-br/match/vitesse-almere-city/QAxpL
Áustria - Tipico Bundesliga,15:30,LASK Linz,Hartberg,1.66,3.8,5.0,https://redscores.com/pt-br/match/lask-linz-hartberg/h4xRQA
Dinamarca - Superliga,15:00,Fredericia,Randers,3.4,3.7,2.0,https://redscores.com/pt-br/match/randers-fredericia/ttxCY
Argentina - Superliga,20:00,Estudiantes,Lanús,2.05,3.0,4.33,https://redscores.com/pt-br/match/estudiantes-lanus/bPbx6Tb
México - Liga MX,22:00,Puebla,Necaxa,2.05,3.6,3.4,https://redscores.com/pt-br/match/puebla-necaxa/dbAxyBA
China - Super League,08:35,Wuhan Three Towns,Dalian Zhixing,2.75,3.3,2.5,https://redscores.com/pt-br/match/wuhan-three-towns-dalian-zhixing/MhbAxTfFA
África do Sul - Premier League,14:30,Stellenbosch,TS Galaxy,1.8,3.0,4.5,https://redscores.com/pt-br/match/stellenbosch-ts-galaxy/2ZxjoaA
Albânia - Superliga,15:00,Egnatia Rrogozhinë,Vllaznia Shkodër,2.0,3.1,3.5,https://redscores.com/pt-br/match/vllaznia-shkoder-egnatia-rrogozhine/imAxcbI
Alemanha - 3. Liga,15:00,Alemannia Aachen,Energie Cottbus,2.62,3.5,2.35,https://redscores.com/pt-br/match/energie-cottbus-alemannia-aachen/o3xr3
Arábia Saudita - Pro League,16:00,Al Riyadh,Al Ittihad,5.5,3.9,1.45,https://redscores.com/pt-br/match/al-ittihad-al-riyadh/zDxHXc
Arábia Saudita - Pro League,16:00,Al Feiha,Al Ettifaq,2.1,3.1,3.1,https://redscores.com/pt-br/match/al-ettifaq-al-feiha/dvbxrXc
Arábia Saudita - Pro League,16:00,Al Quadisiya,Al Ahli,2.4,3.3,2.5,https://redscores.com/pt-br/match/al-ahli-al-quadisiya/nubxtPB
Argélia - Ligue 1,POSTP,ES Sétif,CR Belouizdad,,,,https://redscores.com/pt-br/match/es-setif-cr-belouizdad/UdxyZA
Argélia - Ligue 1,POSTP,MB Rouisset,USM Alger,,,,https://redscores.com/pt-br/match/usm-alger-mb-rouisset/8CbxwoM
Argélia - Ligue 1,11:15,USM Khenchela,JS Kabylie,2.62,2.9,2.55,https://redscores.com/pt-br/match/js-kabylie-usm-khenchela/HRbxUoM
Argélia - Ligue 1,11:15,Paradou AC,MC Alger,4.5,3.0,1.8,https://redscores.com/pt-br/match/mc-alger-paradou-ac/n2AxZkc
Argélia - Ligue 1,18:00,CS Constantine,Ben Aknoun,1.45,3.5,7.5,https://redscores.com/pt-br/match/cs-constantine-ben-aknoun/8MxEwt
Argélia - Ligue 1,18:00,El Bayadh,Oued Akbou,2.7,2.8,2.62,https://redscores.com/pt-br/match/el-bayadh-oued-akbou/bwtxdOAA
Argélia - Ligue 1,18:00,JS Saoura,MC Oran,1.85,2.8,4.75,https://redscores.com/pt-br/match/mc-oran-js-saoura/QrbxgKc
Argélia - Ligue 1,18:00,ASO Chlef,Mostaganem,1.66,3.1,5.25,https://redscores.com/pt-br/match/aso-chlef-mostaganem/baAxkKc
Argentina - Primera B Nacional,21:00,Acassuso,Deportivo Morón,,,,https://redscores.com/pt-br/match/acassuso-deportivo-moron/WTbxE5B
Argentina - Primera B Nacional,21:00,San Miguel,Racing Córdoba,,,,https://redscores.com/pt-br/match/racing-cordoba-san-miguel/C2BxQ5B
Argentina - Primera B Nacional,21:00,Ferro Carril Oeste,Los Andes,,,,https://redscores.com/pt-br/match/ferro-carril-oeste-los-andes/f3AxcPgA
Argentina - Primera B Nacional,21:00,Atlético Rafaela,San Martín San Juan,,,,https://redscores.com/pt-br/match/san-martin-san-juan-atletico-rafaela/SvbxJ4b
Austrália - A-League,05:00,Brisbane Roar,Western Sydney Wanderers,3.0,3.5,2.3,https://redscores.com/pt-br/match/brisbane-roar-western-sydney-wanderers/jkxwk
Austrália - A-League,23:00,Wellington Phoenix,Perth Glory,2.15,3.7,3.1,https://redscores.com/pt-br/match/perth-glory-wellington-phoenix/5cxtp
Bélgica - First Division B,16:00,RSC Anderlecht II,Eupen,2.7,3.4,2.25,https://redscores.com/pt-br/match/as-eupen-rsc-anderlecht-ii/QTx6jEA
Bélgica - First Division B,16:00,Lierse Kempenzonen,Patro Eisden,3.7,3.3,1.85,https://redscores.com/pt-br/match/patro-eisden-lierse-kempenzonen/d0xHiaA
Chile - Primera Division,20:00,Audax Italiano,Concepcion,2.0,3.4,3.5,https://redscores.com/pt-br/match/audax-italiano-concepcion/4EbxG5B
Colômbia - Liga BetPlay,20:20,Once Caldas,Deportivo Pasto,1.83,3.5,4.33,https://redscores.com/pt-br/match/once-caldas-deportivo-pasto/E7xlNB
Colômbia - Liga BetPlay,22:30,Atlético Nacional,Llaneros,,,,https://redscores.com/pt-br/match/atletico-nacional-llaneros/EyAxMcc
Croácia - 1. HNL,14:00,Varaždin,Vukovar,1.95,3.3,3.6,https://redscores.com/pt-br/match/vukovar-varazdin/f9Ax8Bb
Dinamarca - First Division,15:00,B 93,HB Køge,2.3,3.5,2.8,https://redscores.com/pt-br/match/b-93-hb-koge/5kx91A
Dinamarca - First Division,15:00,Lyngby,Middelfart,1.27,5.25,10.0,https://redscores.com/pt-br/match/lyngby-middelfart/NVxsKb
Equador - Liga Pro,18:30,Técnico Universitario,Libertad,2.15,3.1,3.3,https://redscores.com/pt-br/match/tecnico-universitario-libertad/IDcxJDEA
Equador - Liga Pro,21:00,Deportivo Cuenca,Leones del Norte,,,,https://redscores.com/pt-br/match/deportivo-cuenca-leones-del-norte/2UbxcpEA
Escócia - Championship,16:45,Greenock Morton,Partick Thistle,3.9,3.2,1.8,https://redscores.com/pt-br/match/partick-thistle-greenock-morton/rCxdd
Eslovênia - 1. SNL,CANCL,Bravo,Domžale,,,,https://redscores.com/pt-br/match/domzale-bravo/NGxXYM
