liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Brasil - Serie A,19:00,Santos,Vasco da Gama,2.05,3.5,3.5,https://redscores.com/pt-br/match/vasco-da-gama-santos/MFxm9
Argentina - Superliga,17:15,Sarmiento,Unión Santa Fe,3.4,2.9,2.37,https://redscores.com/pt-br/match/union-santa-fe-sarmiento/p6Axzub
Argentina - Superliga,17:15,Racing Club,Independiente Rivadavia,1.83,3.4,4.75,https://redscores.com/pt-br/match/independiente-rivadavia-racing-club/JGxE8
Argentina - Superliga,19:30,River Plate,Banfield,1.5,3.8,8.0,https://redscores.com/pt-br/match/banfield-river-plate/Qhx8Ub
Argentina - Superliga,19:30,Estudiantes Río Cuarto,Huracán,3.8,2.8,2.3,https://redscores.com/pt-br/match/huracan-estudiantes-rio-cuarto/o0xyiB
Arábia Saudita - Pro League,16:00,Al Riyadh,Al Ahli,9.0,5.0,1.3,https://redscores.com/pt-br/match/al-ahli-al-riyadh/nubxHXc
Arábia Saudita - Pro League,16:00,Al Fateh,Damac,1.75,3.7,4.2,https://redscores.com/pt-br/match/al-fateh-damac/RRAxlXc
Argélia - Ligue 1,18:00,MC Alger,JS Kabylie,1.7,2.9,5.25,https://redscores.com/pt-br/match/mc-alger-js-kabylie/n2AxHRb
Argélia - Ligue 1,18:00,CS Constantine,CR Belouizdad,2.1,2.87,3.5,https://redscores.com/pt-br/match/cs-constantine-cr-belouizdad/8MxyZA
Colômbia - Liga BetPlay,21:30,Millonarios,Deportivo Pereira,1.48,4.1,6.25,https://redscores.com/pt-br/match/millonarios-deportivo-pereira/bdbxMGb
Paraguai - Division 1,18:30,Rubio Ñú,Sportivo San Lorenzo,2.37,3.0,3.0,https://redscores.com/pt-br/match/rubio-nu-sportivo-san-lorenzo/TAAxt5b
Paraguai - Division 1,20:30,Deportivo Recoleta,Nacional Asunción,3.3,3.1,2.15,https://redscores.com/pt-br/match/nacional-asuncion-deportivo-recoleta/B6xZ4bA
Uruguai - Primera Division,20:00,Torque,Defensor Sporting,2.0,3.25,3.25,https://redscores.com/pt-br/match/torque-defensor-sporting/ZoAxmFb
