data,liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
2026-04-27,Inglaterra - Premier League,16:00,Manchester United,Brentford,1.9,3.75,3.75,https://redscores.com/pt-br/match/manchester-united-brentford/hx2B
2026-04-27,Espanha - La Liga,16:00,Espanyol,Levante,2.1,3.25,3.7,https://redscores.com/pt-br/match/espanyol-levante/uexU5
2026-04-27,Itália - Serie A,13:30,Cagliari,Atalanta,4.5,3.8,1.75,https://redscores.com/pt-br/match/cagliari-atalanta/sExSF
2026-04-27,Itália - Serie A,15:45,Lazio,Udinese,2.05,3.25,3.9,https://redscores.com/pt-br/match/lazio-udinese/VxUC
2026-04-27,Portugal - Primeira Liga,16:15,Gil Vicente,Casa Pia,1.61,3.75,5.5,https://redscores.com/pt-br/match/gil-vicente-casa-pia/8CxOEB
2026-04-27,Turquia - Super Lig,11:00,Alanyaspor,Samsunspor,2.3,3.1,3.25,https://redscores.com/pt-br/match/alanyaspor-samsunspor/vCxCX
2026-04-27,Turquia - Super Lig,14:00,Konyaspor,Trabzonspor,3.0,3.5,2.25,https://redscores.com/pt-br/match/trabzonspor-konyaspor/IFxEV
2026-04-27,Turquia - Super Lig,14:00,Beşiktaş,Karagümrük,1.33,5.25,8.0,https://redscores.com/pt-br/match/besiktas-fatih-karagumruk/CExMcA
2026-04-27,Espanha - La Liga 2,15:30,Cádiz,Las Palmas,3.7,3.2,2.1,https://redscores.com/pt-br/match/las-palmas-cadiz/3yx5ZA
2026-04-27,França - Ligue 2,15:45,Boulogne,Dunkerque,2.62,3.0,2.5,https://redscores.com/pt-br/match/dunkerque-boulogne/aKx7L
2026-04-27,Dinamarca - Superliga,14:00,FC Copenhagen,Vejle,,,,https://redscores.com/pt-br/match/fc-copenhagen-vejle/mAxmab
2026-04-27,Suécia - Allsvenskan,14:00,Kalmar,Elfsborg,2.5,3.25,2.8,https://redscores.com/pt-br/match/kalmar-elfsborg/CDxdk
2026-04-27,Suécia - Allsvenskan,14:00,Mjällby,Halmstad,1.45,4.2,7.0,https://redscores.com/pt-br/match/mjallby-halmstad/WdxzF
2026-04-27,Suécia - Allsvenskan,14:00,AIK,Malmö FF,2.5,3.25,2.8,https://redscores.com/pt-br/match/malmo-ff-aik/zCxJX
2026-04-27,Suécia - Allsvenskan,14:00,Örgryte,Degerfors,3.5,3.3,2.05,https://redscores.com/pt-br/match/orgryte-degerfors/upxeW
2026-04-27,Suécia - Allsvenskan,14:00,Häcken,Sirius,2.9,3.4,2.35,https://redscores.com/pt-br/match/hacken-sirius/rUx4V
2026-04-27,Argentina - Superliga,18:45,Vélez Sarsfield,Unión Santa Fe,2.2,3.1,3.6,https://redscores.com/pt-br/match/union-santa-fe-velez-sarsfield/p6Axlub
2026-04-27,Argentina - Superliga,21:00,Huracán,Argentinos Juniors,3.0,2.75,2.8,https://redscores.com/pt-br/match/huracan-argentinos-juniors/o0xt4
