liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Inglaterra - Premier League,17:00,Manchester United,West Ham,1.44,4.75,6.5,https://redscores.com/pt-br/match/west-ham-united-manchester-united/Axh
Brasil - Serie A,19:30,Cruzeiro,Botafogo,2.1,3.1,3.8,https://redscores.com/pt-br/match/botafogo-cruzeiro/7Xxi4
Itália - Serie B,15:30,Juve Stabia,Bari 1908,1.9,3.2,4.5,https://redscores.com/pt-br/match/bari-1908-juve-stabia/jDx31A
Países Baixos - Eerste Divisie,16:00,Vitesse,De Graafschap,2.8,3.75,2.25,https://redscores.com/pt-br/match/vitesse-de-graafschap/QAxsI
Albânia - Superliga,12:30,Vora,Vllaznia Shkodër,,,,https://redscores.com/pt-br/match/vllaznia-shkoder-vora/imAxWmA
Albânia - Superliga,12:30,Egnatia Rrogozhinë,Flamurtari,1.48,3.7,6.25,https://redscores.com/pt-br/match/flamurtari-egnatia-rrogozhine/lmAxcbI
Bolívia - Liga De Futbol Prof,16:00,Always Ready,Aurora,1.2,8.0,9.5,https://redscores.com/pt-br/match/aurora-always-ready/H5BxJ7AA
Bolívia - Liga De Futbol Prof,19:00,Universitario de Vinto,The Strongest,3.4,3.8,1.9,https://redscores.com/pt-br/match/the-strongest-universitario-de-vinto/kvbxvSeA
Bolívia - Liga De Futbol Prof,21:00,Bolívar,Nacional Potosí,1.16,7.5,13.0,https://redscores.com/pt-br/match/bolivar-nacional-potosi/MvAxNHb
Hungria - OTP Bank Liga,14:00,Várda SE,Ferencváros,5.25,4.1,1.53,https://redscores.com/pt-br/match/ferencvaros-varda-se/0Ax0v
Polônia - Ekstraklasa,POSTP,Wisła Płock,Cracovia Kraków,2.62,3.0,2.55,https://redscores.com/pt-br/match/cracovia-krakow-wisla-plock/qIxQW
Sérvia - Super Liga,15:00,Crvena Zvezda,Čukarički,1.2,6.5,11.0,https://redscores.com/pt-br/match/crvena-zvezda-cukaricki/ZVxGYA
Bulgária - Parva Liga,08:00,Dobrudzha 1919,Ludogorets,8.0,4.33,1.4,https://redscores.com/pt-br/match/ludogorets-dobrudzha-1919/7wxhBb
Bulgária - Parva Liga,10:30,Botev Vratsa,Spartak Varna,1.7,3.25,6.0,https://redscores.com/pt-br/match/botev-vratsa-spartak-varna/ZPAxUTA
Bulgária - Parva Liga,13:00,Slavia Sofia,Levski Sofia,8.0,4.1,1.44,https://redscores.com/pt-br/match/slavia-sofia-levski-sofia/ljx01
