liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Inglaterra - Premier League,11:00,Newcastle,Fulham,1.61,3.9,5.5,https://redscores.com/pt-br/match/fulham-newcastle-united/Fxk
Inglaterra - Premier League,11:00,Chelsea,Sunderland,1.38,5.0,8.0,https://redscores.com/pt-br/match/sunderland-chelsea/Bxj
Inglaterra - Premier League,13:30,Manchester United,Brighton,2.0,3.7,3.4,https://redscores.com/pt-br/match/manchester-united-brighton-hove-albion/hxIA
Inglaterra - Premier League,16:00,Brentford,Liverpool,4.0,4.1,1.75,https://redscores.com/pt-br/match/liverpool-brentford/ex2B
Espanha - La Liga,09:00,Girona,R. Oviedo,1.8,3.5,5.0,https://redscores.com/pt-br/match/real-oviedo-girona/qAxYB
Espanha - La Liga,11:15,Espanyol,Elche,1.95,3.4,4.0,https://redscores.com/pt-br/match/espanyol-elche/uexAj
Espanha - La Liga,13:30,Athletic Club,Getafe,1.65,3.4,6.25,https://redscores.com/pt-br/match/getafe-athletic-club/WAxKrB
Espanha - La Liga,16:00,Valencia,Villarreal,3.2,3.6,2.2,https://redscores.com/pt-br/match/valencia-villarreal/PBxa6
Alemanha - Bundesliga,10:30,Hoffenheim,Heidenheim,1.55,4.33,5.25,https://redscores.com/pt-br/match/tsg-hoffenheim-heidenheim/vwxMX
Alemanha - Bundesliga,10:30,Hamburger,Wolfsburg,2.35,3.5,2.9,https://redscores.com/pt-br/match/vfl-wolfsburg-hamburger-sv/lexmw
Alemanha - Bundesliga,10:30,Frankfurt,St. Pauli,1.7,4.2,4.33,https://redscores.com/pt-br/match/st-pauli-eintracht-frankfurt/YCxad
Alemanha - Bundesliga,10:30,M'Gladbach,Bayern,10.0,6.5,1.22,https://redscores.com/pt-br/match/fc-bayern-munchen-borussia-monchengladbach/HexgF
Alemanha - Bundesliga,10:30,Augsburg,RB Leipzig,3.25,4.0,2.0,https://redscores.com/pt-br/match/fc-augsburg-rb-leipzig/OAxQc
