data,liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
2026-04-20,Inglaterra - Premier League,16:00,Crystal Palace,West Ham,2.5,3.3,2.87,https://redscores.com/pt-br/match/west-ham-united-crystal-palace/Ax0
2026-04-20,Itália - Serie A,15:45,Lecce,Fiorentina,3.3,3.3,2.25,https://redscores.com/pt-br/match/fiorentina-lecce/YAxVCb
2026-04-20,Portugal - Primeira Liga,16:15,Moreirense,Estoril,3.1,3.4,2.25,https://redscores.com/pt-br/match/moreirense-estoril/YIxTJ
2026-04-20,Turquia - Super Lig,14:00,Gaziantep,Kayserispor,2.25,3.25,3.1,https://redscores.com/pt-br/match/kayserispor-gaziantep-fk/QfxwDA
2026-04-20,Espanha - La Liga 2,15:30,Deportivo La Coruña,Mirandés,1.55,3.9,6.25,https://redscores.com/pt-br/match/deportivo-la-coruna-mirandes/bDxh2A
2026-04-20,França - Ligue 2,15:45,Dunkerque,Laval,1.85,3.3,3.5,https://redscores.com/pt-br/match/laval-dunkerque/hjxaK
2026-04-20,Países Baixos - Eerste Divisie,15:00,Den Bosch,Jong Utrecht,1.85,3.9,3.7,https://redscores.com/pt-br/match/fc-den-bosch-jong-utrecht/dTxfW
2026-04-20,Dinamarca - Superliga,14:00,Midtjylland,AGF,1.95,3.4,3.75,https://redscores.com/pt-br/match/midtjylland-agf/mHxty
2026-04-20,Argentina - Superliga,15:00,Barracas Central,Belgrano,3.5,3.1,2.25,https://redscores.com/pt-br/match/belgrano-barracas-central/7ZAx3gb
2026-04-20,Argentina - Superliga,17:15,Banfield,Independiente Rivadavia,2.9,3.0,2.7,https://redscores.com/pt-br/match/independiente-rivadavia-banfield/JGxQh
2026-04-20,Argentina - Superliga,17:15,Central Cordoba,Platense,,,,https://redscores.com/pt-br/match/platense-central-cordoba/hubx9zB
2026-04-20,Argentina - Superliga,19:30,San Lorenzo,Vélez Sarsfield,3.2,2.9,2.5,https://redscores.com/pt-br/match/san-lorenzo-velez-sarsfield/qexlub
2026-04-20,Argentina - Superliga,21:45,Gimnasia Mendoza,Lanús,3.4,2.9,2.4,https://redscores.com/pt-br/match/lanus-gimnasia-mendoza/6Tbxh0B
2026-04-20,Argentina - Superliga,21:45,Tigre,Huracán,,,,https://redscores.com/pt-br/match/huracan-tigre/o0xbub
2026-04-20,Argentina - Primera B Nacional,20:00,Atlético Rafaela,Agropecuario,2.15,3.0,3.8,https://redscores.com/pt-br/match/atletico-rafaela-agropecuario/J4bx11B
2026-04-20,Argentina - Primera B Nacional,21:00,Atlanta,Chacarita Juniors,2.0,3.0,4.33,https://redscores.com/pt-br/match/atlanta-chacarita-juniors/5vbxa7b
2026-04-20,Armênia - Premier League,09:00,Noah,Van,,,,https://redscores.com/pt-br/match/noah-van/lTRxS6bA
2026-04-20,Armênia - Premier League,12:00,Shirak,Ararat-Armenia,5.5,4.5,1.4,https://redscores.com/pt-br/match/shirak-ararat-armenia/fOAxRTR
2026-04-20,Brasil - Serie C,20:00,Maringá,Brusque,,,,https://redscores.com/pt-br/match/brusque-maringa/KvAxpIB
2026-04-20,Brasil - Serie C,20:00,Floresta,Ferroviária,,,,https://redscores.com/pt-br/match/ferroviaria-floresta/cUx8de
2026-04-20,Chile - Primera Division,21:30,Universidad Católica,Unión La Calera,1.48,4.2,6.25,https://redscores.com/pt-br/match/universidad-catolica-union-la-calera/nwxqRB
2026-04-20,Colômbia - Liga BetPlay,20:20,Once Caldas,La Equidad,,,,https://redscores.com/pt-br/match/once-caldas-la-equidad/E7xEUb
2026-04-20,Colômbia - Liga BetPlay,22:30,Atlético Nacional,Atlético Bucaramanga,,,,https://redscores.com/pt-br/match/atletico-nacional-atletico-bucaramanga/EyAxBGb
2026-04-20,Noruega - Obos-Ligaen,14:00,Lyn,Sandnes Ulf,1.65,4.5,4.2,https://redscores.com/pt-br/match/sandnes-ulf-lyn/ukbxYFB
