liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Inglaterra - Premier League,17:00,Manchester United,Bournemouth,1.83,4.0,4.0,https://redscores.com/pt-br/match/manchester-united-afc-bournemouth/hx1
Espanha - La Liga,17:00,Rayo Vallecano,Betis,2.62,3.4,2.62,https://redscores.com/pt-br/match/rayo-vallecano-real-betis/Fdx7D
Itália - Serie A,16:45,Roma,Como,2.25,3.0,3.6,https://redscores.com/pt-br/match/roma-como/Sxmc
Portugal - Primeira Liga,14:30,Nacional,Tondela,2.35,3.1,3.1,https://redscores.com/pt-br/match/tondela-nacional/k6xk3A
Portugal - Primeira Liga,15:45,Braga,Santa Clara,1.48,3.9,8.0,https://redscores.com/pt-br/match/sporting-braga-santa-clara/phxCV
Portugal - Primeira Liga,17:45,Porto,Estrela Amadora,1.18,6.5,17.0,https://redscores.com/pt-br/match/porto-estrela-amadora/vfxGiB
Turquia - Super Lig,14:00,Fenerbahçe,Konyaspor,1.27,6.0,9.5,https://redscores.com/pt-br/match/fenerbahce-konyaspor/NAxEV
Escócia - Premiership,16:45,Rangers,Hibernian,1.85,3.6,4.0,https://redscores.com/pt-br/match/rangers-hibernian/AAxCA
Inglaterra - Championship,17:00,Sheffield Wed,Derby,3.2,3.1,2.3,https://redscores.com/pt-br/match/derby-county-sheffield-wednesday/mx5
Espanha - La Liga 2,16:30,Castellón,Mirandés,1.44,4.33,7.0,https://redscores.com/pt-br/match/mirandes-castellon/h2Axcvb
França - Ligue 2,16:45,Boulogne,Troyes,3.6,3.0,1.95,https://redscores.com/pt-br/match/boulogne-troyes/7Lxq3A
Bolívia - Liga De Futbol Prof,16:00,San Antonio Bulo Bulo,Real Oruro,,,,https://redscores.com/pt-br/match/san-antonio-bulo-bulo-real-oruro/sSeAxmGfA
Bolívia - Liga De Futbol Prof,20:00,Aurora,ABB,,,,https://redscores.com/pt-br/match/aurora-abb/H5BxyseA
Equador - Liga Pro,21:00,Emelec,El Nacional,2.8,4.5,1.9,https://redscores.com/pt-br/match/el-nacional-emelec/3Txe2b
Israel - Ligat ha'Al,15:00,Maccabi Tel Aviv,Hapoel Petah Tikva,1.42,4.1,6.0,https://redscores.com/pt-br/match/maccabi-tel-aviv-hapoel-petah-tikva/ezxD1A
Israel - Ligat ha'Al,15:30,Beitar Jerusalem,Bnei Sakhnin,1.36,4.2,7.0,https://redscores.com/pt-br/match/beitar-jerusalem-bnei-sakhnin/uExVJb
Romênia - Liga 1,12:30,SSC Farul,UTA Arad,1.9,3.6,3.8,https://redscores.com/pt-br/match/uta-arad-ssc-farul/5ibx2fs
Romênia - Liga 1,15:30,Unirea Slobozia,FCSB,5.0,3.75,1.66,https://redscores.com/pt-br/match/fcsb-unirea-slobozia/o5xJFb
Sérvia - Super Liga,15:30,Bačka Topola,Crvena Zvezda,,,,https://redscores.com/pt-br/match/crvena-zvezda-backa-topola/ZVxOqD
