id_jogo,liga,hora,home,away,link_confronto,odd_h,odd_d,odd_a
19362190,Argentina - Superliga,17:00,Gimnasia La Plata,Atlético Tucumán,https://redscores.com/pt-br/match/gimnasia-la-plata-atletico-tucuman/VDxa2b,,,2.45
19362187,Argentina - Superliga,19:15,Platense,Godoy Cruz,https://redscores.com/pt-br/match/platense-godoy-cruz/hubxD7b,,,2.15
19360741,Argentina - Primera B Nacional,14:00,Agropecuario,Almirante Brown,https://redscores.com/pt-br/match/almirante-brown-agropecuario/lMBx11B,,,2.1
19360732,Argentina - Primera B Nacional,21:15,Ferro Carril Oeste,Racing Córdoba,https://redscores.com/pt-br/match/ferro-carril-oeste-racing-cordoba/f3AxC2B,,,2.37
19391097,Brasil - Serie B,19:00,Chapecoense,Vila Nova,https://redscores.com/pt-br/match/chapecoense-vila-nova/TFxXgB,,,1.9
19391101,Brasil - Serie B,21:30,Ferroviária,Cuiabá,https://redscores.com/pt-br/match/ferroviaria-cuiaba/cUxroA,,,
19444394,Colômbia - Liga BetPlay,21:30,Santa Fe,Once Caldas,https://redscores.com/pt-br/match/once-caldas-santa-fe/E7xAlB,,,2
19371730,Equador - Liga Pro,21:00,Delfin,Libertad,https://redscores.com/pt-br/match/delfin-libertad/EubxJDEA,,,
19568899,Uruguai - Primera Division,19:00,Cerro Largo,Wanderers,https://redscores.com/pt-br/match/wanderers-cerro-largo/ODxNU,,,2.35
19466773,Venezuela - Primera Division,19:00,Caracas,Yaracuyanos,https://redscores.com/pt-br/match/caracas-yaracuyanos/QjBxrCc,,,1.57
