liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Inglaterra - Premier League,17:00,Bournemouth,Manchester United,3.25,3.8,2.1,https://redscores.com/pt-br/match/manchester-united-afc-bournemouth/hx1
Espanha - La Liga,17:00,Villarreal,Real Sociedad,1.95,3.7,3.8,https://redscores.com/pt-br/match/real-sociedad-villarreal/WExa6
Alemanha - Bundesliga,16:30,RB Leipzig,Hoffenheim,1.9,4.0,3.6,https://redscores.com/pt-br/match/rb-leipzig-tsg-hoffenheim/Qcxvw
Itália - Serie A,14:30,Cagliari,Napoli,5.75,3.7,1.65,https://redscores.com/pt-br/match/cagliari-napoli/sExYE
Itália - Serie A,16:45,Genoa,Udinese,2.15,3.1,3.7,https://redscores.com/pt-br/match/genoa-udinese/UAxUC
França - Ligue 1,16:45,Lens,Angers,1.27,5.75,11.0,https://redscores.com/pt-br/match/lens-angers-sco/Ncxwg
Países Baixos - Eredivisie,16:00,Heracles Almelo,Excelsior,2.6,3.4,2.7,https://redscores.com/pt-br/match/heracles-almelo-excelsior/aLxCN
Portugal - Primeira Liga,17:15,Estrela Amadora,Casa Pia,2.35,3.2,3.0,https://redscores.com/pt-br/match/casa-pia-estrela-amadora/OEBxGiB
Inglaterra - Championship,17:00,Preston,Stoke,2.55,3.25,2.75,https://redscores.com/pt-br/match/stoke-city-preston-north-end/nxtA
Espanha - La Liga 2,16:30,Huesca,Almería,3.0,3.2,2.3,https://redscores.com/pt-br/match/huesca-almeria/pcxef
Alemanha - 2. Bundesliga,14:30,Hannover,Eintracht Braunschweig,1.53,4.5,5.5,https://redscores.com/pt-br/match/hannover-96-eintracht-braunschweig/2UxN7
Alemanha - 2. Bundesliga,14:30,Karlsruher,Fürth,2.15,3.6,3.2,https://redscores.com/pt-br/match/karlsruher-sc-spvgg-greuther-furth/B0xH5
França - Ligue 2,16:00,Amiens,Le Mans,3.4,3.1,2.0,https://redscores.com/pt-br/match/amiens-sc-le-mans/yGxFCb
França - Ligue 2,16:00,Pau,Montpellier,2.45,3.2,2.55,https://redscores.com/pt-br/match/montpellier-pau/qExep
França - Ligue 2,16:00,Clermont,Red Star,2.55,3.0,2.55,https://redscores.com/pt-br/match/red-star-clermont/XIxC1A
França - Ligue 2,16:00,Rodez,Bastia,2.5,3.0,2.62,https://redscores.com/pt-br/match/bastia-rodez/BDxJpb
França - Ligue 2,16:00,Laval,Grenoble,2.25,2.9,3.1,https://redscores.com/pt-br/match/laval-grenoble-foot-38/hjxHJ
França - Ligue 2,16:00,Boulogne,Nancy,2.25,3.0,2.9,https://redscores.com/pt-br/match/boulogne-nancy/7LxV6
Países Baixos - Eerste Divisie,16:00,Jong Utrecht,Dordrecht,2.55,3.6,2.55,https://redscores.com/pt-br/match/fc-dordrecht-jong-utrecht/OGxfW
Países Baixos - Eerste Divisie,16:00,FC Emmen,Venlo,1.9,4.0,3.4,https://redscores.com/pt-br/match/vvv-venlo-fc-emmen/aTxRu
Países Baixos - Eerste Divisie,16:00,Jong Ajax,Almere City,3.9,4.33,1.72,https://redscores.com/pt-br/match/almere-city-jong-ajax/pLxtW
Países Baixos - Eerste Divisie,16:00,TOP Oss,Eindhoven,2.8,3.75,2.25,https://redscores.com/pt-br/match/fc-eindhoven-top-oss/HCxvt
Países Baixos - Eerste Divisie,16:00,Roda Kerkrade,Helmond,1.61,4.0,5.0,https://redscores.com/pt-br/match/roda-jc-kerkrade-helmond-sport/ntxku
Países Baixos - Eerste Divisie,16:00,Cambuur,Jong AZ,1.55,4.5,5.0,https://redscores.com/pt-br/match/sc-cambuur-jong-az/qLxc0
Países Baixos - Eerste Divisie,16:00,Jong PSV,Vitesse,2.87,3.8,2.2,https://redscores.com/pt-br/match/vitesse-jong-psv/QAxVY
Áustria - Tipico Bundesliga,15:30,Sturm Graz,Salzburg,3.1,3.5,2.2,https://redscores.com/pt-br/match/salzburg-sturm-graz/zxb4
Dinamarca - Superliga,15:00,Vejle,OB,3.3,3.5,2.1,https://redscores.com/pt-br/match/ob-vejle/kOxmab
Argentina - Superliga,21:00,Atlético Tucumán,Gimnasia La Plata,2.05,3.2,3.8,https://redscores.com/pt-br/match/gimnasia-la-plata-atletico-tucuman/VDxa2b
Argentina - Superliga,21:00,Banfield,Tigre,,,,https://redscores.com/pt-br/match/banfield-tigre/Qhxbub
México - Liga MX,22:00,Necaxa,Tijuana,2.2,3.5,3.25,https://redscores.com/pt-br/match/necaxa-tijuana/yBAxV7b
China - Super League,08:00,Dalian Zhixing,Shanghai Port,3.2,4.33,1.9,https://redscores.com/pt-br/match/shanghai-port-dalian-zhixing/IQAxTfFA
China - Super League,08:35,Qingdao Hainiu,Zhejiang,4.5,3.5,1.8,https://redscores.com/pt-br/match/zhejiang-qingdao-hainiu/88xj0c
Albânia - Superliga,15:00,AF Elbasani,Egnatia Rrogozhinë,1.9,3.2,3.6,https://redscores.com/pt-br/match/egnatia-rrogozhine-af-elbasani/cbIx5LfA
Alemanha - 3. Liga,15:00,Wehen Wiesbaden,Hansa Rostock,2.8,3.4,2.15,https://redscores.com/pt-br/match/hansa-rostock-wehen-wiesbaden/nExv6
Argentina - Primera B Nacional,21:00,Patronato,Colón,,,,https://redscores.com/pt-br/match/colon-patronato/nBAxH2A
Argentina - Primera B Nacional,21:30,San Martín San Juan,San Martín Tucumán,,,,https://redscores.com/pt-br/match/san-martin-tucuman-san-martin-san-juan/pubxSvb
Armênia - Premier League,08:30,Van,Ararat-Armenia,7.0,4.33,1.33,https://redscores.com/pt-br/match/ararat-armenia-van/RTRxS6bA
Armênia - Premier League,12:00,BKMA,Urartu,5.0,3.9,1.53,https://redscores.com/pt-br/match/urartu-bkma/7oAxlABA
Austrália - A-League,05:35,Western Sydney Wanderers,Adelaide United,1.9,3.9,3.6,https://redscores.com/pt-br/match/western-sydney-wanderers-adelaide-united/wkxTY
Austrália - A-League,23:00,Auckland,Macarthur,1.66,4.1,4.75,https://redscores.com/pt-br/match/macarthur-auckland/HwdAx8PgA
Bélgica - First Division B,16:00,Eupen,Seraing,1.75,3.4,4.0,https://redscores.com/pt-br/match/rfc-seraing-as-eupen/NNxQT
Bélgica - First Division B,16:00,Patro Eisden,Beerschot,2.8,3.25,2.2,https://redscores.com/pt-br/match/beerschot-wilrijk-patro-eisden/2Txd0
Bélgica - First Division B,16:00,Olympic Charleroi,KRC Genk II,2.25,3.5,2.55,https://redscores.com/pt-br/match/olympic-charleroi-krc-genk-ii/E4Ax5jEA
Colômbia - Liga BetPlay,18:00,Rionegro Águilas,América de Cali,3.0,3.1,2.4,https://redscores.com/pt-br/match/rionegro-aguilas-america-de-cali/Zbx7Ob
Croácia - 1. HNL,14:00,Istra 1961,Varaždin,2.5,2.87,2.87,https://redscores.com/pt-br/match/istra-1961-varazdin/0gAx8Bb
Egito - Premier League,12:00,Haras El Hodood,Ismaily,2.7,2.7,2.62,https://redscores.com/pt-br/match/ismaily-haras-el-hodood/gCcxTMc
Egito - Premier League,15:00,Wadi Degla,El Gounah,2.05,2.75,3.75,https://redscores.com/pt-br/match/wadi-degla-el-gounah/v3AxBnc
Escócia - Championship,16:45,Partick Thistle,St. Johnstone,3.0,3.2,2.15,https://redscores.com/pt-br/match/partick-thistle-st-johnstone/rCxbg
Eslovênia - 1. SNL,13:30,Aluminij,Maribor,6.0,4.75,1.42,https://redscores.com/pt-br/match/maribor-aluminij/WYx72
Eslovênia - 1. SNL,CANCL,Domžale,Koper,,,,https://redscores.com/pt-br/match/koper-domzale/IDxNG
Hungria - OTP Bank Liga,16:00,MTK,Paksi SE,2.9,3.7,1.95,https://redscores.com/pt-br/match/paksi-se-mtk/XWxgY
Irlanda - Premier Division,16:45,Derry City,Drogheda United,1.57,3.5,5.5,https://redscores.com/pt-br/match/derry-city-drogheda-united/9Ix3j
Irlanda - Premier Division,16:45,Waterford United,St Patrick's,4.75,3.5,1.7,https://redscores.com/pt-br/match/st-patrick-s-waterford-united/ukxWl
Irlanda - Premier Division,17:00,Shamrock Rovers,Galway United,1.5,3.7,6.5,https://redscores.com/pt-br/match/shamrock-rovers-galway-united/mBxDC
Irlanda - Premier Division,17:00,Bohemians,Dundalk,1.65,3.5,5.0,https://redscores.com/pt-br/match/bohemians-dundalk/edxpK
Irlanda do Norte - Premiership,16:45,Carrick Rangers,Linfield,4.75,3.7,1.57,https://redscores.com/pt-br/match/linfield-carrick-rangers/icxDK
Irlanda do Norte - Premiership,16:45,Glenavon,Larne,5.25,3.5,1.55,https://redscores.com/pt-br/match/glenavon-larne/inx9fB
Lituânia - A Lyga,14:00,Trakai,FA Šiauliai,3.4,3.3,1.95,https://redscores.com/pt-br/match/trakai-fa-siauliai/BvAx2wbA
País de Gales - Premier League,16:45,The New Saints,Colwyn Bay,1.2,5.5,10.0,https://redscores.com/pt-br/match/the-new-saints-colwyn-bay/pExsk
País de Gales - Premier League,16:45,Llanelli Town,Cardiff MU,5.75,4.2,1.44,https://redscores.com/pt-br/match/cardiff-mu-llanelli-town/LYBxrgD
Peru - Primera Division,17:30,ADT,Melgar,2.75,3.0,2.55,https://redscores.com/pt-br/match/melgar-adt/MBxokBA
Peru - Primera Division,21:30,Cienciano,FC Cajamarca,1.4,4.33,7.5,https://redscores.com/pt-br/match/cienciano-fc-cajamarca/NrBxzzFA
Polônia - Ekstraklasa,14:00,Piast Gliwice,Radomiak Radom,2.15,3.1,3.3,https://redscores.com/pt-br/match/piast-gliwice-radomiak-radom/vuxJ1
Polônia - Ekstraklasa,16:30,Motor Lublin,Zagłębie Lubin,1.95,3.4,3.4,https://redscores.com/pt-br/match/zaglebie-lubin-motor-lublin/XkxfBB
Portugal - Segunda Liga,15:00,Chaves,União de Leiria,2.2,3.1,3.0,https://redscores.com/pt-br/match/chaves-uniao-de-leiria/gix8PA
Romênia - Liga 1,14:00,FCSB,UTA Arad,1.48,3.75,5.5,https://redscores.com/pt-br/match/fcsb-uta-arad/o5x5ib
Romênia - Liga 1,16:45,CFR Cluj,Rapid Bucuresti,2.5,2.8,2.8,https://redscores.com/pt-br/match/cfr-cluj-rapid-bucuresti/a8xnCb
Sérvia - Super Liga,13:00,Spartak Subotica,Radnik Surdulica,2.87,3.2,2.35,https://redscores.com/pt-br/match/spartak-subotica-radnik-surdulica/45xRvA
Uruguai - Primera Division,18:00,Cerro Largo,Deportivo Maldonado,3.4,2.9,2.1,https://redscores.com/pt-br/match/cerro-largo-deportivo-maldonado/NUxyBb
Uruguai - Primera Division,21:30,Defensor Sporting,Nacional,3.9,3.2,1.83,https://redscores.com/pt-br/match/nacional-defensor-sporting/RGxmFb
Bulgária - Parva Liga,13:00,Slavia Sofia,Botev Plovdiv,2.3,3.25,3.2,https://redscores.com/pt-br/match/botev-plovdiv-slavia-sofia/oHxlj
