data,liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
2026-05-05,Finlândia - Veikkausliiga,13:00,Gnistan,Inter Turku,4.5,3.6,1.66,https://redscores.com/pt-br/match/inter-turku-gnistan/JNxenb
2026-05-05,China - Super League,08:00,Qingdao Youth Island,Tianjin Jinmen Tiger,2.6,3.2,2.75,https://redscores.com/pt-br/match/tianjin-jinmen-tiger-qingdao-youth-island/vVxqfeA
2026-05-05,China - Super League,08:35,Shenyang Urban,Chengdu Rongcheng,6.5,4.1,1.5,https://redscores.com/pt-br/match/chengdu-rongcheng-shenyang-urban/Z0cxKzj
2026-05-05,China - Super League,08:35,Shandong Taishan,Shanghai Shenhua,2.8,3.6,2.3,https://redscores.com/pt-br/match/shandong-taishan-shanghai-shenhua/juxDpb
2026-05-05,China - Super League,09:00,Chongqing Tongliang Long,Henan Songshan Longmen,2.75,3.1,2.62,https://redscores.com/pt-br/match/henan-songshan-longmen-chongqing-tongliang-long/fibxtfFA
2026-05-05,África do Sul - Premier League,14:30,Siwelele,Durban City,2.2,2.8,3.5,https://redscores.com/pt-br/match/durban-city-siwelele/OugAxYqGA
2026-05-05,África do Sul - Premier League,14:30,Magesi,Orbit College,2.0,2.8,4.2,https://redscores.com/pt-br/match/magesi-orbit-college/sJcxvTFA
2026-05-05,África do Sul - Premier League,14:30,Chippa United,Sekhukhune United,3.4,2.9,2.15,https://redscores.com/pt-br/match/chippa-united-sekhukhune-united/CTBxKTdA
2026-05-05,África do Sul - Premier League,14:30,Stellenbosch,Orlando Pirates,6.5,3.5,1.5,https://redscores.com/pt-br/match/stellenbosch-orlando-pirates/2ZxIUb
2026-05-05,Arábia Saudita - Pro League,15:00,Al Khaleej,Al Hilal,9.0,5.5,1.22,https://redscores.com/pt-br/match/al-hilal-al-khaleej/62AxiIB
2026-05-05,Bulgária - Parva Liga,11:30,Beroe,Montana,1.9,3.25,4.33,https://redscores.com/pt-br/match/montana-beroe/fjxoAb
2026-05-05,Bulgária - Parva Liga,14:00,Lokomotiv Sofia 1929,Botev Vratsa,2.0,3.3,3.6,https://redscores.com/pt-br/match/botev-vratsa-lokomotiv-sofia-1929/ZPAx2Ab
2026-05-05,Coréia do Sul - K-League 1,02:00,Bucheon 1995,Jeju United,2.45,3.1,2.87,https://redscores.com/pt-br/match/bucheon-1995-jeju-united/U8AxVEb
2026-05-05,Coréia do Sul - K-League 1,02:00,Jeonbuk Motors,Gwangju,1.3,4.75,9.0,https://redscores.com/pt-br/match/jeonbuk-motors-gwangju/W3xTfA
2026-05-05,Coréia do Sul - K-League 1,04:30,Gangwon,Pohang Steelers,2.0,3.1,3.8,https://redscores.com/pt-br/match/pohang-steelers-gangwon/vmxh7A
2026-05-05,Coréia do Sul - K-League 1,04:30,Daejeon Citizen,Incheon United,2.1,3.2,3.25,https://redscores.com/pt-br/match/daejeon-citizen-incheon-united/1PAxO1A
2026-05-05,Coréia do Sul - K-League 1,04:30,Sangju Sangmu,Ulsan,2.55,3.3,2.55,https://redscores.com/pt-br/match/sangju-sangmu-ulsan/7bAxwrA
2026-05-05,Coréia do Sul - K-League 1,07:00,Seoul,Anyang,1.7,3.5,4.75,https://redscores.com/pt-br/match/seoul-anyang/AFxUEb
2026-05-05,Egito - Premier League,14:00,Ceramica Cleopatra,Pyramids FC,4.75,3.25,1.66,https://redscores.com/pt-br/match/pyramids-fc-ceramica-cleopatra/nncxUKdA
2026-05-05,Egito - Premier League,14:00,Smouha,Zamalek,6.5,3.4,1.48,https://redscores.com/pt-br/match/zamalek-smouha/pzAxmQb
2026-05-05,Egito - Premier League,14:00,Al Ahly,ENPPI,1.33,4.2,7.5,https://redscores.com/pt-br/match/al-ahly-enppi/QDxaEA
2026-05-05,Eslováquia - Fortuna Liga,13:00,Žilina,Zemplín Michalovce,1.44,4.75,6.25,https://redscores.com/pt-br/match/zemplin-michalovce-zilina/ppAxzRA
2026-05-05,Eslováquia - Fortuna Liga,13:00,Skalica,FK Košice,2.62,3.4,2.55,https://redscores.com/pt-br/match/skalica-fk-kosice/Zgbx3EaA
2026-05-05,Israel - Ligat ha'Al,13:30,Maccabi Tel Aviv,Hapoel Petah Tikva,1.36,4.5,5.75,https://redscores.com/pt-br/match/maccabi-tel-aviv-hapoel-petah-tikva/ezxD1A
2026-05-05,Lituânia - A Lyga,12:30,Trakai,Banga,5.5,3.9,1.48,https://redscores.com/pt-br/match/trakai-banga/BvAxyFb
2026-05-05,Lituânia - A Lyga,12:45,Kauno Žalgiris,Džiugas Telšiai,1.44,4.2,5.5,https://redscores.com/pt-br/match/kauno-zalgiris-dziugas-telsiai/GHx10
2026-05-05,Suécia - Superettan,14:00,Falkenberg,Norrköping,2.45,3.4,2.45,https://redscores.com/pt-br/match/falkenberg-norrkoping/50xc8
