liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Brasil - Serie A,19:00,Bragantino,Atlético Mineiro,2.2,3.1,3.7,https://redscores.com/pt-br/match/atletico-mineiro-bragantino/F5xadb
Espanha - La Liga 2,10:00,Ceuta,Leganés,2.45,3.1,3.1,https://redscores.com/pt-br/match/leganes-ceuta/0GxeJB
Espanha - La Liga 2,12:15,Almería,Cádiz,1.61,3.9,5.25,https://redscores.com/pt-br/match/almeria-cadiz/efx5ZA
Espanha - La Liga 2,12:15,Gijón,Eibar,2.25,3.0,3.5,https://redscores.com/pt-br/match/sd-eibar-sporting-gijon/9xTC
Espanha - La Liga 2,14:30,Córdoba,Deportivo La Coruña,2.37,3.5,2.8,https://redscores.com/pt-br/match/deportivo-la-coruna-cordoba/bDxiH
Espanha - La Liga 2,14:30,Mirandés,Burgos,3.2,3.0,2.4,https://redscores.com/pt-br/match/mirandes-burgos/h2AxEHb
Espanha - La Liga 2,17:00,Zaragoza,Huesca,2.3,2.9,3.5,https://redscores.com/pt-br/match/huesca-real-zaragoza/pcxBcA
Argentina - Superliga,17:00,Vélez Sarsfield,River Plate,3.6,3.2,2.15,https://redscores.com/pt-br/match/velez-sarsfield-river-plate/lubx8Ub
Argentina - Superliga,17:00,Instituto,Talleres Córdoba,3.2,2.9,2.5,https://redscores.com/pt-br/match/instituto-talleres-cordoba/8ubx5Ub
Argentina - Superliga,20:15,Central Cordoba,Banfield,2.62,2.87,3.0,https://redscores.com/pt-br/match/banfield-central-cordoba/Qhx9zB
Argentina - Superliga,20:15,Estudiantes,Argentinos Juniors,2.62,2.87,3.0,https://redscores.com/pt-br/match/argentinos-juniors-estudiantes/t4xbPb
Argentina - Superliga,20:15,Newell's Old Boys,Racing Club,4.2,3.3,1.9,https://redscores.com/pt-br/match/newell-s-old-boys-racing-club/qxE8
Argentina - Superliga,20:15,Boca Juniors,Tigre,1.72,3.3,5.75,https://redscores.com/pt-br/match/boca-juniors-tigre/tExbub
Brasil - Serie B,16:30,Ferroviária,Athletico PR,4.2,3.3,1.9,https://redscores.com/pt-br/match/ferroviaria-athletico-pr/cUxi5
Brasil - Serie B,16:30,América Mineiro,Cuiabá,1.85,3.4,4.33,https://redscores.com/pt-br/match/cuiaba-america-mineiro/roAxvvA
Brasil - Serie B,16:30,Criciúma EC B,Botafogo SP,1.6,3.7,6.25,https://redscores.com/pt-br/match/botafogo-sp-criciuma-ec-b/VAxLRGA
Brasil - Serie B,16:30,Goiás,Novorizontino,2.15,3.1,3.75,https://redscores.com/pt-br/match/novorizontino-goias/nVAx0pb
Portugal - Segunda Liga,08:00,Felgueiras 1932,Farense,2.45,3.1,2.6,https://redscores.com/pt-br/match/farense-felgueiras-1932/i6Axwsb
Portugal - Segunda Liga,15:00,Leixões,Chaves,3.0,3.1,2.2,https://redscores.com/pt-br/match/chaves-leixoes/gixnHb
