liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Itália - Serie A,14:30,Como,Hellas Verona,1.57,3.7,6.5,https://redscores.com/pt-br/match/como-hellas-verona/mcxMj
Itália - Serie A,14:30,Juventus,Udinese,1.48,4.1,8.0,https://redscores.com/pt-br/match/udinese-juventus/UCxHf
Itália - Serie A,14:30,Roma,Parma,1.55,3.7,7.0,https://redscores.com/pt-br/match/roma-parma/Sxqd
Itália - Serie A,16:45,Bologna,Torino,1.75,3.5,5.0,https://redscores.com/pt-br/match/torino-bologna/BfxrIb
Itália - Serie A,16:45,Inter,Fiorentina,1.42,4.5,8.0,https://redscores.com/pt-br/match/fiorentina-inter/YAxbY
Itália - Serie A,16:45,Genoa,Cremonese,1.85,3.25,4.75,https://redscores.com/pt-br/match/genoa-cremonese/UAxy2b
França - Ligue 1,15:00,Lorient,PSG,9.5,6.5,1.25,https://redscores.com/pt-br/match/paris-saint-germain-lorient/vExXOb
França - Ligue 1,15:00,Nice,LOSC Lille,3.1,3.5,2.25,https://redscores.com/pt-br/match/nice-losc-lille/LDxJF
França - Ligue 1,15:00,Metz,Lens,6.25,4.5,1.5,https://redscores.com/pt-br/match/lens-metz/Ncxs6
França - Ligue 1,15:00,Le Havre,Brest,2.55,3.2,2.9,https://redscores.com/pt-br/match/brest-le-havre/lcxjI
França - Ligue 1,17:05,Toulouse,Rennes,2.15,3.5,3.3,https://redscores.com/pt-br/match/toulouse-rennes/WcxzE
França - Ligue 1,17:05,Strasbourg,Auxerre,1.7,3.9,4.75,https://redscores.com/pt-br/match/strasbourg-auxerre/HFxl9
França - Ligue 1,17:05,Nantes,Monaco,4.75,4.0,1.7,https://redscores.com/pt-br/match/nantes-monaco/8xjZA
França - Ligue 1,17:05,Paris,Lyon,2.62,3.5,2.55,https://redscores.com/pt-br/match/olympique-lyonnais-paris/jAx4gA
França - Ligue 1,17:05,Marseille,Angers,1.25,6.0,12.0,https://redscores.com/pt-br/match/olympique-marseille-angers-sco/wxwg
Brasil - Serie A,19:00,Fluminense,Ceará,1.55,3.9,6.5,https://redscores.com/pt-br/match/fluminense-ceara/7IxkIB
EUA - Major League Soccer,23:30,Los Angeles FC,Austin,,,,https://redscores.com/pt-br/match/los-angeles-fc-austin/0UTxXjDA
Escócia - Premiership,16:45,Motherwell,Dundee United,2.15,3.75,3.0,https://redscores.com/pt-br/match/dundee-united-motherwell/tcxcC
Escócia - Premiership,16:45,Hibernian,Rangers,2.8,3.7,2.3,https://redscores.com/pt-br/match/rangers-hibernian/AAxCA
Escócia - Premiership,16:45,Celtic,Falkirk,1.18,8.0,13.0,https://redscores.com/pt-br/match/celtic-falkirk/2xtg
Escócia - Premiership,16:45,Kilmarnock,Aberdeen,2.7,3.3,2.55,https://redscores.com/pt-br/match/kilmarnock-aberdeen/7bxOc
Escócia - Premiership,16:45,St. Mirren,Hearts,4.33,3.7,1.75,https://redscores.com/pt-br/match/hearts-st-mirren/ECxee
Escócia - Premiership,16:45,Dundee,Livingston,,,,https://redscores.com/pt-br/match/livingston-dundee/hcxuc
Itália - Serie B,16:30,Mantova,Catanzaro,2.5,3.25,2.8,https://redscores.com/pt-br/match/catanzaro-mantova/OabxR3b
Itália - Serie B,16:30,Spezia,Calcio Padova,1.85,3.3,4.5,https://redscores.com/pt-br/match/spezia-calcio-padova/uCxs7CA
Itália - Serie B,16:30,Juve Stabia,Bari 1908,2.0,3.3,4.0,https://redscores.com/pt-br/match/bari-1908-juve-stabia/jDx31A
Itália - Serie B,16:30,Venezia,Südtirol,1.75,3.9,4.2,https://redscores.com/pt-br/match/sudtirol-venezia/3bxLc
Suíça - Super League,16:30,Basel,Zürich,1.65,4.5,4.33,https://redscores.com/pt-br/match/zurich-basel/LdxUD
Suíça - Super League,16:30,Lausanne Sport,Servette,2.2,3.6,3.0,https://redscores.com/pt-br/match/servette-lausanne-sport/jqxTt
Noruega - Eliteserien,15:00,Brann,Bodø / Glimt,3.4,3.9,1.95,https://redscores.com/pt-br/match/bodo-glimt-brann/KNxru
Noruega - Eliteserien,17:00,Rosenborg,Sandefjord,1.95,3.9,3.4,https://redscores.com/pt-br/match/sandefjord-rosenborg/Dfx3K
Albânia - Superliga,13:00,Flamurtari,Vllaznia Shkodër,4.33,3.2,1.75,https://redscores.com/pt-br/match/vllaznia-shkoder-flamurtari/imAxlmA
Albânia - Superliga,15:30,Tirana,AF Elbasani,2.6,2.9,2.6,https://redscores.com/pt-br/match/tirana-af-elbasani/ImAx5LfA
Albânia - Superliga,15:30,Dinamo Tirana,Partizani Tirana,,,,https://redscores.com/pt-br/match/partizani-tirana-dinamo-tirana/gmAxKmA
Argélia - Ligue 1,12:00,JS Saoura,JS Kabylie,2.2,2.87,3.25,https://redscores.com/pt-br/match/js-kabylie-js-saoura/HRbxgKc
Argélia - Ligue 1,13:00,ASO Chlef,CR Belouizdad,3.0,2.9,2.3,https://redscores.com/pt-br/match/aso-chlef-cr-belouizdad/baAxyZA
Argélia - Ligue 1,14:00,ES Sétif,USM Alger,2.2,2.8,3.3,https://redscores.com/pt-br/match/es-setif-usm-alger/Udx8Cb
Bolívia - Liga De Futbol Prof,20:00,Bolívar,Aurora,1.45,5.25,5.5,https://redscores.com/pt-br/match/bolivar-aurora/MvAxH5B
Colômbia - Liga BetPlay,18:00,La Equidad,Fortaleza CEIF,4.1,3.3,1.9,https://redscores.com/pt-br/match/fortaleza-ceif-la-equidad/ZUAxEUb
