id_jogo,liga,hora,home,away,link_confronto,odd_h,odd_d,odd_a
19360756,Argentina - Primera B Nacional,15:30,San Miguel,Almagro,https://redscores.com/pt-br/match/almagro-san-miguel/34BxQ5B,,,1.75
19360758,Argentina - Primera B Nacional,15:30,Defensores Unidos,Deportivo Morón,https://redscores.com/pt-br/match/deportivo-moron-defensores-unidos/E5BxT5B,,,3.7
19360752,Argentina - Primera B Nacional,19:00,Colegiales,San Martín Tucumán,https://redscores.com/pt-br/match/san-martin-tucuman-colegiales/pubxfIB,,,3.3
19360750,Argentina - Primera B Nacional,20:00,All Boys,Gimnasia y Tiro,https://redscores.com/pt-br/match/all-boys-gimnasia-y-tiro/6gbxKHb,,,2.5
19360757,Argentina - Primera B Nacional,20:05,Estudiantes Caseros,Nueva Chicago,https://redscores.com/pt-br/match/estudiantes-caseros-nueva-chicago/bvbxaPB,,,1.85
19391109,Brasil - Serie B,17:00,Amazonas,Remo,https://redscores.com/pt-br/match/remo-amazonas/KdBxvgBA,,,2.2
19391106,Brasil - Serie B,19:00,Paysandu,Volta Redonda,https://redscores.com/pt-br/match/paysandu-volta-redonda/A6x1DB,,,2.15
19391103,Brasil - Serie B,21:30,Coritiba,Ferroviária,https://redscores.com/pt-br/match/ferroviaria-coritiba/cUxbvA,,,1.65
19394208,Brasil - Serie C,19:00,8th ranked,1st position,https://redscores.com/pt-br/match/1st-position-8th-ranked/07eAxYVEA,,,
19394209,Brasil - Serie C,19:00,5th position,4th position,https://redscores.com/pt-br/match/4th-position-5th-position/37eAx47eA,,,
19394220,Brasil - Serie C,19:00,7th ranked,2nd ranked,https://redscores.com/pt-br/match/7th-ranked-2nd-ranked/yVEAxhwfA,,,
19394221,Brasil - Serie C,19:00,6th position,3rd ranked,https://redscores.com/pt-br/match/6th-position-3rd-ranked/57eAxZVfA,,,
19444395,Colômbia - Liga BetPlay,20:00,Deportivo Pasto,Boyacá Chicó,https://redscores.com/pt-br/match/deportivo-pasto-boyaca-chico/lNBxs5B,,,2
19444396,Colômbia - Liga BetPlay,22:10,Once Caldas,Deportivo Pereira,https://redscores.com/pt-br/match/once-caldas-deportivo-pereira/E7xMGb,,,2.37
19471200,Paraguai - Division 1,18:30,Sportivo Luqueño,Guaraní,https://redscores.com/pt-br/match/sportivo-luqueno-guarani/PpAxZFc,,,3.1
19568900,Uruguai - Primera Division,20:00,Defensor Sporting,Juventud,https://redscores.com/pt-br/match/defensor-sporting-juventud/mFbxCpb,,,2.2
