id_jogo,liga,hora,home,away,link_confronto,odd_h,odd_d,odd_a
19353013,EUA - Major League Soccer,21:30,Houston Dynamo,LA Galaxy,https://redscores.com/pt-br/match/la-galaxy-houston-dynamo/ydx0D,34-17,,1.85
19353087,EUA - Major League Soccer,21:30,St. Louis City,Dallas,https://redscores.com/pt-br/match/dallas-st-louis-city/rEx7ZfA,,,2
19353086,EUA - Major League Soccer,21:30,Chicago Fire,New England,https://redscores.com/pt-br/match/chicago-fire-new-england/hAxPf,,,1.8
19360753,Argentina - Primera B Nacional,13:30,Atlanta,Club Atlético Güemes,https://redscores.com/pt-br/match/atlanta-club-atletico-guemes/5vbxf1B,,,1.9
19391112,Brasil - Serie B,16:00,Botafogo SP,Athletico PR,https://redscores.com/pt-br/match/botafogo-sp-athletico-pr/VAxi5,,,4.1
19444397,Colômbia - Liga BetPlay,16:00,Atlético Bucaramanga,Alianza Petrolera,https://redscores.com/pt-br/match/atletico-bucaramanga-alianza-petrolera/BGbxLNB,,,1.75
19444398,Colômbia - Liga BetPlay,18:10,Llaneros,Deportes Tolima,https://redscores.com/pt-br/match/deportes-tolima-llaneros/IWbxMcc,,,3.3
19444399,Colômbia - Liga BetPlay,20:20,Unión Magdalena,Junior FC,https://redscores.com/pt-br/match/junior-fc-union-magdalena/WCbxfAB,,,3.8
19444400,Colômbia - Liga BetPlay,22:30,Millonarios,Santa Fe,https://redscores.com/pt-br/match/millonarios-santa-fe/bdbxAlB,,,2
19370776,Coréia do Sul - K League 2,07:00,Seongnam,Ansan Greeners,https://redscores.com/pt-br/match/seongnam-ansan-greeners/d8xuuA,,,1.55
19370773,Coréia do Sul - K League 2,07:00,Busan I'Park,Suwon Bluewings,https://redscores.com/pt-br/match/suwon-bluewings-busan-i-park/Ytxdw,,,2.6
19370774,Coréia do Sul - K League 2,07:00,Jeonnam Dragons,Seoul E.,https://redscores.com/pt-br/match/jeonnam-dragons-seoul-e/UebxP7B,,,2.7
19370775,Coréia do Sul - K League 2,07:00,Cheongju,Gyeongnam,https://redscores.com/pt-br/match/gyeongnam-cheongju/2ebxr5c,,,2.2
19471199,Paraguai - Division 1,16:00,Nacional Asunción,Deportivo Recoleta,https://redscores.com/pt-br/match/nacional-asuncion-deportivo-recoleta/B6xZ4bA,,,1.65
19471198,Paraguai - Division 1,18:30,General Caballero JLM,Libertad,https://redscores.com/pt-br/match/libertad-general-caballero-jlm/b7bxpdbA,,,3.6
19568901,Uruguai - Primera Division,15:30,Wanderers,Danubio,https://redscores.com/pt-br/match/wanderers-danubio/ODxL5,,,2.62
19568902,Uruguai - Primera Division,18:00,Peñarol,Plaza Colonia,https://redscores.com/pt-br/match/penarol-plaza-colonia/w3xRub,,,1.33
19568903,Uruguai - Primera Division,20:30,Boston River,River Plate,https://redscores.com/pt-br/match/river-plate-boston-river/PXxyoA,,,1.75
