data,liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
2026-04-28,Inglaterra - Championship,15:45,Southampton,Ipswich,2.2,3.4,3.2,https://redscores.com/pt-br/match/southampton-ipswich-town/cAx4A
2026-04-28,Inglaterra - League One,15:45,Stockport County,Port Vale,1.38,4.75,6.5,https://redscores.com/pt-br/match/stockport-county-port-vale/CcxVC
2026-04-28,Inglaterra - League One,15:45,Peterborough,Mansfield,2.5,3.6,2.5,https://redscores.com/pt-br/match/mansfield-town-peterborough-united/vBxfc
2026-04-28,Inglaterra - League One,15:45,Northampton,Barnsley,2.75,3.6,2.3,https://redscores.com/pt-br/match/barnsley-northampton-town/3xtB
2026-04-28,Arábia Saudita - Pro League,13:00,Al Shabab,Al Fateh,1.75,4.0,3.6,https://redscores.com/pt-br/match/al-fateh-al-shabab/RRAxJKc
2026-04-28,Arábia Saudita - Pro League,13:45,Al Suqoor,Al Hazm,1.53,3.9,4.75,https://redscores.com/pt-br/match/al-hazm-al-suqoor/cXcxuXc
2026-04-28,Arábia Saudita - Pro League,15:00,Al Hilal,Damac,1.14,6.5,15.0,https://redscores.com/pt-br/match/al-hilal-damac/62AxlXc
2026-04-28,Arábia Saudita - Pro League,15:00,Al Khaleej,Al Najma,1.45,4.0,5.75,https://redscores.com/pt-br/match/al-khaleej-al-najma/iIBx0jB
2026-04-28,Argélia - Ligue 1,13:45,CR Belouizdad,USM Khenchela,,,,https://redscores.com/pt-br/match/cr-belouizdad-usm-khenchela/yZAxUoM
2026-04-28,Argélia - Ligue 1,16:00,USM Alger,Paradou AC,,,,https://redscores.com/pt-br/match/usm-alger-paradou-ac/8CbxZkc
2026-04-28,Argélia - Ligue 1,16:00,MC Alger,Oued Akbou,1.53,3.4,6.0,https://redscores.com/pt-br/match/mc-alger-oued-akbou/n2AxdOAA
2026-04-28,Argentina - Primera B Nacional,19:30,Ferro Carril Oeste,Almirante Brown,1.83,2.8,4.75,https://redscores.com/pt-br/match/ferro-carril-oeste-almirante-brown/f3AxlMB
2026-04-28,Egito - Premier League,11:00,ZED FC,Pharco,1.95,2.87,4.1,https://redscores.com/pt-br/match/pharco-zed-fc/uyExLdBA
2026-04-28,Egito - Premier League,11:00,Petrojet,Ismaily,1.61,3.1,5.5,https://redscores.com/pt-br/match/petrojet-ismaily/U2AxgCc
2026-04-28,Egito - Premier League,14:00,Kahraba Ismailia,National Bank of Egypt,3.9,3.1,1.85,https://redscores.com/pt-br/match/kahraba-ismailia-national-bank-of-egypt/GncxuKdA
2026-04-28,Egito - Premier League,14:00,Al Mokawloon,Ghazl El Mehalla,2.05,2.7,4.0,https://redscores.com/pt-br/match/al-mokawloon-ghazl-el-mehalla/GfxrMc
2026-04-28,Inglaterra - National League,15:45,Scunthorpe,Southend United,3.3,3.6,1.95,https://redscores.com/pt-br/match/scunthorpe-united-southend-united/uAx2A
2026-04-28,Israel - Ligat ha'Al,13:00,Bnei Sakhnin,Ashdod,2.55,3.1,2.5,https://redscores.com/pt-br/match/ashdod-bnei-sakhnin/URAxVJb
2026-04-28,Israel - Ligat ha'Al,13:30,Maccabi Tel Aviv,Hapoel Be'er Sheva,2.45,3.4,2.37,https://redscores.com/pt-br/match/hapoel-be-er-sheva-maccabi-tel-aviv/oexez
2026-04-28,Israel - Ligat ha'Al,14:00,Beitar Jerusalem,Hapoel Petah Tikva,,,,https://redscores.com/pt-br/match/beitar-jerusalem-hapoel-petah-tikva/uExD1A
2026-04-28,Malásia - Super League,10:00,Melaka,Johor Darul Ta'zim,34.0,13.0,1.05,https://redscores.com/pt-br/match/johor-darul-ta-zim-melaka/JSxKcFA
2026-04-28,Portugal - Segunda Liga,14:00,Feirense,Torreense,2.8,3.0,2.3,https://redscores.com/pt-br/match/torreense-feirense/13Axjdb
2026-04-28,Suécia - Superettan,14:00,Norrköping,Landskrona,1.6,3.8,4.5,https://redscores.com/pt-br/match/landskrona-norrkoping/bExc8
