liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Inglaterra - Premier League,09:30,Bournemouth,Sunderland,1.75,3.8,4.5,https://redscores.com/pt-br/match/sunderland-afc-bournemouth/Bx1
Inglaterra - Premier League,12:00,Burnley,Brentford,4.5,3.9,1.72,https://redscores.com/pt-br/match/burnley-brentford/Nx2B
Inglaterra - Premier League,12:00,Liverpool,West Ham,1.42,4.75,6.5,https://redscores.com/pt-br/match/west-ham-united-liverpool/Axe
Inglaterra - Premier League,12:00,Newcastle,Everton,1.7,4.0,4.75,https://redscores.com/pt-br/match/everton-newcastle-united/Gxk
Inglaterra - Premier League,14:30,Leeds,Man City,5.0,4.2,1.61,https://redscores.com/pt-br/match/manchester-city-leeds-united/ExfA
Espanha - La Liga,10:00,Rayo Vallecano,Athletic Club,2.55,3.1,3.0,https://redscores.com/pt-br/match/rayo-vallecano-athletic-club/FdxKrB
Espanha - La Liga,12:15,Barcelona,Villarreal,1.33,5.5,5.5,https://redscores.com/pt-br/match/fc-barcelona-villarreal/lAxa6
Espanha - La Liga,14:30,Mallorca,Real Sociedad,3.0,3.3,2.37,https://redscores.com/pt-br/match/real-sociedad-mallorca/WExRf
Espanha - La Liga,17:00,R. Oviedo,Atlético Madrid,5.25,3.5,1.75,https://redscores.com/pt-br/match/real-oviedo-atletico-madrid/qAxZeb
Alemanha - Bundesliga,11:30,Leverkusen,Mainz,1.7,4.0,4.5,https://redscores.com/pt-br/match/fsv-mainz-05-bayer-04-leverkusen/AGxN3
Alemanha - Bundesliga,11:30,M'Gladbach,Union Berlin,2.37,3.3,3.0,https://redscores.com/pt-br/match/borussia-monchengladbach-fc-union-berlin/gFxvI
Alemanha - Bundesliga,11:30,Hoffenheim,St. Pauli,1.45,4.75,6.25,https://redscores.com/pt-br/match/st-pauli-tsg-hoffenheim/YCxvw
Alemanha - Bundesliga,11:30,Werder Bremen,Heidenheim,1.72,4.1,4.5,https://redscores.com/pt-br/match/werder-bremen-heidenheim/KAxMX
Alemanha - Bundesliga,14:30,Dortmund,Bayern,4.5,4.75,1.6,https://redscores.com/pt-br/match/borussia-dortmund-fc-bayern-munchen/DAxHe
Itália - Serie A,11:00,Como,Lecce,1.38,4.5,9.5,https://redscores.com/pt-br/match/como-lecce/mcxVCb
Itália - Serie A,14:00,Hellas Verona,Napoli,7.0,3.9,1.53,https://redscores.com/pt-br/match/napoli-hellas-verona/YExMj
Itália - Serie A,16:45,Inter,Genoa,1.33,5.5,9.0,https://redscores.com/pt-br/match/genoa-inter/UAxbY
França - Ligue 1,13:00,Rennes,Toulouse,1.95,3.5,3.7,https://redscores.com/pt-br/match/toulouse-rennes/WcxzE
França - Ligue 1,15:00,Monaco,Angers,1.45,4.5,7.0,https://redscores.com/pt-br/match/angers-sco-monaco/wgxjZA
França - Ligue 1,17:05,Le Havre,PSG,8.5,6.25,1.28,https://redscores.com/pt-br/match/paris-saint-germain-le-havre/vExjI
Países Baixos - Eredivisie,12:30,Heerenveen,Sparta Rotterdam,2.05,3.7,3.25,https://redscores.com/pt-br/match/sparta-rotterdam-sc-heerenveen/cHxiI
Países Baixos - Eredivisie,14:45,Heracles Almelo,PSV,7.5,6.5,1.3,https://redscores.com/pt-br/match/psv-heracles-almelo/FFxaL
Países Baixos - Eredivisie,17:00,Nijmegen,Fortuna Sittard,1.45,5.0,6.25,https://redscores.com/pt-br/match/nec-nijmegen-fortuna-sittard/dex5L
Portugal - Primeira Liga,12:30,AVS,Estrela Amadora,2.62,3.1,2.62,https://redscores.com/pt-br/match/estrela-amadora-avs/GiBxqKFA
Portugal - Primeira Liga,15:00,Nacional,Braga,5.5,4.1,1.57,https://redscores.com/pt-br/match/sporting-braga-nacional/phxk3A
Portugal - Primeira Liga,17:30,Guimaraes,Alverca,1.8,3.5,4.5,https://redscores.com/pt-br/match/vitoria-sc-alverca/SGx9tE
Turquia - Super Lig,07:30,Kasımpaşa,Rizespor,2.5,3.5,2.75,https://redscores.com/pt-br/match/rizespor-kasimpasa/cIxrI
Turquia - Super Lig,10:00,Kocaelispor,Beşiktaş,3.4,3.4,2.1,https://redscores.com/pt-br/match/besiktas-kocaelispor/CExGwB
Turquia - Super Lig,14:00,Göztepe,Eyüpspor,1.57,3.8,6.25,https://redscores.com/pt-br/match/eyupspor-goztepe/11x3bA
Turquia - Super Lig,14:00,Galatasaray,Alanyaspor,1.3,5.5,8.5,https://redscores.com/pt-br/match/galatasaray-alanyaspor/rxvC
EUA - Major League Soccer,16:30,Chicago Fire,CF Montréal,1.57,4.33,5.0,https://redscores.com/pt-br/match/chicago-fire-cf-montreal/hAxHaA
EUA - Major League Soccer,16:30,New York RB,New England,,,,https://redscores.com/pt-br/match/new-york-rb-new-england/IdxPf
EUA - Major League Soccer,18:30,Minnesota United,Cincinnati,2.1,3.75,3.2,https://redscores.com/pt-br/match/cincinnati-minnesota-united/S8xu8
EUA - Major League Soccer,18:30,Colorado Rapids,Portland Timbers,2.2,3.6,3.1,https://redscores.com/pt-br/match/colorado-rapids-portland-timbers/6bx7E
EUA - Major League Soccer,21:30,Real Salt Lake,Seattle Sounders,,,,https://redscores.com/pt-br/match/real-salt-lake-seattle-sounders/MIxnV
EUA - Major League Soccer,21:30,SJ Earthquakes,Atlanta United,,,,https://redscores.com/pt-br/match/sj-earthquakes-atlanta-united/VcxX8
EUA - Major League Soccer,22:30,Dallas,Nashville SC,2.9,3.3,2.15,https://redscores.com/pt-br/match/dallas-nashville-sc/rExAYT
EUA - Major League Soccer,22:30,Houston Dynamo,Los Angeles FC,,,,https://redscores.com/pt-br/match/houston-dynamo-los-angeles-fc/0Dx0UT
EUA - Major League Soccer,22:30,Sporting KC,Columbus Crew,,,,https://redscores.com/pt-br/match/sporting-kc-columbus-crew/jCxoE
EUA - Major League Soccer,23:30,Vancouver Whitecaps,Toronto,1.44,4.75,6.5,https://redscores.com/pt-br/match/toronto-vancouver-whitecaps/ZAxYc
Bélgica - Pro League,12:00,Mechelen,Zulte-Waregem,2.1,3.4,3.1,https://redscores.com/pt-br/match/zulte-waregem-mechelen/kjxfY
Bélgica - Pro League,14:15,Antwerp,St. Truiden,3.0,3.3,2.2,https://redscores.com/pt-br/match/antwerp-sint-truiden/LCxZC
Bélgica - Pro League,16:45,Anderlecht,OH Leuven,1.7,3.6,4.33,https://redscores.com/pt-br/match/oh-leuven-anderlecht/5Px3U
Escócia - Premiership,12:00,Motherwell,Dundee United,1.5,4.2,6.0,https://redscores.com/pt-br/match/dundee-united-motherwell/tcxcC
Escócia - Premiership,12:00,Dundee,Hibernian,3.2,3.6,2.15,https://redscores.com/pt-br/match/hibernian-dundee/CAxuc
Escócia - Premiership,12:00,Falkirk,Kilmarnock,1.66,4.1,4.5,https://redscores.com/pt-br/match/kilmarnock-falkirk/7bxtg
Escócia - Premiership,12:00,Hearts,Aberdeen,1.42,4.2,8.0,https://redscores.com/pt-br/match/aberdeen-hearts/OcxEC
Escócia - Premiership,12:00,Livingston,St. Mirren,3.25,3.4,2.2,https://redscores.com/pt-br/match/livingston-st-mirren/hcxee
Escócia - Premiership,12:00,Rangers,Celtic,,,,https://redscores.com/pt-br/match/celtic-rangers/2xAA
Inglaterra - Championship,09:30,Portsmouth,Hull,2.0,3.5,3.6,https://redscores.com/pt-br/match/portsmouth-hull-city/Cxl
Inglaterra - Championship,09:30,Leicester,Norwich,2.35,3.4,2.9,https://redscores.com/pt-br/match/norwich-city-leicester-city/Qxv
Inglaterra - Championship,09:30,Derby,Blackburn,2.1,3.3,3.5,https://redscores.com/pt-br/match/blackburn-rovers-derby-county/bxm
Inglaterra - Championship,12:00,Ipswich,Swansea,1.57,4.0,5.5,https://redscores.com/pt-br/match/swansea-city-ipswich-town/px4A
Inglaterra - Championship,12:00,Oxford Utd,West Brom,3.25,3.1,2.3,https://redscores.com/pt-br/match/west-bromwich-albion-oxford-united/fx2c
Inglaterra - Championship,12:00,Charlton,Wrexham,3.1,3.4,2.25,https://redscores.com/pt-br/match/charlton-athletic-wrexham/cxTc
Inglaterra - Championship,12:00,Preston,Millwall,3.0,3.5,2.3,https://redscores.com/pt-br/match/millwall-preston-north-end/BAxtA
Inglaterra - Championship,12:00,QPR,Sheffield Utd,3.1,3.6,2.2,https://redscores.com/pt-br/match/sheffield-united-queens-park-rangers/Kxy
Inglaterra - Championship,12:00,Coventry,Stoke,1.53,4.2,5.75,https://redscores.com/pt-br/match/stoke-city-coventry-city/nx5A
Inglaterra - Championship,12:00,Sheffield Wed,Southampton,10.0,5.5,1.27,https://redscores.com/pt-br/match/sheffield-wednesday-southampton/5xcA
Inglaterra - League One,09:30,Leyton Orient,Barnsley,2.45,3.5,2.62,https://redscores.com/pt-br/match/barnsley-leyton-orient/3xZc
Inglaterra - League One,09:30,Northampton,Peterborough,2.87,3.4,2.3,https://redscores.com/pt-br/match/northampton-town-peterborough-united/tBxfc
Inglaterra - League One,12:00,Exeter,Bolton,3.4,3.5,2.1,https://redscores.com/pt-br/match/bolton-wanderers-exeter-city/ixbB
Inglaterra - League One,12:00,Lincoln,Blackpool,1.45,4.33,6.5,https://redscores.com/pt-br/match/blackpool-lincoln-city/oxaC
Inglaterra - League One,12:00,Port Vale,Luton,3.4,3.4,2.05,https://redscores.com/pt-br/match/luton-town-port-vale/3AxVC
Inglaterra - League One,12:00,Reading,Bradford City,2.35,3.25,3.0,https://redscores.com/pt-br/match/reading-bradford-city/LxHb
Inglaterra - League One,12:00,Wigan,Huddersfield,2.8,3.25,2.45,https://redscores.com/pt-br/match/wigan-athletic-huddersfield-town/IxDc
Inglaterra - League One,12:00,Doncaster,Cardiff,3.2,3.8,2.0,https://redscores.com/pt-br/match/cardiff-city-doncaster-rovers/eAx1B
Inglaterra - League One,12:00,Rotherham,Plymouth,3.3,3.5,2.05,https://redscores.com/pt-br/match/plymouth-argyle-rotherham-united/zAxib
Inglaterra - League One,12:00,Wycombe,Burton,1.75,3.6,4.5,https://redscores.com/pt-br/match/burton-albion-wycombe-wanderers/obxaB
Inglaterra - League One,12:00,Mansfield,Wimbledon,2.0,3.2,3.75,https://redscores.com/pt-br/match/mansfield-town-afc-wimbledon/vBx6c
Inglaterra - League One,12:00,Stevenage,Stockport County,2.6,3.1,2.7,https://redscores.com/pt-br/match/stockport-county-stevenage/CcxVd
Inglaterra - League Two,09:30,Cambridge,MK Dons,2.4,3.1,3.0,https://redscores.com/pt-br/match/cambridge-united-milton-keynes-dons/zBxsC
Inglaterra - League Two,09:30,Shrewsbury,Walsall,2.2,3.1,3.3,https://redscores.com/pt-br/match/walsall-shrewsbury-town/HAxqb
Inglaterra - League Two,09:30,Swindon,Bristol Rovers,1.9,3.5,3.7,https://redscores.com/pt-br/match/bristol-rovers-swindon-town/yBxUc
Inglaterra - League Two,12:00,Bromley,Accrington,1.7,3.5,5.0,https://redscores.com/pt-br/match/bromley-accrington-stanley/1cxOd
Inglaterra - League Two,12:00,Fleetwood,Newport,1.7,3.7,4.75,https://redscores.com/pt-br/match/newport-county-fleetwood-town/FAxgC
Inglaterra - League Two,12:00,Notts County,Grimsby Town,2.05,3.4,3.4,https://redscores.com/pt-br/match/notts-county-grimsby-town/SAxHB
Inglaterra - League Two,12:00,Oldham,Crawley,1.9,3.4,3.9,https://redscores.com/pt-br/match/crawley-town-oldham-athletic/lBxRB
Inglaterra - League Two,12:00,Barnet,Chesterfield,1.9,3.75,3.5,https://redscores.com/pt-br/match/chesterfield-barnet/ccxGC
Inglaterra - League Two,12:00,Barrow,Gillingham,2.8,3.25,2.45,https://redscores.com/pt-br/match/gillingham-barrow/bCxGd
Inglaterra - League Two,12:00,Colchester,Salford,2.15,3.5,3.1,https://redscores.com/pt-br/match/colchester-united-salford-city/GAxDb
Inglaterra - League Two,12:00,Crewe,Tranmere,2.05,3.4,3.4,https://redscores.com/pt-br/match/crewe-alexandra-tranmere-rovers/nAxjB
Espanha - La Liga 2,12:15,Zaragoza,Burgos,2.7,3.0,2.87,https://redscores.com/pt-br/match/real-zaragoza-burgos/BcAxEHb
Espanha - La Liga 2,14:30,Granada,Málaga,2.2,3.0,3.6,https://redscores.com/pt-br/match/granada-malaga/vAxcb
Espanha - La Liga 2,14:30,Valladolid,Huesca,1.8,3.3,4.75,https://redscores.com/pt-br/match/huesca-real-valladolid/pcx5C
Espanha - La Liga 2,17:00,Castellón,Racing Santander,1.7,4.2,4.33,https://redscores.com/pt-br/match/racing-santander-castellon/7tbxcvb
Itália - Serie B,11:00,Empoli,Cesena,2.4,3.2,3.0,https://redscores.com/pt-br/match/empoli-cesena/Pdxhk
Itália - Serie B,11:00,Modena,Calcio Padova,1.5,4.0,6.25,https://redscores.com/pt-br/match/modena-calcio-padova/mixs7CA
Itália - Serie B,11:00,Südtirol,Venezia,4.2,3.0,2.0,https://redscores.com/pt-br/match/sudtirol-venezia/3bxLc
Itália - Serie B,13:15,Spezia,Reggiana,1.95,3.25,4.1,https://redscores.com/pt-br/match/spezia-reggiana/uCxMy
Itália - Serie B,15:30,Avellino,Juve Stabia,3.0,2.55,3.0,https://redscores.com/pt-br/match/avellino-juve-stabia/j1Ax31A
Alemanha - 2. Bundesliga,09:00,Bielefeld,Hannover,2.9,3.7,2.2,https://redscores.com/pt-br/match/hannover-96-dsc-arminia-bielefeld/2Ux9y
Alemanha - 2. Bundesliga,09:00,Kaiserslautern,Paderborn,2.87,3.75,2.2,https://redscores.com/pt-br/match/kaiserslautern-paderborn/1nxJV
Alemanha - 2. Bundesliga,09:00,Kiel,Elversberg,3.25,3.6,2.1,https://redscores.com/pt-br/match/elversberg-holstein-kiel/Z7xg8
