liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Brasil - Serie A,19:00,Grêmio,São Paulo,2.87,3.0,2.62,https://redscores.com/pt-br/match/gremio-sao-paulo/7yxJ6
Brasil - Serie A,21:30,Fluminense,Juventude,,,,https://redscores.com/pt-br/match/juventude-fluminense/Yx7I
Brasil - Serie A,21:30,Vitória,Bahia,2.9,2.9,2.7,https://redscores.com/pt-br/match/bahia-vitoria/KFxm5
Inglaterra - League One,16:00,Huddersfield,Bolton,2.62,3.3,2.55,https://redscores.com/pt-br/match/bolton-wanderers-huddersfield-town/ixDc
Finlândia - Veikkausliiga,12:00,Ilves,KuPS,2.05,4.1,2.75,https://redscores.com/pt-br/match/ilves-kups/4vx2EA
Argélia - Ligue 1,11:00,CS Constantine,Oued Akbou,,,,https://redscores.com/pt-br/match/cs-constantine-oued-akbou/8MxdOAA
Argélia - Ligue 1,11:00,MB Rouisset,Ben Aknoun,,,,https://redscores.com/pt-br/match/mb-rouisset-ben-aknoun/woMxEwt
Argélia - Ligue 1,11:00,El Bayadh,MC Oran,,,,https://redscores.com/pt-br/match/mc-oran-el-bayadh/Qrbxbwt
Argélia - Ligue 1,11:00,JS Saoura,JS Kabylie,,,,https://redscores.com/pt-br/match/js-kabylie-js-saoura/HRbxgKc
Argélia - Ligue 1,11:00,ASO Chlef,CR Belouizdad,,,,https://redscores.com/pt-br/match/aso-chlef-cr-belouizdad/baAxyZA
Argélia - Ligue 1,11:00,USM Khenchela,MC Alger,,,,https://redscores.com/pt-br/match/mc-alger-usm-khenchela/n2AxUoM
Argélia - Ligue 1,11:00,Paradou AC,Mostaganem,,,,https://redscores.com/pt-br/match/paradou-ac-mostaganem/ZkcxkKc
Argélia - Ligue 1,12:00,ES Sétif,USM Alger,,,,https://redscores.com/pt-br/match/es-setif-usm-alger/Udx8Cb
Paraguai - Division 1,18:30,General Caballero JLM,Atlético Tembetary,1.85,3.3,4.2,https://redscores.com/pt-br/match/general-caballero-jlm-atletico-tembetary/pdbAx14bA
Peru - Primera Division,22:00,Alianza Lima,Sport Boys,1.4,5.25,6.0,https://redscores.com/pt-br/match/alianza-lima-sport-boys/61bxogc
