liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Inglaterra - Premier League,12:00,Aston Villa,Leeds,1.85,3.6,4.2,https://redscores.com/pt-br/match/aston-villa-leeds-united/HxfA
Inglaterra - Premier League,12:00,Brentford,Brighton,2.05,3.6,3.4,https://redscores.com/pt-br/match/brighton-hove-albion-brentford/IAx2B
Inglaterra - Premier League,12:00,Chelsea,Burnley,1.22,6.5,12.0,https://redscores.com/pt-br/match/chelsea-burnley/jxN
Inglaterra - Premier League,14:30,West Ham,Bournemouth,2.55,3.7,2.6,https://redscores.com/pt-br/match/west-ham-united-afc-bournemouth/Ax1
Inglaterra - Premier League,17:00,Man City,Newcastle,1.5,5.0,5.25,https://redscores.com/pt-br/match/manchester-city-newcastle-united/Exk
Espanha - La Liga,10:00,Real Sociedad,R. Oviedo,1.5,3.9,7.0,https://redscores.com/pt-br/match/real-oviedo-real-sociedad/qAxWE
Espanha - La Liga,12:15,Betis,Rayo Vallecano,1.9,3.4,4.33,https://redscores.com/pt-br/match/rayo-vallecano-real-betis/Fdx7D
Espanha - La Liga,14:30,Osasuna,Real Madrid,4.75,4.1,1.66,https://redscores.com/pt-br/match/osasuna-real-madrid/qDx15
Espanha - La Liga,17:00,Atlético Madrid,Espanyol,1.5,4.0,7.0,https://redscores.com/pt-br/match/espanyol-atletico-madrid/uexZeb
Alemanha - Bundesliga,11:30,Wolfsburg,Augsburg,2.15,3.3,3.5,https://redscores.com/pt-br/match/fc-augsburg-vfl-wolfsburg/OAxle
Alemanha - Bundesliga,11:30,Bayern,Frankfurt,1.11,10.0,15.0,https://redscores.com/pt-br/match/eintracht-frankfurt-fc-bayern-munchen/adxHe
Alemanha - Bundesliga,11:30,Union Berlin,Leverkusen,3.0,3.3,2.37,https://redscores.com/pt-br/match/fc-union-berlin-bayer-04-leverkusen/vIxN3
Alemanha - Bundesliga,11:30,FC Köln,Hoffenheim,3.3,3.8,2.05,https://redscores.com/pt-br/match/tsg-hoffenheim-fc-koln/vwxn3
Alemanha - Bundesliga,14:30,RB Leipzig,Dortmund,2.1,3.9,3.2,https://redscores.com/pt-br/match/borussia-dortmund-rb-leipzig/DAxQc
Itália - Serie A,11:00,Juventus,Como,2.0,3.4,3.8,https://redscores.com/pt-br/match/como-juventus/mcxHf
Itália - Serie A,14:00,Lecce,Inter,7.0,4.33,1.48,https://redscores.com/pt-br/match/inter-lecce/bYxVCb
Itália - Serie A,16:45,Cagliari,Lazio,3.4,3.0,2.35,https://redscores.com/pt-br/match/lazio-cagliari/VxsE
França - Ligue 1,13:00,Lens,Monaco,1.72,4.2,4.1,https://redscores.com/pt-br/match/lens-monaco/NcxjZA
França - Ligue 1,15:00,Toulouse,Paris,1.9,3.4,4.2,https://redscores.com/pt-br/match/toulouse-paris/Wcx4gA
França - Ligue 1,17:05,PSG,Metz,1.14,8.5,13.0,https://redscores.com/pt-br/match/paris-saint-germain-metz/vExs6
Países Baixos - Eredivisie,14:45,PSV,Heerenveen,1.36,5.5,7.0,https://redscores.com/pt-br/match/psv-sc-heerenveen/FFxiI
Países Baixos - Eredivisie,16:00,NAC Breda,FC Volendam,1.61,3.9,5.5,https://redscores.com/pt-br/match/nac-breda-fc-volendam/NfxIT
Países Baixos - Eredivisie,17:00,Ajax,Nijmegen,1.75,4.33,4.0,https://redscores.com/pt-br/match/nec-nijmegen-ajax/dexJf
Portugal - Primeira Liga,12:30,Alverca,Santa Clara,3.0,2.8,2.6,https://redscores.com/pt-br/match/santa-clara-alverca/CVx9tE
Portugal - Primeira Liga,12:30,Arouca,Nacional,2.35,3.4,2.9,https://redscores.com/pt-br/match/arouca-nacional/CdAxk3A
