liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Espanha - La Liga 2,16:30,Castellón,Cultural Leonesa,1.4,4.5,8.0,https://redscores.com/pt-br/match/castellon-cultural-leonesa/cvbxeBB
Argentina - Superliga,19:00,Estudiantes,Central Cordoba,1.53,3.7,7.5,https://redscores.com/pt-br/match/estudiantes-central-cordoba/bPbx9zB
Argentina - Superliga,21:15,Huracán,Barracas Central,1.75,3.0,6.25,https://redscores.com/pt-br/match/huracan-barracas-central/o0x3gb
Argentina - Primera B Nacional,16:00,Nueva Chicago,Gimnasia y Tiro,3.6,2.7,2.4,https://redscores.com/pt-br/match/gimnasia-y-tiro-nueva-chicago/KHbxaPB
Colômbia - Liga BetPlay,16:00,Boyacá Chicó,Deportes Tolima,4.5,3.5,1.8,https://redscores.com/pt-br/match/deportes-tolima-boyaca-chico/IWbxs5B
Colômbia - Liga BetPlay,18:10,Santa Fe,Independiente Medellín,2.25,3.2,3.3,https://redscores.com/pt-br/match/independiente-medellin-santa-fe/NCxAlB
Colômbia - Liga BetPlay,20:20,Jaguares de Córdoba,Rionegro Águilas,3.0,3.0,2.55,https://redscores.com/pt-br/match/rionegro-aguilas-jaguares-de-cordoba/ZbxwKB
Equador - Liga Pro,18:30,Guayaquil City,Leones del Norte,2.1,3.1,3.5,https://redscores.com/pt-br/match/guayaquil-city-leones-del-norte/LtAxcpEA
Equador - Liga Pro,21:00,Aucas,Orense,1.6,3.6,5.25,https://redscores.com/pt-br/match/aucas-orense/cGbxtGu
Paraguai - Division 1,18:30,Sportivo Trinidense,Deportivo Recoleta,2.05,3.0,3.3,https://redscores.com/pt-br/match/sportivo-trinidense-deportivo-recoleta/Q7bxZ4bA
Paraguai - Division 1,20:30,Rubio Ñú,Sportivo Ameliano,2.8,2.9,2.45,https://redscores.com/pt-br/match/rubio-nu-sportivo-ameliano/TAAx04bA
Romênia - Liga 1,15:30,Unirea Slobozia,Otelul,3.4,3.2,2.0,https://redscores.com/pt-br/match/otelul-unirea-slobozia/fGxJFb
Venezuela - Primera Division,19:00,Carabobo,Academia Puerto Cabello,2.15,3.1,3.1,https://redscores.com/pt-br/match/carabobo-academia-puerto-cabello/1cbxGjc
Venezuela - Primera Division,20:00,Metropolitanos,Academia Anzoátegui,1.83,3.25,4.1,https://redscores.com/pt-br/match/metropolitanos-academia-anzoategui/mBBxDEEA
