id_jogo,liga,hora,home,away,link_confronto,odd_h,odd_d,odd_a
19353085,EUA - Major League Soccer,20:00,Sporting KC,Austin,https://redscores.com/pt-br/match/sporting-kc-austin/jCxXjDA,,,
19360765,Argentina - Primera B Nacional,14:15,Gimnasia Mendoza,Gimnasia Jujuy,https://redscores.com/pt-br/match/gimnasia-jujuy-gimnasia-mendoza/Nobxh0B,,,2.1
19360761,Argentina - Primera B Nacional,16:00,Atletico Mitre,Defensores de Belgrano,https://redscores.com/pt-br/match/defensores-de-belgrano-atletico-mitre/f0xb1B,,,2.15
19360748,Argentina - Primera B Nacional,16:15,Deportivo Madryn,Los Andes,https://redscores.com/pt-br/match/deportivo-madryn-los-andes/PZBxcPgA,,,1.5
19360764,Argentina - Primera B Nacional,17:00,Central Norte,Agropecuario,https://redscores.com/pt-br/match/central-norte-agropecuario/5VBx11B,,,2.15
19360754,Argentina - Primera B Nacional,18:00,Racing Córdoba,Patronato,https://redscores.com/pt-br/match/patronato-racing-cordoba/H2AxC2B,,,2.2
19360762,Argentina - Primera B Nacional,19:00,Chaco For Ever,Chacarita Juniors,https://redscores.com/pt-br/match/chaco-for-ever-chacarita-juniors/3ubxa7b,,,2.05
19391108,Brasil - Serie B,16:00,Criciúma,Chapecoense,https://redscores.com/pt-br/match/chapecoense-criciuma/TFx7SA,,,1.9
19391110,Brasil - Serie B,18:30,América Mineiro,Operário PR,https://redscores.com/pt-br/match/america-mineiro-operario-pr/vvAxE7B,,,2
19391107,Brasil - Serie B,20:30,Avaí,Goiás,https://redscores.com/pt-br/match/avai-goias/bWAx0pb,,,2.35
19375188,Chile - Primera Division,15:00,Cobresal,Palestino,https://redscores.com/pt-br/match/cobresal-palestino/EvAxeub,,,2.62
19444401,Colômbia - Liga BetPlay,16:00,Envigado,Rionegro Águilas,https://redscores.com/pt-br/match/rionegro-aguilas-envigado/ZbxD7B,,,2.9
19444402,Colômbia - Liga BetPlay,18:10,América de Cali,Deportivo Cali,https://redscores.com/pt-br/match/deportivo-cali-america-de-cali/b6x7Ob,,,1.7
19444403,Colômbia - Liga BetPlay,20:20,Independiente Medellín,Atlético Nacional,https://redscores.com/pt-br/match/independiente-medellin-atletico-nacional/NCxEyA,,,2.7
19444404,Colômbia - Liga BetPlay,22:30,Fortaleza CEIF,La Equidad,https://redscores.com/pt-br/match/fortaleza-ceif-la-equidad/ZUAxEUb,,,1.83
19370778,Coréia do Sul - K League 2,07:00,Bucheon 1995,Incheon United,https://redscores.com/pt-br/match/incheon-united-bucheon-1995/O1AxU8A,,,3.6
19370777,Coréia do Sul - K League 2,07:00,Gimpo,Cheonan City,https://redscores.com/pt-br/match/cheonan-city-gimpo/dYcx05c,,,1.8
19370779,Coréia do Sul - K League 2,07:00,Hwaseong,Chungnam Asan,https://redscores.com/pt-br/match/chungnam-asan-hwaseong/aYcx44c,,,3.75
19347649,Irlanda - Premier Division,13:00,Shelbourne,Galway United,https://redscores.com/pt-br/match/galway-united-shelbourne/DCxgg,,,1.9
19542948,Paraguai - Division 1,16:00,2 de Mayo,Olimpia,https://redscores.com/pt-br/match/2-de-mayo-olimpia/fBcx0Fc,,,4.2
19568904,Uruguai - Primera Division,11:00,Cerro,Cerro Largo,https://redscores.com/pt-br/match/cerro-largo-cerro/NUxm4,,,2.75
19560988,Uruguai - Primera Division,11:00,Cerro,Cerro Largo,https://redscores.com/pt-br/match/cerro-largo-cerro/NUxm4,,,
19568905,Uruguai - Primera Division,15:30,Progreso,Miramar Misiones,https://redscores.com/pt-br/match/progreso-miramar-misiones/Pgbx2Ac,,,2.15
19560989,Uruguai - Primera Division,15:30,Progreso,Miramar Misiones,https://redscores.com/pt-br/match/progreso-miramar-misiones/Pgbx2Ac,,,
19568906,Uruguai - Primera Division,18:00,Nacional,Racing,https://redscores.com/pt-br/match/nacional-racing/RGxkPA,,,1.55
19560990,Uruguai - Primera Division,18:00,Nacional,Racing,https://redscores.com/pt-br/match/nacional-racing/RGxkPA,,,
19568907,Uruguai - Primera Division,20:30,Torque,Liverpool,https://redscores.com/pt-br/match/liverpool-torque/aixZoA,,,2.15
19560991,Uruguai - Primera Division,20:30,Torque,Liverpool,https://redscores.com/pt-br/match/liverpool-torque/aixZoA,,,
