data,liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
2026-05-06,China - Super League,08:00,Wuhan Three Towns,Qingdao Hainiu,2.2,3.4,3.1,https://redscores.com/pt-br/match/qingdao-hainiu-wuhan-three-towns/j0cxMhbA
2026-05-06,China - Super League,08:35,Shanghai Port,Shenzhen Peng City,1.61,4.33,4.75,https://redscores.com/pt-br/match/shanghai-port-shenzhen-peng-city/IQAxk0c
2026-05-06,China - Super League,08:35,Beijing Guoan,Dalian Zhixing,1.61,4.2,4.75,https://redscores.com/pt-br/match/beijing-guoan-dalian-zhixing/H4xTfFA
2026-05-06,China - Super League,09:00,Yunnan Yukun,Zhejiang,2.2,3.7,2.9,https://redscores.com/pt-br/match/zhejiang-yunnan-yukun/88xUfFA
2026-05-06,África do Sul - Premier League,14:30,AmaZulu,Golden Arrows,2.0,3.1,3.75,https://redscores.com/pt-br/match/golden-arrows-amazulu/pMxJ2A
2026-05-06,África do Sul - Premier League,14:30,Marumo Gallants FC,TS Galaxy,2.35,3.0,3.0,https://redscores.com/pt-br/match/marumo-gallants-fc-ts-galaxy/URtxjoaA
2026-05-06,África do Sul - Premier League,14:30,Richards Bay,Polokwane City,2.25,2.7,3.25,https://redscores.com/pt-br/match/polokwane-city-richards-bay/hOBxq0R
2026-05-06,África do Sul - Premier League,14:30,Mamelodi Sundowns,Kaizer Chiefs,1.45,3.5,6.5,https://redscores.com/pt-br/match/kaizer-chiefs-mamelodi-sundowns/uUxWzA
2026-05-06,Albânia - Superliga,11:00,Dinamo Tirana,Vora,2.6,3.1,2.45,https://redscores.com/pt-br/match/dinamo-tirana-vora/KmAxWmA
2026-05-06,Albânia - Superliga,11:00,Egnatia Rrogozhinë,Partizani Tirana,,,,https://redscores.com/pt-br/match/partizani-tirana-egnatia-rrogozhine/gmAxcbI
2026-05-06,Albânia - Superliga,11:00,Flamurtari,Teuta Durrës,,,,https://redscores.com/pt-br/match/teuta-durres-flamurtari/jmAxlmA
2026-05-06,Albânia - Superliga,11:00,Tirana,Vllaznia Shkodër,,,,https://redscores.com/pt-br/match/vllaznia-shkoder-tirana/imAxImA
2026-05-06,Albânia - Superliga,11:00,Bylis Ballsh,AF Elbasani,,,,https://redscores.com/pt-br/match/bylis-ballsh-af-elbasani/QmAx5LfA
2026-05-06,Arábia Saudita - Pro League,15:00,Al Ahli,Al Fateh,1.36,4.5,6.5,https://redscores.com/pt-br/match/al-fateh-al-ahli/RRAxnub
2026-05-06,Argélia - Ligue 1,POSTP,Ben Aknoun,USM Alger,,,,https://redscores.com/pt-br/match/usm-alger-ben-aknoun/8CbxEwt
2026-05-06,Armênia - Premier League,12:00,Ararat-Armenia,Pyunik,,,,https://redscores.com/pt-br/match/pyunik-ararat-armenia/hOAxRTR
2026-05-06,Armênia - Premier League,12:00,Gandzasar,Noah,7.5,4.5,1.3,https://redscores.com/pt-br/match/noah-gandzasar/lTRxNsEA
2026-05-06,Bulgária - Parva Liga,11:30,Slavia Sofia,Septemvri Sofia,2.45,3.4,2.75,https://redscores.com/pt-br/match/slavia-sofia-septemvri-sofia/ljxlbb
2026-05-06,Bulgária - Parva Liga,14:00,Spartak Varna,Dobrudzha 1919,3.1,3.1,2.45,https://redscores.com/pt-br/match/spartak-varna-dobrudzha-1919/UTAxhBb
2026-05-06,Irlanda do Norte - Premiership,15:45,Dungannon Swifts,Carrick Rangers,2.9,3.5,2.05,https://redscores.com/pt-br/match/dungannon-swifts-carrick-rangers/chxDK
2026-05-06,Israel - Ligat ha'Al,13:30,Hapoel Tel Aviv,Beitar Jerusalem,2.87,3.5,2.1,https://redscores.com/pt-br/match/beitar-jerusalem-hapoel-tel-aviv/uExE2A
2026-05-06,Israel - Ligat ha'Al,14:00,Maccabi Haifa,Hapoel Be'er Sheva,3.9,3.8,1.66,https://redscores.com/pt-br/match/hapoel-be-er-sheva-maccabi-haifa/oexlE
2026-05-06,Lituânia - A Lyga,12:30,Hegelmann Litauen,Panevėžys,2.25,3.2,2.8,https://redscores.com/pt-br/match/panevezys-hegelmann-litauen/8fbxhBB
2026-05-06,Lituânia - A Lyga,13:30,Žalgiris,FA Šiauliai,,,,https://redscores.com/pt-br/match/zalgiris-fa-siauliai/Mix2wbA
2026-05-06,Lituânia - A Lyga,14:00,TransINVEST Vilnius,Sūduva,,,,https://redscores.com/pt-br/match/suduva-transinvest-vilnius/lRAxMFEA
2026-05-06,Noruega - Obos-Ligaen,13:00,Egersund,Raufoss,1.48,4.5,5.5,https://redscores.com/pt-br/match/egersund-raufoss/FZbxHZb
