liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Espanha - La Liga,17:00,Espanyol,Alavés,1.95,3.1,4.5,https://redscores.com/pt-br/match/espanyol-deportivo-alaves/uexyY
Alemanha - Bundesliga,16:30,FC Köln,Wolfsburg,2.05,3.7,3.3,https://redscores.com/pt-br/match/vfl-wolfsburg-fc-koln/lexn3
Itália - Serie A,16:45,Lazio,Genoa,2.05,3.0,4.2,https://redscores.com/pt-br/match/lazio-genoa/VxUA
França - Ligue 1,16:45,Lens,Le Havre,1.42,4.75,7.0,https://redscores.com/pt-br/match/lens-le-havre/NcxjI
Países Baixos - Eredivisie,16:00,NAC Breda,Twente,3.9,3.6,1.9,https://redscores.com/pt-br/match/fc-twente-nac-breda/wExNf
Portugal - Primeira Liga,17:45,Guimaraes,Moreirense,1.95,3.25,4.0,https://redscores.com/pt-br/match/vitoria-sc-moreirense/SGxYI
Turquia - Super Lig,14:00,Antalyaspor,Trabzonspor,4.0,3.6,1.85,https://redscores.com/pt-br/match/antalyaspor-trabzonspor/kAxIF
Turquia - Super Lig,14:00,Kasımpaşa,Samsunspor,3.3,3.1,2.25,https://redscores.com/pt-br/match/kasimpasa-samsunspor/rIxCX
Bélgica - Pro League,16:45,La Louvière,Gent,2.5,3.2,2.6,https://redscores.com/pt-br/match/gent-la-louviere/LTxgzA
Inglaterra - Championship,17:00,Bristol City,Derby,2.0,3.4,3.75,https://redscores.com/pt-br/match/derby-county-bristol-city/mxab
Espanha - La Liga 2,16:30,R. Sociedad II,Las Palmas,3.4,3.2,2.2,https://redscores.com/pt-br/match/las-palmas-real-sociedad-ii/3yxjsb
Itália - Serie B,16:30,Bari 1908,Palermo,4.5,3.5,1.8,https://redscores.com/pt-br/match/bari-1908-palermo/jDx6J
Alemanha - 2. Bundesliga,14:30,Nürnberg,Preußen Münster,1.9,3.5,3.9,https://redscores.com/pt-br/match/nurnberg-preusen-munster/UHxY8
Alemanha - 2. Bundesliga,14:30,Magdeburg,Hannover,2.7,3.6,2.45,https://redscores.com/pt-br/match/hannover-96-magdeburg/2UxZ6
França - Ligue 2,16:00,Bastia,Nancy,2.25,2.9,3.0,https://redscores.com/pt-br/match/bastia-nancy/BDxV6
França - Ligue 2,16:00,Clermont,Reims,3.75,3.3,1.83,https://redscores.com/pt-br/match/reims-clermont/1ixC1A
França - Ligue 2,16:00,Grenoble,Amiens,1.9,3.1,3.7,https://redscores.com/pt-br/match/amiens-sc-grenoble-foot-38/yGxHJ
França - Ligue 2,16:00,Montpellier,Guingamp,2.15,3.1,3.0,https://redscores.com/pt-br/match/montpellier-guingamp/qEx1y
França - Ligue 2,16:00,Rodez,Red Star,2.7,3.2,2.3,https://redscores.com/pt-br/match/red-star-rodez/XIxJpb
França - Ligue 2,16:00,Laval,Pau,3.25,2.9,2.15,https://redscores.com/pt-br/match/laval-pau/hjxep
Países Baixos - Eerste Divisie,16:00,Den Haag,Jong AZ,1.28,5.75,9.0,https://redscores.com/pt-br/match/ado-den-haag-jong-az/pjxc0
Países Baixos - Eerste Divisie,16:00,Almere City,Roda Kerkrade,1.75,4.0,4.0,https://redscores.com/pt-br/match/almere-city-roda-jc-kerkrade/pLxnt
Países Baixos - Eerste Divisie,16:00,Den Bosch,FC Emmen,2.05,3.8,3.2,https://redscores.com/pt-br/match/fc-den-bosch-fc-emmen/dTxRu
Países Baixos - Eerste Divisie,16:00,Eindhoven,Maastricht,1.8,3.8,4.1,https://redscores.com/pt-br/match/fc-eindhoven-mvv-maastricht/HCxLo
Países Baixos - Eerste Divisie,16:00,Waalwijk,TOP Oss,1.72,4.0,4.33,https://redscores.com/pt-br/match/rkc-waalwijk-top-oss/KGxvt
Países Baixos - Eerste Divisie,16:00,Vitesse,Dordrecht,2.05,3.75,3.2,https://redscores.com/pt-br/match/vitesse-fc-dordrecht/QAxOG
México - Liga MX,22:00,Puebla,Toluca,5.0,4.0,1.66,https://redscores.com/pt-br/match/toluca-puebla/1HxdbA
África do Sul - Premier League,14:30,Richards Bay,Golden Arrows,1.9,2.87,4.1,https://redscores.com/pt-br/match/golden-arrows-richards-bay/pMxq0R
Alemanha - 3. Liga,15:00,Havelse,Aue,2.5,3.4,2.35,https://redscores.com/pt-br/match/erzgebirge-aue-havelse/v3x76
Arábia Saudita - Pro League,10:50,Al Taawoun,Al Akhdoud,1.53,3.75,5.0,https://redscores.com/pt-br/match/al-taawoun-al-akhdoud/GTxLQAA
Arábia Saudita - Pro League,12:50,Al Suqoor,Damac,1.61,3.6,4.75,https://redscores.com/pt-br/match/damac-al-suqoor/lXcxuXc
Arábia Saudita - Pro League,14:30,Al Kholood,Al Nassr,8.0,7.0,1.25,https://redscores.com/pt-br/match/al-nassr-al-kholood/CUxOQAA
Argélia - Ligue 1,11:00,USM Khenchela,ASO Chlef,1.72,3.1,4.75,https://redscores.com/pt-br/match/aso-chlef-usm-khenchela/baAxUoM
Argélia - Ligue 1,POSTP,CS Constantine,Mostaganem,1.42,3.5,7.5,https://redscores.com/pt-br/match/cs-constantine-mostaganem/8MxkKc
Argélia - Ligue 1,POSTP,MC Oran,Oued Akbou,1.85,2.87,4.33,https://redscores.com/pt-br/match/mc-oran-oued-akbou/QrbxdOAA
Austrália - A-League,03:00,Wellington Phoenix,Melbourne City,3.3,4.0,2.0,https://redscores.com/pt-br/match/melbourne-city-wellington-phoenix/fCxtp
Austrália - A-League,06:05,Adelaide United,Macarthur,2.55,3.8,2.5,https://redscores.com/pt-br/match/adelaide-united-macarthur/TYxHwdA
Bélgica - First Division B,16:00,Club Brugge II,Seraing,,,,https://redscores.com/pt-br/match/rfc-seraing-club-brugge-ii/NNxRcbA
Bélgica - First Division B,16:00,KRC Genk II,Eupen,3.4,3.5,1.95,https://redscores.com/pt-br/match/as-eupen-krc-genk-ii/QTx5jEA
Chile - Primera Division,20:00,Universidad Chile,Audax Italiano,1.44,4.5,6.25,https://redscores.com/pt-br/match/universidad-chile-audax-italiano/2bx4Eb
Colômbia - Liga BetPlay,22:00,Junior FC,Atlético Nacional,,,,https://redscores.com/pt-br/match/atletico-nacional-junior-fc/EyAxWCb
Croácia - 1. HNL,14:00,Istra 1961,Lokomotiva Zagreb,2.2,3.2,3.0,https://redscores.com/pt-br/match/istra-1961-lokomotiva-zagreb/0gAx9NA
Egito - Premier League,12:00,Pharco,ZED FC,4.2,2.6,2.05,https://redscores.com/pt-br/match/pharco-zed-fc/uyExLdBA
Egito - Premier League,15:00,Al Ittihad,Haras El Hodood,1.95,2.87,4.33,https://redscores.com/pt-br/match/al-ittihad-haras-el-hodood/SCbxTMc
Egito - Premier League,15:00,Al Mokawloon,National Bank of Egypt,3.2,2.8,2.35,https://redscores.com/pt-br/match/al-mokawloon-national-bank-of-egypt/GfxuKdA
Escócia - Championship,16:45,St. Johnstone,Partick Thistle,1.75,3.3,4.1,https://redscores.com/pt-br/match/partick-thistle-st-johnstone/rCxbg
Eslovênia - 1. SNL,12:00,Radomlje,Aluminij,1.85,3.6,3.6,https://redscores.com/pt-br/match/aluminij-radomlje/72x49A
Eslovênia - 1. SNL,14:15,Primorje,Domžale,1.66,3.7,4.5,https://redscores.com/pt-br/match/domzale-primorje/NGxnFb
Malásia - Super League,10:00,PDRM,Kuala Lumpur,13.0,7.5,1.14,https://redscores.com/pt-br/match/pdrm-kuala-lumpur/yaAx8hb
Peru - Primera Division,14:00,Sport Huancayo,Alianza Lima,2.9,3.3,2.35,https://redscores.com/pt-br/match/alianza-lima-sport-huancayo/61bx6lB
Peru - Primera Division,17:15,UTC Cajamarca,Atlético Grau,2.25,3.25,3.1,https://redscores.com/pt-br/match/utc-cajamarca-atletico-grau/NcAxiqu
Polônia - Ekstraklasa,14:00,Zagłębie Lubin,Katowice,2.25,3.3,2.87,https://redscores.com/pt-br/match/zaglebie-lubin-katowice/XkxJW
Polônia - Ekstraklasa,16:30,Radomiak Radom,Arka Gdynia,1.85,3.3,3.9,https://redscores.com/pt-br/match/arka-gdynia-radomiak-radom/ekxJ1
Portugal - Segunda Liga,15:45,Penafiel,Leixões,2.37,3.1,2.8,https://redscores.com/pt-br/match/penafiel-leixoes/k2AxnHb
Romênia - Liga 1,12:00,CFR Cluj,Metaloglobus,1.25,4.5,9.5,https://redscores.com/pt-br/match/cfr-cluj-metaloglobus/a8x9eB
Romênia - Liga 1,15:00,Dinamo Bucureşti,Petrolul 52,1.5,3.8,6.5,https://redscores.com/pt-br/match/dinamo-bucuresti-petrolul-52/ZixPtR
Venezuela - Primera Division,20:00,Academia Puerto Cabello,Metropolitanos,1.75,3.3,3.9,https://redscores.com/pt-br/match/metropolitanos-academia-puerto-cabello/mBBxGjc
