liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Inglaterra - Championship,15:45,Derby,Norwich,2.5,3.1,2.9,https://redscores.com/pt-br/match/derby-county-norwich-city/mxQ
Inglaterra - Championship,15:45,Preston,Birmingham,2.87,3.1,2.55,https://redscores.com/pt-br/match/birmingham-city-preston-north-end/gxtA
Inglaterra - Championship,15:45,Blackburn,Sheffield Utd,2.62,3.25,2.7,https://redscores.com/pt-br/match/blackburn-rovers-sheffield-united/bxK
Inglaterra - Championship,15:45,Millwall,Stoke,2.2,3.25,3.3,https://redscores.com/pt-br/match/stoke-city-millwall/nxBA
Inglaterra - Championship,15:45,Hull,Leicester,3.0,3.4,2.3,https://redscores.com/pt-br/match/hull-city-leicester-city/lxv
Inglaterra - Championship,15:45,Ipswich,Charlton,1.6,3.8,5.5,https://redscores.com/pt-br/match/charlton-athletic-ipswich-town/cx4A
Inglaterra - Championship,15:45,Portsmouth,Coventry,3.9,3.6,1.85,https://redscores.com/pt-br/match/portsmouth-coventry-city/Cx5A
Inglaterra - Championship,16:00,Bristol City,Southampton,2.6,3.3,2.62,https://redscores.com/pt-br/match/southampton-bristol-city/cAxab
Inglaterra - League One,16:00,Reading,Northampton,1.95,3.5,3.6,https://redscores.com/pt-br/match/reading-northampton-town/LxtB
Inglaterra - League Two,15:45,Swindon,Notts County,2.0,3.6,3.3,https://redscores.com/pt-br/match/notts-county-swindon-town/SAxUc
Países Baixos - Eerste Divisie,15:00,TOP Oss,Jong Ajax,1.9,3.8,3.6,https://redscores.com/pt-br/match/top-oss-jong-ajax/vtxtW
Países Baixos - Eerste Divisie,15:00,Den Bosch,Helmond,2.25,3.5,3.0,https://redscores.com/pt-br/match/fc-den-bosch-helmond-sport/dTxku
Países Baixos - Eerste Divisie,15:00,Venlo,Jong Utrecht,1.66,4.1,4.5,https://redscores.com/pt-br/match/vvv-venlo-jong-utrecht/aTxfW
Países Baixos - Eerste Divisie,15:00,Maastricht,Vitesse,,,,https://redscores.com/pt-br/match/vitesse-mvv-maastricht/QAxLo
Argentina - Superliga,19:15,Unión Santa Fe,Defensa y Justicia,2.0,3.25,4.0,https://redscores.com/pt-br/match/union-santa-fe-defensa-y-justicia/p6AxWrb
México - Liga MX,22:00,América,Puebla,1.3,5.5,9.0,https://redscores.com/pt-br/match/america-puebla/BwxdbA
México - Liga MX,22:00,Necaxa,Cruz Azul,3.25,3.8,2.05,https://redscores.com/pt-br/match/cruz-azul-necaxa/BVxyBA
Argélia - Ligue 1,14:00,JS Kabylie,USM Khenchela,,,,https://redscores.com/pt-br/match/js-kabylie-usm-khenchela/HRbxUoM
Argélia - Ligue 1,15:00,JS Kabylie,USM Khenchela,,,,https://redscores.com/pt-br/match/js-kabylie-usm-khenchela/HRbxUoM
Colômbia - Liga BetPlay,20:00,Millonarios,Atlético Bucaramanga,2.05,3.1,3.9,https://redscores.com/pt-br/match/millonarios-atletico-bucaramanga/bdbxBGb
Egito - Premier League,11:00,Pyramids FC,Pharco,1.28,4.75,11.0,https://redscores.com/pt-br/match/pyramids-fc-pharco/nncxuyE
Egito - Premier League,14:00,Smouha,Al Masry,,,,https://redscores.com/pt-br/match/al-masry-smouha/9BAxmQb
Escócia - Championship,15:45,Airdrieonians,Dunfermline Athletic,3.2,3.2,2.15,https://redscores.com/pt-br/match/dunfermline-athletic-airdrieonians/wcx6l
Escócia - Championship,15:45,Partick Thistle,Ayr United,2.1,3.1,3.5,https://redscores.com/pt-br/match/ayr-united-partick-thistle/lbxrC
Estônia - Meistriliiga,12:00,Vaprus,Kuressaare,1.53,4.5,4.33,https://redscores.com/pt-br/match/vaprus-kuressaare/1Xx7lb
Estônia - Meistriliiga,12:00,Flora,Trans,1.53,4.1,4.5,https://redscores.com/pt-br/match/trans-flora/TVAxRkb
Inglaterra - National League,15:45,Boston United,Morecambe,1.85,3.7,3.5,https://redscores.com/pt-br/match/boston-united-morecambe/ABxug
Inglaterra - National League,15:45,York City,Boreham Wood,1.7,3.8,4.0,https://redscores.com/pt-br/match/york-city-boreham-wood/PAxli
Inglaterra - National League,15:45,Eastleigh,Scunthorpe,3.2,3.4,2.05,https://redscores.com/pt-br/match/scunthorpe-united-eastleigh/uAxNB
Venezuela - Primera Division,18:30,Monagas,Academia Puerto Cabello,2.15,3.25,3.1,https://redscores.com/pt-br/match/monagas-academia-puerto-cabello/vvbxGjc
Venezuela - Primera Division,20:30,Deportivo La Guaira,Zamora Fútbol Club,1.28,5.25,8.0,https://redscores.com/pt-br/match/deportivo-la-guaira-zamora-futbol-club/Vhbxfqb
