liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Inglaterra - Premier League,11:00,Wolves,Burnley,1.9,3.3,4.33,https://redscores.com/pt-br/match/burnley-wolverhampton-wanderers/NxO
Inglaterra - Premier League,11:00,Aston Villa,Man City,4.33,4.0,1.75,https://redscores.com/pt-br/match/manchester-city-aston-villa/ExH
Inglaterra - Premier League,11:00,Bournemouth,Nottingham,1.83,3.7,4.33,https://redscores.com/pt-br/match/afc-bournemouth-nottingham-forest/1xbA
Inglaterra - Premier League,11:00,Arsenal,Crystal Palace,1.42,4.75,7.5,https://redscores.com/pt-br/match/arsenal-crystal-palace/Jx0
Inglaterra - Premier League,13:30,Everton,Tottenham,2.37,3.4,3.0,https://redscores.com/pt-br/match/tottenham-hotspur-everton/dxG
Espanha - La Liga,12:00,Mallorca,Levante,2.1,3.3,3.6,https://redscores.com/pt-br/match/mallorca-levante/RfxU5
Espanha - La Liga,FT,Athletic Club,Getafe,1.6,3.6,6.25,https://redscores.com/pt-br/match/getafe-athletic-club/WAxKrB
Espanha - La Liga,FT,Espanyol,Elche,1.95,3.4,4.0,https://redscores.com/pt-br/match/espanyol-elche/uexAj
Espanha - La Liga,FT,Girona,R. Oviedo,1.75,3.5,5.0,https://redscores.com/pt-br/match/real-oviedo-girona/qAxYB
Espanha - La Liga,12:00,Osasuna,Celta Vigo,2.55,3.1,3.0,https://redscores.com/pt-br/match/celta-de-vigo-osasuna/sxqD
Espanha - La Liga,12:00,Rayo Vallecano,Alavés,2.1,3.1,3.9,https://redscores.com/pt-br/match/rayo-vallecano-deportivo-alaves/FdxyY
Espanha - La Liga,12:00,Betis,Atlético Madrid,3.2,3.7,2.15,https://redscores.com/pt-br/match/real-betis-atletico-madrid/7DxZeb
Espanha - La Liga,12:00,Real Madrid,Barcelona,1.9,4.2,3.4,https://redscores.com/pt-br/match/fc-barcelona-real-madrid/lAx15
Espanha - La Liga,FT,Real Sociedad,Sevilla,1.9,3.5,3.9,https://redscores.com/pt-br/match/real-sociedad-sevilla/WExCF
Espanha - La Liga,FT,Valencia,Villarreal,3.5,3.6,2.05,https://redscores.com/pt-br/match/valencia-villarreal/PBxa6
