liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Inglaterra - Premier League,12:00,Chelsea,Everton,1.66,3.9,5.0,https://redscores.com/pt-br/match/everton-chelsea/Gxj
Inglaterra - Premier League,12:00,Liverpool,Brighton,1.72,4.0,4.5,https://redscores.com/pt-br/match/liverpool-brighton-hove-albion/exIA
Inglaterra - Premier League,14:30,Burnley,Fulham,4.0,3.5,1.9,https://redscores.com/pt-br/match/fulham-burnley/FxN
Inglaterra - Premier League,17:00,Arsenal,Wolves,1.12,8.5,19.0,https://redscores.com/pt-br/match/arsenal-wolverhampton-wanderers/JxO
Espanha - La Liga,10:00,Atlético Madrid,Valencia,1.28,5.25,12.0,https://redscores.com/pt-br/match/valencia-atletico-madrid/PBxZeb
Espanha - La Liga,12:15,Mallorca,Elche,2.4,3.1,3.2,https://redscores.com/pt-br/match/mallorca-elche/RfxAj
Espanha - La Liga,14:30,Barcelona,Osasuna,1.2,7.0,12.0,https://redscores.com/pt-br/match/fc-barcelona-osasuna/lAxqD
Espanha - La Liga,17:00,Getafe,Espanyol,2.45,2.8,3.3,https://redscores.com/pt-br/match/getafe-espanyol/WAxue
Alemanha - Bundesliga,11:30,Hoffenheim,Hamburger,1.72,4.33,4.1,https://redscores.com/pt-br/match/hamburger-sv-tsg-hoffenheim/mwxvw
Alemanha - Bundesliga,11:30,St. Pauli,Heidenheim,2.0,3.4,4.0,https://redscores.com/pt-br/match/st-pauli-heidenheim/YCxMX
Alemanha - Bundesliga,11:30,Frankfurt,Augsburg,1.75,4.1,4.1,https://redscores.com/pt-br/match/fc-augsburg-eintracht-frankfurt/OAxad
Alemanha - Bundesliga,11:30,M'Gladbach,Wolfsburg,2.0,3.8,3.4,https://redscores.com/pt-br/match/vfl-wolfsburg-borussia-monchengladbach/lexgF
Alemanha - Bundesliga,14:30,Leverkusen,FC Köln,1.57,4.33,5.25,https://redscores.com/pt-br/match/fc-koln-bayer-04-leverkusen/n3xN3
