liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Inglaterra - Premier League,17:00,Brighton,Bournemouth,1.85,3.9,3.8,https://redscores.com/pt-br/match/afc-bournemouth-brighton-hove-albion/1xIA
Espanha - La Liga,17:00,Elche,Sevilla,2.25,3.3,3.25,https://redscores.com/pt-br/match/sevilla-elche/CFxAj
Itália - Serie A,14:30,Cremonese,Hellas Verona,2.62,2.9,3.1,https://redscores.com/pt-br/match/hellas-verona-cremonese/Mjxy2b
Itália - Serie A,16:45,Lazio,Como,2.87,2.9,2.87,https://redscores.com/pt-br/match/lazio-como/Vxmc
Portugal - Primeira Liga,17:15,Estrela Amadora,Estoril,2.7,3.3,2.55,https://redscores.com/pt-br/match/estoril-estrela-amadora/TJxGiB
Turquia - Super Lig,11:00,Konyaspor,Eyüpspor,1.45,4.5,6.5,https://redscores.com/pt-br/match/konyaspor-eyupspor/EVx11
Turquia - Super Lig,14:00,Beşiktaş,Kayserispor,1.38,5.0,7.0,https://redscores.com/pt-br/match/besiktas-kayserispor/CExQf
Turquia - Super Lig,14:00,Göztepe,Rizespor,1.95,3.3,4.1,https://redscores.com/pt-br/match/rizespor-goztepe/cIx3bA
Espanha - La Liga 2,16:30,Granada,Eibar,2.35,3.0,3.4,https://redscores.com/pt-br/match/sd-eibar-granada/9xvA
França - Ligue 2,16:45,Nancy,Guingamp,2.5,3.1,2.6,https://redscores.com/pt-br/match/guingamp-nancy/1yxV6
Países Baixos - Eerste Divisie,16:00,Jong Ajax,Roda Kerkrade,3.6,4.0,1.85,https://redscores.com/pt-br/match/roda-jc-kerkrade-jong-ajax/ntxtW
Países Baixos - Eerste Divisie,16:00,Jong Utrecht,Jong PSV,1.9,4.1,3.4,https://redscores.com/pt-br/match/jong-utrecht-jong-psv/fWxVY
Grécia - Super League,13:00,Panaitolikos,Levadiakos,4.75,3.6,1.75,https://redscores.com/pt-br/match/panaitolikos-levadiakos/pBxhi
Grécia - Super League,15:00,Volos NFC,Atromitos,2.15,3.1,3.6,https://redscores.com/pt-br/match/atromitos-volos-nfc/oTbxifs
África do Sul - Premier League,14:30,Mamelodi Sundowns,Orbit College,1.18,5.25,15.0,https://redscores.com/pt-br/match/mamelodi-sundowns-orbit-college/WzAxvTFA
Albânia - Superliga,09:30,Vora,Tirana,2.1,3.1,3.2,https://redscores.com/pt-br/match/tirana-vora/ImAxWmA
Albânia - Superliga,13:00,Partizani Tirana,Teuta Durrës,2.3,2.87,3.0,https://redscores.com/pt-br/match/partizani-tirana-teuta-durres/gmAxjmA
Albânia - Superliga,15:30,Dinamo Tirana,Vllaznia Shkodër,,,,https://redscores.com/pt-br/match/vllaznia-shkoder-dinamo-tirana/imAxKmA
Colômbia - Liga BetPlay,18:00,Cúcuta Deportivo,Once Caldas,2.2,3.0,3.5,https://redscores.com/pt-br/match/once-caldas-cucuta-deportivo/E7xC6B
Israel - Ligat ha'Al,14:30,Ironi Kiryat Shmona,Hapoel Haifa,2.05,3.3,3.0,https://redscores.com/pt-br/match/hapoel-haifa-ironi-kiryat-shmona/4uxD2A
Israel - Ligat ha'Al,15:00,Hapoel Tel Aviv,Hapoel Be'er Sheva,3.8,3.5,1.75,https://redscores.com/pt-br/match/hapoel-be-er-sheva-hapoel-tel-aviv/oexE2A
Portugal - Segunda Liga,15:00,Sporting CP II,Torreense,2.25,3.0,2.9,https://redscores.com/pt-br/match/sporting-cp-ii-torreense/jVAx13A
Portugal - Segunda Liga,15:00,Feirense,Porto II,1.9,3.2,3.6,https://redscores.com/pt-br/match/porto-ii-feirense/L4xjdb
Romênia - Liga 1,15:00,Petrolul 52,Universitatea Craiova,4.5,3.25,1.75,https://redscores.com/pt-br/match/universitatea-craiova-petrolul-52/MeBxPtR
