liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Espanha - La Liga,17:00,Getafe,Girona,2.1,3.0,4.0,https://redscores.com/pt-br/match/getafe-girona/WAxYB
Alemanha - Bundesliga,16:30,Augsburg,Dortmund,4.75,4.5,1.6,https://redscores.com/pt-br/match/borussia-dortmund-fc-augsburg/DAxOA
Países Baixos - Eredivisie,16:00,PSV,Fortuna Sittard,1.14,8.0,15.0,https://redscores.com/pt-br/match/psv-fortuna-sittard/FFx5L
Portugal - Primeira Liga,17:15,Sporting,Alverca,1.11,9.0,21.0,https://redscores.com/pt-br/match/sporting-cp-alverca/7x9tE
Turquia - Super Lig,14:00,Başakşehir,Kocaelispor,1.8,3.6,4.1,https://redscores.com/pt-br/match/istanbul-basaksehir-kocaelispor/v9xGwB
Bélgica - Pro League,16:45,St. Liège,Charleroi,2.7,3.1,2.7,https://redscores.com/pt-br/match/standard-liege-sporting-charleroi/OFxZI
Inglaterra - Championship,17:00,Wrexham,Coventry,3.7,3.6,1.95,https://redscores.com/pt-br/match/coventry-city-wrexham/5AxTc
Espanha - La Liga 2,16:30,Racing Santander,R. Sociedad II,1.55,4.33,5.5,https://redscores.com/pt-br/match/real-sociedad-ii-racing-santander/jsbx7tb
Alemanha - 2. Bundesliga,14:30,Preußen Münster,Kiel,3.1,3.5,2.25,https://redscores.com/pt-br/match/holstein-kiel-preusen-munster/g8xY8
Alemanha - 2. Bundesliga,14:30,Elversberg,Hannover,2.3,3.75,2.75,https://redscores.com/pt-br/match/hannover-96-elversberg/2UxZ7
França - Ligue 2,16:00,Montpellier,Rodez,1.95,3.4,3.9,https://redscores.com/pt-br/match/montpellier-rodez/qExJpb
França - Ligue 2,16:00,Guingamp,Laval,2.0,3.3,3.75,https://redscores.com/pt-br/match/laval-guingamp/hjx1y
França - Ligue 2,16:00,Bastia,Clermont,1.75,3.3,5.0,https://redscores.com/pt-br/match/bastia-clermont/BDxC1A
França - Ligue 2,16:00,Le Mans,Nancy,2.15,3.2,3.4,https://redscores.com/pt-br/match/nancy-le-mans/V6xFCb
França - Ligue 2,16:00,Annecy,Boulogne,2.0,3.0,4.1,https://redscores.com/pt-br/match/annecy-boulogne/wLx7L
Países Baixos - Eerste Divisie,16:00,Den Bosch,De Graafschap,2.8,4.0,2.2,https://redscores.com/pt-br/match/de-graafschap-fc-den-bosch/sIxdT
Países Baixos - Eerste Divisie,16:00,TOP Oss,Helmond,2.6,3.6,2.45,https://redscores.com/pt-br/match/top-oss-helmond-sport/vtxku
Países Baixos - Eerste Divisie,16:00,Venlo,Vitesse,2.1,3.5,3.1,https://redscores.com/pt-br/match/vitesse-vvv-venlo/QAxaT
Argentina - Superliga,19:00,San Lorenzo,Deportivo Riestra,1.9,3.1,4.75,https://redscores.com/pt-br/match/san-lorenzo-deportivo-riestra/qex94B
