liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Inglaterra - League Two,17:00,Cheltenham,Notts County,3.9,3.3,1.9,https://redscores.com/pt-br/match/notts-county-cheltenham-town/SAxXC
Espanha - La Liga 2,16:30,Burgos,Castellón,2.4,3.25,2.9,https://redscores.com/pt-br/match/burgos-castellon/EHbxcvb
Argentina - Superliga,17:00,Gimnasia La Plata,Vélez Sarsfield,3.6,2.87,2.37,https://redscores.com/pt-br/match/gimnasia-la-plata-velez-sarsfield/VDxlub
Argentina - Superliga,19:00,Deportivo Riestra,Independiente,,,,https://redscores.com/pt-br/match/independiente-deportivo-riestra/V4bx94B
Argentina - Superliga,21:15,Argentinos Juniors,Belgrano,1.65,3.6,5.5,https://redscores.com/pt-br/match/argentinos-juniors-belgrano/t4x7ZA
Argentina - Superliga,21:15,Independiente Rivadavia,Central Cordoba,2.55,3.1,3.0,https://redscores.com/pt-br/match/independiente-rivadavia-central-cordoba/JGx9zB
Brasil - Serie B,19:00,Botafogo SP,Amazonas,,,,https://redscores.com/pt-br/match/botafogo-sp-amazonas/VAxvgBA
Brasil - Serie B,19:00,Chapecoense,América Mineiro,2.0,3.25,4.0,https://redscores.com/pt-br/match/chapecoense-america-mineiro/TFxvvA
Dinamarca - First Division,15:00,Esbjerg,Middelfart,1.7,4.0,4.33,https://redscores.com/pt-br/match/esbjerg-middelfart/OlxsKb
Equador - Liga Pro,21:00,Aucas,Delfin,1.48,4.1,6.25,https://redscores.com/pt-br/match/aucas-delfin/cGbxEub
Paraguai - Division 1,17:00,Sportivo Ameliano,2 de Mayo,2.4,3.1,2.7,https://redscores.com/pt-br/match/2-de-mayo-sportivo-ameliano/fBcx04bA
Paraguai - Division 1,19:30,Atlético Tembetary,Nacional Asunción,4.33,3.4,1.75,https://redscores.com/pt-br/match/nacional-asuncion-atletico-tembetary/B6x14bA
Peru - Primera Division,17:00,ADT,Los Chankas,1.55,3.9,5.75,https://redscores.com/pt-br/match/los-chankas-adt/g1AxokBA
