liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Inglaterra - Premier League,17:00,Wolves,Arsenal,11.0,5.25,1.28,https://redscores.com/pt-br/match/arsenal-wolverhampton-wanderers/JxO
Espanha - La Liga,16:00,Levante,Villarreal,4.0,4.0,1.8,https://redscores.com/pt-br/match/levante-villarreal/U5xa6
Itália - Serie A,16:45,Milan,Como,2.35,3.2,3.25,https://redscores.com/pt-br/match/milan-como/1Axmc
Inglaterra - League One,16:45,Wigan,Luton,2.87,3.25,2.5,https://redscores.com/pt-br/match/wigan-athletic-luton-town/Ix3A
Inglaterra - League Two,16:45,Grimsby Town,Walsall,1.95,3.2,3.9,https://redscores.com/pt-br/match/walsall-grimsby-town/HAxHB
Suíça - Super League,15:00,Winterthur,St. Gallen,4.5,4.0,1.7,https://redscores.com/pt-br/match/st-gallen-winterthur/6CxY6
África do Sul - Premier League,POSTP,Siwelele,Kaizer Chiefs,3.4,2.8,2.15,https://redscores.com/pt-br/match/kaizer-chiefs-siwelele/uUxYqGA
África do Sul - Premier League,14:30,Stellenbosch,Magesi,1.9,2.9,4.5,https://redscores.com/pt-br/match/stellenbosch-magesi/2ZxsJc
África do Sul - Premier League,14:30,Orlando Pirates,Mamelodi Sundowns,2.75,2.62,2.75,https://redscores.com/pt-br/match/mamelodi-sundowns-orlando-pirates/WzAxIUb
Colômbia - Liga BetPlay,21:30,Junior FC,América de Cali,1.95,3.2,4.0,https://redscores.com/pt-br/match/junior-fc-america-de-cali/WCbx7Ob
