liga,hora,home,away,link_confronto
Finlândia - Veikkausliiga,12:00,Jaro,Haka,https://redscores.com/pt-br/match/jaro-haka/bbbxkdb
Finlândia - Veikkausliiga,13:00,HJK,Gnistan,https://redscores.com/pt-br/match/hjk-gnistan/2Fxenb
Argentina - Superliga,19:00,Tigre,Defensa y Justicia,https://redscores.com/pt-br/match/defensa-y-justicia-tigre/Wrbxbub
Argentina - Superliga,21:15,Argentinos Juniors,Central Cordoba,https://redscores.com/pt-br/match/argentinos-juniors-central-cordoba/t4x9zB
Argentina - Superliga,21:15,Unión Santa Fe,Aldosivi,https://redscores.com/pt-br/match/union-santa-fe-aldosivi/p6Ax2Tb
Brasil - Serie B,19:00,Athletic Club,Amazonas,https://redscores.com/pt-br/match/athletic-club-amazonas/SebAxvgBA
Brasil - Serie B,21:30,Coritiba,Botafogo SP,https://redscores.com/pt-br/match/botafogo-sp-coritiba/VAxbvA
Brasil - Serie B,21:35,CRB,Avaí,https://redscores.com/pt-br/match/crb-avai/NuAxbWA
Colômbia - Liga BetPlay,21:30,Deportivo Cali,Deportivo Pereira,https://redscores.com/pt-br/match/deportivo-cali-deportivo-pereira/b6xMGb
Coréia do Sul - K-League 1,02:00,Jeju United,Jeonbuk Motors,https://redscores.com/pt-br/match/jeonbuk-motors-jeju-united/W3xVEb
Coréia do Sul - K League 2,02:00,Seongnam,Seoul E.,https://redscores.com/pt-br/match/seongnam-seoul-e/d8xP7B
Irlanda - Premier Division,15:45,Cork City,Shelbourne,https://redscores.com/pt-br/match/cork-city-shelbourne/KCxgg
Irlanda - Premier Division,15:45,Derry City,Sligo Rovers,https://redscores.com/pt-br/match/sligo-rovers-derry-city/5hx9I
Irlanda - Premier Division,15:45,Waterford United,Drogheda United,https://redscores.com/pt-br/match/drogheda-united-waterford-united/3jxWl
Irlanda - Premier Division,15:45,Bohemians,St Patrick's,https://redscores.com/pt-br/match/bohemians-st-patrick-s/edxuk
Irlanda - Premier Division,16:00,Shamrock Rovers,Galway United,https://redscores.com/pt-br/match/shamrock-rovers-galway-united/mBxDC
Japão - J-League,07:00,Shonan Bellmare,Tokyo Verdy,https://redscores.com/pt-br/match/shonan-bellmare-tokyo-verdy/GuxDw
Peru - Primera Division,17:00,Comerciantes Unidos,UTC Cajamarca,https://redscores.com/pt-br/match/utc-cajamarca-comerciantes-unidos/NcAx5hB
Uruguai - Primera Division,16:00,River Plate,Liverpool,https://redscores.com/pt-br/match/liverpool-river-plate/aixPX
Uruguai - Primera Division,19:00,Torque,Miramar Misiones,https://redscores.com/pt-br/match/torque-miramar-misiones/ZoAx2Ac
