liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Espanha - La Liga,17:00,Elche,Real Sociedad,2.7,3.2,2.7,https://redscores.com/pt-br/match/real-sociedad-elche/WExAj
Alemanha - Bundesliga,16:30,Werder Bremen,Wolfsburg,2.2,3.6,3.1,https://redscores.com/pt-br/match/werder-bremen-vfl-wolfsburg/KAxle
Itália - Serie A,16:45,Pisa,Cremonese,2.25,3.1,3.4,https://redscores.com/pt-br/match/pisa-cremonese/RIxy2b
França - Ligue 1,16:45,Paris,Rennes,2.1,3.7,3.25,https://redscores.com/pt-br/match/rennes-paris/zEx4gA
Países Baixos - Eredivisie,16:00,Twente,Telstar,1.33,5.5,7.5,https://redscores.com/pt-br/match/fc-twente-telstar/wExMM
Portugal - Primeira Liga,17:15,Estoril,Arouca,2.0,3.6,3.5,https://redscores.com/pt-br/match/estoril-arouca/TJxCdA
Turquia - Super Lig,14:00,Gençlerbirliği,Başakşehir,3.7,3.4,2.0,https://redscores.com/pt-br/match/genclerbirligi-istanbul-basaksehir/vcxv9
EUA - Major League Soccer,21:00,Charlotte,New York City,2.37,3.5,2.8,https://redscores.com/pt-br/match/new-york-city-charlotte/o8xH4eA
EUA - Major League Soccer,21:00,Philadelphia Union,Chicago Fire,,,,https://redscores.com/pt-br/match/chicago-fire-philadelphia-union/hAxPc
Bélgica - Pro League,16:45,Dender,Zulte-Waregem,2.5,3.5,2.62,https://redscores.com/pt-br/match/zulte-waregem-dender/kjx6w
Inglaterra - Championship,17:00,Watford,Bristol City,2.1,3.5,3.25,https://redscores.com/pt-br/match/watford-bristol-city/Mxab
Espanha - La Liga 2,16:30,Mirandés,Gijón,3.7,3.3,2.0,https://redscores.com/pt-br/match/sporting-gijon-mirandes/TCxh2A
Itália - Serie B,16:30,Spezia,Bari 1908,1.9,3.3,4.2,https://redscores.com/pt-br/match/spezia-bari-1908/uCxjD
Alemanha - 2. Bundesliga,14:30,Dynamo Dresden,Nürnberg,2.55,3.75,2.45,https://redscores.com/pt-br/match/nurnberg-dynamo-dresden/UHxuI
Alemanha - 2. Bundesliga,14:30,Fürth,Preußen Münster,2.5,3.5,2.62,https://redscores.com/pt-br/match/spvgg-greuther-furth-preusen-munster/H5xY8
França - Ligue 2,16:00,Bastia,Reims,3.1,3.0,2.4,https://redscores.com/pt-br/match/bastia-reims/BDx1i
França - Ligue 2,16:00,Montpellier,Annecy,1.9,3.5,4.0,https://redscores.com/pt-br/match/montpellier-annecy/qExwL
França - Ligue 2,16:00,Clermont,Amiens,1.95,3.3,4.0,https://redscores.com/pt-br/match/amiens-sc-clermont/yGxC1A
França - Ligue 2,16:00,Grenoble,Rodez,2.4,3.2,3.0,https://redscores.com/pt-br/match/grenoble-foot-38-rodez/HJxJpb
França - Ligue 2,16:00,Nancy,Laval,2.05,3.2,3.7,https://redscores.com/pt-br/match/laval-nancy/hjxV6
França - Ligue 2,16:00,Dunkerque,Boulogne,1.66,3.6,5.25,https://redscores.com/pt-br/match/dunkerque-boulogne/aKx7L
Países Baixos - Eerste Divisie,16:00,Willem II,TOP Oss,1.66,4.1,4.5,https://redscores.com/pt-br/match/willem-ii-top-oss/8fxvt
Países Baixos - Eerste Divisie,16:00,Den Haag,Roda Kerkrade,1.33,5.25,8.0,https://redscores.com/pt-br/match/ado-den-haag-roda-jc-kerkrade/pjxnt
Países Baixos - Eerste Divisie,16:00,Eindhoven,Den Bosch,2.8,3.6,2.3,https://redscores.com/pt-br/match/fc-eindhoven-fc-den-bosch/HCxdT
Países Baixos - Eerste Divisie,16:00,Almere City,Maastricht,1.45,4.75,6.0,https://redscores.com/pt-br/match/almere-city-mvv-maastricht/pLxLo
Países Baixos - Eerste Divisie,16:00,Jong AZ,Venlo,1.95,3.9,3.3,https://redscores.com/pt-br/match/vvv-venlo-jong-az/aTxc0
Países Baixos - Eerste Divisie,16:00,Jong Ajax,Dordrecht,2.8,3.9,2.2,https://redscores.com/pt-br/match/fc-dordrecht-jong-ajax/OGxtW
Países Baixos - Eerste Divisie,16:00,Jong Utrecht,FC Emmen,3.0,3.6,2.2,https://redscores.com/pt-br/match/fc-emmen-jong-utrecht/RuxfW
Países Baixos - Eerste Divisie,16:00,Vitesse,Cambuur,3.2,3.9,2.0,https://redscores.com/pt-br/match/vitesse-sc-cambuur/QAxqL
Dinamarca - Superliga,15:00,OB,Silkeborg,2.2,3.6,3.0,https://redscores.com/pt-br/match/silkeborg-ob/MAxkO
Argentina - Superliga,21:00,Rosario Central,San Lorenzo,2.05,2.9,4.5,https://redscores.com/pt-br/match/san-lorenzo-rosario-central/qexf4
México - Liga MX,22:00,Juárez,Querétaro,1.6,3.6,5.75,https://redscores.com/pt-br/match/queretaro-juarez/Zex1vA
Albânia - Superliga,13:00,Bylis Ballsh,Flamurtari,2.15,2.8,3.3,https://redscores.com/pt-br/match/flamurtari-bylis-ballsh/lmAxQmA
Alemanha - 3. Liga,15:00,MSV Duisburg,Waldhof Mannheim,2.0,3.4,3.4,https://redscores.com/pt-br/match/msv-duisburg-waldhof-mannheim/m3xp4
Arábia Saudita - Pro League,10:20,Al Feiha,Al Akhdoud,1.72,3.5,4.75,https://redscores.com/pt-br/match/al-feiha-al-akhdoud/rXcxLQAA
Arábia Saudita - Pro League,11:35,Al Fateh,Al Taawoun,2.5,3.3,2.5,https://redscores.com/pt-br/match/al-taawoun-al-fateh/GTxRRA
Arábia Saudita - Pro League,14:30,Al Najma,Al Hilal,15.0,6.5,1.16,https://redscores.com/pt-br/match/al-hilal-al-najma/62Ax0jB
Austrália - A-League,05:35,Adelaide United,Western Sydney Wanderers,2.25,3.9,2.8,https://redscores.com/pt-br/match/western-sydney-wanderers-adelaide-united/wkxTY
Austrália - A-League,07:45,Perth Glory,Central Coast Mariners,1.95,3.75,3.6,https://redscores.com/pt-br/match/perth-glory-central-coast-mariners/5cxwd
Bélgica - First Division B,16:00,Lommel United,Waasland-Beveren,3.5,3.4,1.95,https://redscores.com/pt-br/match/waasland-beveren-lommel-united/1kxOv
Bélgica - First Division B,16:00,Liège,Jong Gent,2.15,3.6,2.8,https://redscores.com/pt-br/match/liege-jong-gent/d2xgQGA
Brasil - Serie B,19:00,Athletic Club,Ferroviária,1.9,3.4,4.1,https://redscores.com/pt-br/match/ferroviaria-athletic-club/cUxSebA
Brasil - Serie B,21:30,Cuiabá,Goiás,2.2,3.3,3.2,https://redscores.com/pt-br/match/cuiaba-goias/roAx0pb
Chile - Primera Division,20:00,Unión La Calera,Deportes Iquique,2.15,3.2,3.2,https://redscores.com/pt-br/match/deportes-iquique-union-la-calera/0RbxqRB
Colômbia - Liga BetPlay,17:30,Envigado,Millonarios,4.5,3.4,1.8,https://redscores.com/pt-br/match/millonarios-envigado/bdbxD7B
Colômbia - Liga BetPlay,20:10,Deportivo Pereira,Independiente Medellín,,,,https://redscores.com/pt-br/match/independiente-medellin-deportivo-pereira/NCxMGb
Colômbia - Liga BetPlay,22:20,Deportes Tolima,Llaneros,1.55,3.75,6.25,https://redscores.com/pt-br/match/deportes-tolima-llaneros/IWbxMcc
Croácia - 1. HNL,14:00,Gorica,Vukovar,1.8,3.5,4.0,https://redscores.com/pt-br/match/vukovar-gorica/f9Axpfb
Dinamarca - First Division,14:00,Hobro,Aarhus Fremad,3.0,3.8,2.1,https://redscores.com/pt-br/match/hobro-aarhus-fremad/5NxAKb
Dinamarca - First Division,14:30,HB Køge,Hillerød,3.8,3.8,1.83,https://redscores.com/pt-br/match/hb-koge-hillerod/91Axtcd
Dinamarca - First Division,15:00,Kolding IF,Horsens,2.6,3.2,2.7,https://redscores.com/pt-br/match/horsens-kolding-if/oBxOJb
Equador - Liga Pro,21:00,Deportivo Cuenca,Macará,1.95,3.1,4.0,https://redscores.com/pt-br/match/deportivo-cuenca-macara/2UbxJkB
Escócia - Championship,16:45,Airdrieonians,Partick Thistle,5.0,3.8,1.6,https://redscores.com/pt-br/match/partick-thistle-airdrieonians/rCx6l
