liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Espanha - La Liga,17:00,Rayo Vallecano,Getafe,2.1,2.9,4.33,https://redscores.com/pt-br/match/getafe-rayo-vallecano/WAxFd
Itália - Serie A,16:45,Cagliari,Milan,6.0,4.2,1.53,https://redscores.com/pt-br/match/milan-cagliari/1AxsE
França - Ligue 1,16:45,Toulouse,Lens,2.6,3.3,2.7,https://redscores.com/pt-br/match/lens-toulouse/NcxWc
Portugal - Primeira Liga,15:45,Gil Vicente,Sporting,7.5,4.0,1.48,https://redscores.com/pt-br/match/sporting-cp-gil-vicente/7x8C
Portugal - Primeira Liga,17:45,Guimaraes,Nacional,1.8,3.3,4.75,https://redscores.com/pt-br/match/vitoria-sc-nacional/SGxk3A
Espanha - La Liga 2,16:30,Eibar,Mirandés,1.66,3.4,5.75,https://redscores.com/pt-br/match/sd-eibar-mirandes/9xh2A
Arábia Saudita - Pro League,10:30,Al Najma,Al Khaleej,3.9,3.6,1.8,https://redscores.com/pt-br/match/al-khaleej-al-najma/iIBx0jB
Arábia Saudita - Pro League,11:35,Al Ettifaq,Al Akhdoud,1.45,4.1,6.0,https://redscores.com/pt-br/match/al-ettifaq-al-akhdoud/dvbxLQAA
Arábia Saudita - Pro League,14:30,Al Ahli,Al Nassr,3.9,4.1,1.66,https://redscores.com/pt-br/match/al-nassr-al-ahli/CUxnub
Argélia - Ligue 1,13:00,JS Kabylie,MC Alger,2.3,2.87,3.0,https://redscores.com/pt-br/match/mc-alger-js-kabylie/n2AxHRb
Austrália - A-League,05:35,Melbourne Victory,Perth Glory,1.75,3.8,4.5,https://redscores.com/pt-br/match/perth-glory-melbourne-victory/5cxVH
Irlanda do Norte - Premiership,16:45,Larne,Coleraine,2.3,3.1,3.0,https://redscores.com/pt-br/match/coleraine-larne/QZbx9fB
Malásia - Super League,10:00,Kelantan United,Kuching FA,,,,https://redscores.com/pt-br/match/kuching-fa-kelantan-united/SFVxtGbA
