liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Turquia - Super Lig,14:00,Rizespor,Başakşehir,2.3,3.1,3.2,https://redscores.com/pt-br/match/rizespor-istanbul-basaksehir/cIxv9
Turquia - Super Lig,14:00,Konyaspor,Beşiktaş,3.1,3.5,2.2,https://redscores.com/pt-br/match/besiktas-konyaspor/CExEV
Brasil - Serie A,19:00,Bahia,Internacional,1.9,3.5,4.33,https://redscores.com/pt-br/match/bahia-internacional/KFxgw
EUA - Major League Soccer,21:30,Chicago Fire,Orlando City,2.1,3.8,3.3,https://redscores.com/pt-br/match/chicago-fire-orlando-city/hAxKB
EUA - Major League Soccer,23:30,Portland Timbers,Real Salt Lake,2.15,3.6,3.2,https://redscores.com/pt-br/match/portland-timbers-real-salt-lake/7ExMI
Inglaterra - Championship,15:45,Wrexham,Oxford Utd,1.95,3.4,3.75,https://redscores.com/pt-br/match/wrexham-oxford-united/Tcx2c
Inglaterra - Championship,15:45,Swansea,QPR,2.05,3.3,3.5,https://redscores.com/pt-br/match/swansea-city-queens-park-rangers/pxy
Inglaterra - Championship,15:45,Watford,West Brom,2.7,3.25,2.6,https://redscores.com/pt-br/match/west-bromwich-albion-watford/fxM
Inglaterra - Championship,16:00,Sheffield Wed,Middlesbrough,4.75,3.8,1.7,https://redscores.com/pt-br/match/middlesbrough-sheffield-wednesday/Dx5
Finlândia - Veikkausliiga,12:00,Inter Turku,Gnistan,1.33,5.25,6.5,https://redscores.com/pt-br/match/inter-turku-gnistan/JNxenb
Finlândia - Veikkausliiga,13:00,HJK,SJK,1.9,4.2,3.25,https://redscores.com/pt-br/match/hjk-sjk/2FxQG
Argentina - Superliga,19:30,Huracán,Central Cordoba,1.95,2.9,5.0,https://redscores.com/pt-br/match/huracan-central-cordoba/o0x9zB
México - Liga MX,00:00,Mazatlán,Santos Laguna,1.95,3.7,3.7,https://redscores.com/pt-br/match/santos-laguna-mazatlan/tXxOrCA
México - Liga MX,00:05,Monterrey,Juárez,1.61,4.0,5.25,https://redscores.com/pt-br/match/monterrey-juarez/TVx1vA
México - Liga MX,22:00,Querétaro,Guadalajara,5.25,3.5,1.72,https://redscores.com/pt-br/match/guadalajara-queretaro/aDxZe
México - Liga MX,22:00,Pachuca,Tigres UANL,2.55,3.5,2.62,https://redscores.com/pt-br/match/tigres-uanl-pachuca/9Exqvb
África do Sul - Premier League,14:30,Kaizer Chiefs,Siwelele,1.72,3.25,4.75,https://redscores.com/pt-br/match/kaizer-chiefs-siwelele/uUxYqGA
África do Sul - Premier League,14:30,Orlando Pirates,Polokwane City,1.36,3.9,9.5,https://redscores.com/pt-br/match/orlando-pirates-polokwane-city/IUbxhOB
África do Sul - Premier League,14:30,Stellenbosch,Golden Arrows,1.61,3.3,5.75,https://redscores.com/pt-br/match/golden-arrows-stellenbosch/pMx2Z
Argélia - Ligue 1,16:00,MC Alger,Paradou AC,1.33,4.0,8.0,https://redscores.com/pt-br/match/mc-alger-paradou-ac/n2AxZkc
Egito - Premier League,11:00,Al Ahly,Al Ittihad,1.22,5.25,13.0,https://redscores.com/pt-br/match/al-ahly-al-ittihad/QDxSCb
Egito - Premier League,14:00,Al Masry,Smouha,1.9,2.9,4.5,https://redscores.com/pt-br/match/al-masry-smouha/9BAxmQb
Estônia - Meistriliiga,12:00,Harju Jalgpallikool,Tammeka,2.25,3.5,2.6,https://redscores.com/pt-br/match/tammeka-harju-jalgpallikool/jEAxDzcA
Estônia - Meistriliiga,12:00,Tallinna Kalev,Nõmme Kalju,8.5,5.75,1.22,https://redscores.com/pt-br/match/tallinna-kalev-nomme-kalju/8eAxwXA
Estônia - Meistriliiga,13:00,Levadia,Paide,1.72,3.8,3.6,https://redscores.com/pt-br/match/levadia-paide/eFAxbuA
Lituânia - A Lyga,12:30,FA Šiauliai,Banga,1.66,3.7,4.2,https://redscores.com/pt-br/match/banga-fa-siauliai/yFbx2wbA
Lituânia - A Lyga,13:00,Kauno Žalgiris,Žalgiris,1.95,3.7,3.0,https://redscores.com/pt-br/match/kauno-zalgiris-zalgiris/GHxMi
Lituânia - A Lyga,13:00,Panevėžys,Trakai,1.55,4.1,4.5,https://redscores.com/pt-br/match/trakai-panevezys/BvAx8fb
