liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Inglaterra - Premier League,17:00,Brentford,Arsenal,5.0,4.0,1.66,https://redscores.com/pt-br/match/arsenal-brentford/Jx2B
Brasil - Serie A,19:00,Athletico PR,Santos,2.2,3.2,3.5,https://redscores.com/pt-br/match/athletico-pr-santos/i5xm9
Brasil - Serie A,19:30,Fluminense,Botafogo,2.1,3.25,3.7,https://redscores.com/pt-br/match/fluminense-botafogo/7Ix7X
Brasil - Serie A,20:00,Corinthians,Bragantino,2.0,3.3,3.9,https://redscores.com/pt-br/match/corinthians-bragantino/8cxadb
Brasil - Serie A,21:30,Internacional,Palmeiras,3.1,3.3,2.37,https://redscores.com/pt-br/match/internacional-palmeiras/gwxd5
Países Baixos - Eerste Divisie,16:00,Den Bosch,Eindhoven,1.9,3.9,3.6,https://redscores.com/pt-br/match/fc-eindhoven-fc-den-bosch/HCxdT
Suíça - Super League,16:30,Thun,Lausanne Sport,1.95,3.6,3.6,https://redscores.com/pt-br/match/lausanne-sport-thun/TtxU1b
Suíça - Super League,16:30,Sion,Basel,2.62,3.5,2.5,https://redscores.com/pt-br/match/sion-basel/RDxUD
Argentina - Superliga,19:00,Tigre,Aldosivi,1.83,3.0,5.75,https://redscores.com/pt-br/match/aldosivi-tigre/2Tbxbub
Argentina - Superliga,21:15,Argentinos Juniors,River Plate,2.37,2.9,3.4,https://redscores.com/pt-br/match/argentinos-juniors-river-plate/t4x8Ub
Arábia Saudita - Pro League,12:45,Damac,Al Taawoun,3.4,3.2,1.95,https://redscores.com/pt-br/match/al-taawoun-damac/GTxlXc
Arábia Saudita - Pro League,14:30,Al Hazm,Al Akhdoud,1.9,3.2,3.7,https://redscores.com/pt-br/match/al-hazm-al-akhdoud/cXcxLQAA
Arábia Saudita - Pro League,14:30,Al Quadisiya,Al Suqoor,1.45,4.0,5.75,https://redscores.com/pt-br/match/al-quadisiya-al-suqoor/tPBxuXc
Colômbia - Liga BetPlay,18:10,Boyacá Chicó,Jaguares de Córdoba,1.85,3.2,4.75,https://redscores.com/pt-br/match/jaguares-de-cordoba-boyaca-chico/wKBxs5B
Colômbia - Liga BetPlay,20:20,Once Caldas,Junior FC,2.1,3.25,3.7,https://redscores.com/pt-br/match/once-caldas-junior-fc/E7xWCb
Colômbia - Liga BetPlay,22:30,Atlético Nacional,Fortaleza CEIF,,,,https://redscores.com/pt-br/match/fortaleza-ceif-atletico-nacional/ZUAxEyA
