liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Espanha - La Liga,17:00,Girona,Barcelona,7.5,5.75,1.33,https://redscores.com/pt-br/match/fc-barcelona-girona/lAxYB
Itália - Serie A,16:45,Cagliari,Lecce,2.3,2.9,3.6,https://redscores.com/pt-br/match/cagliari-lecce/sExVCb
Portugal - Primeira Liga,17:15,Rio Ave,Moreirense,3.1,3.2,2.37,https://redscores.com/pt-br/match/moreirense-rio-ave/YIxQVA
Turquia - Super Lig,14:00,Kasımpaşa,Karagümrük,1.95,3.5,3.75,https://redscores.com/pt-br/match/kasimpasa-fatih-karagumruk/rIxMcA
Inglaterra - Championship,17:00,Coventry,Middlesbrough,2.3,3.5,2.9,https://redscores.com/pt-br/match/middlesbrough-coventry-city/Dx5A
Espanha - La Liga 2,16:30,R. Sociedad II,Málaga,3.1,3.3,2.3,https://redscores.com/pt-br/match/malaga-real-sociedad-ii/cbxjsb
França - Ligue 2,16:45,Bastia,Troyes,3.0,2.9,2.37,https://redscores.com/pt-br/match/bastia-troyes/BDxq3A
Países Baixos - Eerste Divisie,16:00,Jong Utrecht,Willem II,2.35,4.0,2.55,https://redscores.com/pt-br/match/willem-ii-jong-utrecht/8fxfW
Países Baixos - Eerste Divisie,16:00,Jong Ajax,Cambuur,5.5,4.5,1.53,https://redscores.com/pt-br/match/sc-cambuur-jong-ajax/qLxtW
Dinamarca - Superliga,15:00,SønderjyskE,Silkeborg,1.9,3.9,3.5,https://redscores.com/pt-br/match/silkeborg-sonderjyske/MAxmd
Argentina - Superliga,19:00,Deportivo Riestra,Newell's Old Boys,2.35,2.8,3.7,https://redscores.com/pt-br/match/newell-s-old-boys-deportivo-riestra/qx94B
Grécia - Super League,13:00,Atromitos,Panserraikos,1.4,4.2,9.0,https://redscores.com/pt-br/match/panserraikos-atromitos/b7AxoTb
Argentina - Primera B Nacional,17:00,Atlanta,Quilmes,1.85,2.9,5.5,https://redscores.com/pt-br/match/quilmes-atlanta/pebx5vb
Argentina - Primera B Nacional,17:00,Gimnasia Jujuy,Midland,1.8,3.25,5.0,https://redscores.com/pt-br/match/gimnasia-jujuy-midland/Nobxhwb
Colômbia - Liga BetPlay,36',Fortaleza CEIF,Boyacá Chicó,1.95,2.5,6.0,https://redscores.com/pt-br/match/fortaleza-ceif-boyaca-chico/ZUAxs5B
Egito - Premier League,12:00,Al Ittihad,Smouha,3.25,2.62,2.45,https://redscores.com/pt-br/match/al-ittihad-smouha/SCbxmQb
Egito - Premier League,12:00,Future FC,Kahraba Ismailia,1.7,3.4,4.75,https://redscores.com/pt-br/match/kahraba-ismailia-future-fc/GncxvKdA
Egito - Premier League,15:00,ENPPI,National Bank of Egypt,3.3,2.7,2.37,https://redscores.com/pt-br/match/enppi-national-bank-of-egypt/aEAxuKdA
Eslovênia - 1. SNL,13:30,Bravo,Aluminij,1.8,3.8,3.6,https://redscores.com/pt-br/match/aluminij-bravo/72xXYM
Israel - Ligat ha'Al,15:30,Beitar Jerusalem,Maccabi Tel Aviv,2.6,3.5,2.3,https://redscores.com/pt-br/match/beitar-jerusalem-maccabi-tel-aviv/uExez
Polônia - Ekstraklasa,15:00,Nieciecza,Górnik Zabrze,3.25,3.4,2.05,https://redscores.com/pt-br/match/nieciecza-gornik-zabrze/FUx9aA
Portugal - Segunda Liga,15:00,Penafiel,Lusitania FC Lourosa,2.5,3.1,2.75,https://redscores.com/pt-br/match/penafiel-lusitania-fc-lourosa/k2AxcUd
Romênia - Liga 1,12:00,Hermannstadt,CFR Cluj,4.2,3.2,1.8,https://redscores.com/pt-br/match/cfr-cluj-hermannstadt/a8x2LB
Romênia - Liga 1,15:00,Dinamo Bucureşti,Unirea Slobozia,1.22,4.75,11.0,https://redscores.com/pt-br/match/dinamo-bucuresti-unirea-slobozia/ZixJFb
Sérvia - Super Liga,13:00,IMT Novi Beograd,Javor Ivanjica,1.9,3.4,3.8,https://redscores.com/pt-br/match/javor-ivanjica-imt-novi-beograd/LwxmqD
Uruguai - Primera Division,19:00,Albion,Cerro,2.15,3.0,3.4,https://redscores.com/pt-br/match/cerro-albion/m4xQgu
Uruguai - Primera Division,21:30,Torque,Juventud,,,,https://redscores.com/pt-br/match/torque-juventud/ZoAxCpb
Bulgária - Parva Liga,10:00,Septemvri Sofia,Montana,2.55,3.1,2.87,https://redscores.com/pt-br/match/montana-septemvri-sofia/fjxlbb
Bulgária - Parva Liga,12:30,Botev Vratsa,Dobrudzha 1919,2.1,3.2,3.75,https://redscores.com/pt-br/match/botev-vratsa-dobrudzha-1919/ZPAxhBb
