liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Brasil - Serie A,19:00,Atlético Mineiro,Internacional,2.2,3.4,3.3,https://redscores.com/pt-br/match/internacional-atletico-mineiro/gwxF5
Brasil - Serie A,20:00,Bahia,Vitória,1.72,3.6,5.0,https://redscores.com/pt-br/match/bahia-vitoria/KFxm5
Brasil - Serie A,21:30,Flamengo,Cruzeiro,1.5,4.2,6.25,https://redscores.com/pt-br/match/flamengo-cruzeiro/Yixi4
Brasil - Serie A,21:30,Corinthians,Coritiba,1.57,4.0,6.0,https://redscores.com/pt-br/match/corinthians-coritiba/8cxbvA
Inglaterra - Championship,16:45,Norwich,Sheffield Utd,2.55,3.5,2.6,https://redscores.com/pt-br/match/sheffield-united-norwich-city/KxQ
Inglaterra - Championship,16:45,Oxford Utd,Blackburn,2.6,3.2,2.7,https://redscores.com/pt-br/match/blackburn-rovers-oxford-united/bx2c
Inglaterra - Championship,16:45,West Brom,Southampton,2.87,3.5,2.35,https://redscores.com/pt-br/match/west-bromwich-albion-southampton/fxcA
Inglaterra - Championship,16:45,Middlesbrough,Charlton,1.36,4.75,7.5,https://redscores.com/pt-br/match/charlton-athletic-middlesbrough/cxD
Inglaterra - Championship,16:45,Birmingham,QPR,1.7,3.9,4.5,https://redscores.com/pt-br/match/birmingham-city-queens-park-rangers/gxy
Inglaterra - Championship,17:00,Coventry,Preston,1.44,4.75,6.0,https://redscores.com/pt-br/match/preston-north-end-coventry-city/tAx5A
Inglaterra - League One,16:45,Wimbledon,Blackpool,2.15,3.25,3.25,https://redscores.com/pt-br/match/blackpool-afc-wimbledon/ox6c
Inglaterra - League One,16:45,Port Vale,Bradford City,3.1,3.2,2.25,https://redscores.com/pt-br/match/bradford-city-port-vale/HbxVC
Argentina - Superliga,17:30,Banfield,Gimnasia La Plata,2.25,3.0,3.6,https://redscores.com/pt-br/match/gimnasia-la-plata-banfield/VDxQh
Argentina - Superliga,17:30,Argentinos Juniors,Rosario Central,2.05,2.87,4.5,https://redscores.com/pt-br/match/rosario-central-argentinos-juniors/f4xt4
Argentina - Superliga,19:45,Boca Juniors,San Lorenzo,1.66,3.4,6.25,https://redscores.com/pt-br/match/san-lorenzo-boca-juniors/qextE
Argentina - Superliga,22:00,Atlético Tucumán,Aldosivi,1.9,3.25,4.5,https://redscores.com/pt-br/match/aldosivi-atletico-tucuman/2Tbxa2b
Argentina - Superliga,22:00,Independiente Rivadavia,Barracas Central,1.61,3.4,6.5,https://redscores.com/pt-br/match/independiente-rivadavia-barracas-central/JGx3gb
África do Sul - Premier League,14:30,Orlando Pirates,Richards Bay,1.27,4.1,11.0,https://redscores.com/pt-br/match/orlando-pirates-richards-bay/IUbxq0R
Bélgica - First Division B,16:00,Jong Gent,Lommel United,3.3,3.5,1.9,https://redscores.com/pt-br/match/lommel-united-jong-gent/OvxgQGA
Bélgica - First Division B,16:00,Olympic Charleroi,Seraing,2.35,3.3,2.6,https://redscores.com/pt-br/match/rfc-seraing-olympic-charleroi/NNxE4A
Bélgica - First Division B,16:00,Waasland-Beveren,RWDM,1.33,4.33,7.5,https://redscores.com/pt-br/match/waasland-beveren-rwdm/1kxFhb
Egito - Premier League,16:30,ENPPI,Zamalek,4.1,3.1,1.83,https://redscores.com/pt-br/match/enppi-zamalek/aEAxpzA
Egito - Premier League,16:30,ZED FC,Future FC,2.4,2.7,3.0,https://redscores.com/pt-br/match/zed-fc-future-fc/LdBAxvKdA
Lituânia - A Lyga,09:00,Hegelmann Litauen,FA Šiauliai,1.5,4.0,5.0,https://redscores.com/pt-br/match/hegelmann-litauen-fa-siauliai/hBBx2wbA
Lituânia - A Lyga,10:30,TransINVEST Vilnius,Banga,1.9,3.4,3.4,https://redscores.com/pt-br/match/banga-transinvest-vilnius/yFbxMFEA
Lituânia - A Lyga,14:30,Trakai,Džiugas Telšiai,3.9,3.4,1.75,https://redscores.com/pt-br/match/dziugas-telsiai-trakai/10xBvA
