id_jogo,liga,hora,home,away,link_confronto,odd_h,odd_d,odd_a
19387130,Brasil - Serie A,16:00,Grêmio,Mirassol,https://redscores.com/pt-br/match/gremio-mirassol/7yxm9b,,,2.3
19387132,Brasil - Serie A,16:00,Fortaleza,Vitória,https://redscores.com/pt-br/match/vitoria-fortaleza/m5xl8,,,1.85
19387126,Brasil - Serie A,18:30,Palmeiras,Internacional,https://redscores.com/pt-br/match/internacional-palmeiras/gwxd5,,,1.6
19387124,Brasil - Serie A,21:00,Fluminense,Corinthians,https://redscores.com/pt-br/match/corinthians-fluminense/8cx7I,,,2.1
19353088,EUA - Major League Soccer,20:30,Atlanta United,Columbus Crew,https://redscores.com/pt-br/match/columbus-crew-atlanta-united/oExX8,,,2.55
19353090,EUA - Major League Soccer,20:30,Cincinnati,Nashville SC,https://redscores.com/pt-br/match/cincinnati-nashville-sc/S8xAYT,,,2.55
19353091,EUA - Major League Soccer,20:30,DC United,Orlando City,https://redscores.com/pt-br/match/dc-united-orlando-city/9bxKB,,,3.3
19353093,EUA - Major League Soccer,20:30,New England,Toronto,https://redscores.com/pt-br/match/toronto-new-england/ZAxPf,,,1.75
19353092,EUA - Major League Soccer,20:30,CF Montréal,St. Louis City,https://redscores.com/pt-br/match/cf-montreal-st-louis-city/HaAx7ZfA,,,2.25
19353089,EUA - Major League Soccer,20:30,Charlotte,Inter Miami,https://redscores.com/pt-br/match/inter-miami-charlotte/3IBAxH4eA,,,2.6
19353096,EUA - Major League Soccer,21:30,Dallas,Austin,https://redscores.com/pt-br/match/dallas-austin/rExXjDA,,,2.37
19353097,EUA - Major League Soccer,21:30,Seattle Sounders,LA Galaxy,https://redscores.com/pt-br/match/la-galaxy-seattle-sounders/ydxnV,,,1.4
19353094,EUA - Major League Soccer,21:30,SJ Earthquakes,Los Angeles FC,https://redscores.com/pt-br/match/sj-earthquakes-los-angeles-fc/Vcx0UT,,,
19353095,EUA - Major League Soccer,21:30,Chicago Fire,New York City,https://redscores.com/pt-br/match/chicago-fire-new-york-city/hAxo8,,,2.1
19353099,EUA - Major League Soccer,22:30,Real Salt Lake,Sporting KC,https://redscores.com/pt-br/match/sporting-kc-real-salt-lake/jCxMI,,,1.57
19353098,EUA - Major League Soccer,22:30,Colorado Rapids,Houston Dynamo,https://redscores.com/pt-br/match/colorado-rapids-houston-dynamo/6bx0D,,,2.05
19353100,EUA - Major League Soccer,22:35,Vancouver Whitecaps,Philadelphia Union,https://redscores.com/pt-br/match/philadelphia-union-vancouver-whitecaps/PcxYc,,,2.25
19353101,EUA - Major League Soccer,23:30,Portland Timbers,New York RB,https://redscores.com/pt-br/match/new-york-rb-portland-timbers/Idx7E,,,2.05
19353102,EUA - Major League Soccer,23:30,San Diego,Minnesota United,https://redscores.com/pt-br/match/minnesota-united-san-diego/u8x1cGA,,,1.85
19354719,Noruega - Eliteserien,11:00,Molde,Fredrikstad,https://redscores.com/pt-br/match/molde-fredrikstad/XcxRo,,,1.7
19354714,Noruega - Eliteserien,13:00,Brann,Vålerenga,https://redscores.com/pt-br/match/valerenga-brann/hexru,,,1.61
19347870,Suécia - Allsvenskan,10:00,Degerfors,Mjällby,https://redscores.com/pt-br/match/mjallby-degerfors/WdxeW,,,4.5
19347869,Suécia - Allsvenskan,12:30,Halmstad,Norrköping,https://redscores.com/pt-br/match/halmstad-norrkoping/zFxc8,,,2.7
19572396,Finlândia - Veikkausliiga,09:00,Mariehamn,Haka,https://redscores.com/pt-br/match/mariehamn-haka/6Gxkdb,,,2.55
19572397,Finlândia - Veikkausliiga,11:00,VPS,KTP,https://redscores.com/pt-br/match/vps-ktp/fpxQgA,,,1.7
19574030,Finlândia - Veikkausliiga,11:00,Gnistan,Inter Turku,https://redscores.com/pt-br/match/inter-turku-gnistan/JNxenb,,,4.33
19574031,Finlândia - Veikkausliiga,13:00,SJK,HJK,https://redscores.com/pt-br/match/hjk-sjk/2FxQG,,,3
19362197,Argentina - Superliga,14:30,Godoy Cruz,Barracas Central,https://redscores.com/pt-br/match/barracas-central-godoy-cruz/3gbxD7b,,,2
19362194,Argentina - Superliga,16:45,Independiente,Banfield,https://redscores.com/pt-br/match/banfield-independiente/QhxV4b,,,1.7
19362195,Argentina - Superliga,19:00,Estudiantes,River Plate,https://redscores.com/pt-br/match/estudiantes-river-plate/bPbx8Ub,,,3
19362208,Argentina - Superliga,21:15,Sarmiento,Aldosivi,https://redscores.com/pt-br/match/aldosivi-sarmiento/2Tbxzub,,,2.25
19377679,China - Super League,08:00,Meizhou Hakka,Qingdao Hainiu,https://redscores.com/pt-br/match/meizhou-hakka-qingdao-hainiu/OBBxj0c,,,
19377680,China - Super League,08:35,Qingdao Youth Island,Zhejiang,https://redscores.com/pt-br/match/zhejiang-qingdao-youth-island/88xqfeA,,,2.8
19360779,Argentina - Primera B Nacional,15:30,Defensores de Belgrano,Chaco For Ever,https://redscores.com/pt-br/match/defensores-de-belgrano-chaco-for-ever/f0x3ub,,,2.25
19360781,Argentina - Primera B Nacional,15:30,Talleres Remedios,Colón,https://redscores.com/pt-br/match/colon-talleres-remedios/nBAxzCA,,,2.87
19360783,Argentina - Primera B Nacional,15:30,Estudiantes Caseros,Defensores Unidos,https://redscores.com/pt-br/match/estudiantes-caseros-defensores-unidos/bvbxT5B,,,1.57
19360767,Argentina - Primera B Nacional,15:30,Ferro Carril Oeste,San Miguel,https://redscores.com/pt-br/match/ferro-carril-oeste-san-miguel/f3AxQ5B,,,2.5
19360782,Argentina - Primera B Nacional,16:30,Deportivo Morón,Temperley,https://redscores.com/pt-br/match/temperley-deportivo-moron/lvbxE5B,,,2.05
