liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Espanha - La Liga,17:00,Real Madrid,Getafe,1.3,5.25,10.0,https://redscores.com/pt-br/match/getafe-real-madrid/WAx15
Itália - Serie A,14:30,Pisa,Bologna,4.0,3.4,1.95,https://redscores.com/pt-br/match/pisa-bologna/RIxrIb
Itália - Serie A,16:45,Udinese,Fiorentina,3.2,3.1,2.4,https://redscores.com/pt-br/match/fiorentina-udinese/YAxUC
Portugal - Primeira Liga,17:15,Gil Vicente,Benfica,5.5,3.8,1.6,https://redscores.com/pt-br/match/gil-vicente-benfica/8Cx5E
Inglaterra - Championship,17:00,Birmingham,Middlesbrough,2.55,3.6,2.5,https://redscores.com/pt-br/match/middlesbrough-birmingham-city/Dxg
Espanha - La Liga 2,16:30,Córdoba,FC Andorra,1.75,3.9,4.2,https://redscores.com/pt-br/match/cordoba-fc-andorra/iHxq9bA
França - Ligue 2,16:45,Amiens,Troyes,3.9,3.3,1.8,https://redscores.com/pt-br/match/amiens-sc-troyes/yGxq3A
Países Baixos - Eerste Divisie,16:00,FC Emmen,Jong Utrecht,2.1,3.6,3.0,https://redscores.com/pt-br/match/fc-emmen-jong-utrecht/RuxfW
Argentina - Superliga,19:15,Deportivo Riestra,Platense,,,,https://redscores.com/pt-br/match/platense-deportivo-riestra/hubx94B
Argentina - Superliga,19:15,Estudiantes,Vélez Sarsfield,2.2,2.7,4.33,https://redscores.com/pt-br/match/estudiantes-velez-sarsfield/bPbxlub
Argentina - Superliga,21:30,Independiente Rivadavia,River Plate,3.4,3.1,2.35,https://redscores.com/pt-br/match/independiente-rivadavia-river-plate/JGx8Ub
Argentina - Superliga,21:30,Banfield,Aldosivi,,,,https://redscores.com/pt-br/match/banfield-aldosivi/Qhx2Tb
Argentina - Primera B Nacional,21:00,Atlanta,Patronato,1.95,2.87,4.33,https://redscores.com/pt-br/match/patronato-atlanta/H2Ax5vb
Armênia - Premier League,08:00,Gandzasar,Noah,,,,https://redscores.com/pt-br/match/noah-gandzasar/lTRxNsEA
Coréia do Sul - K-League 1,02:00,Daejeon Citizen,Anyang,1.75,3.6,4.2,https://redscores.com/pt-br/match/daejeon-citizen-anyang/1PAxUEb
Coréia do Sul - K League 2,02:00,Chungnam Asan,Paju Citizen,,,,https://redscores.com/pt-br/match/chungnam-asan-paju-citizen/aYcxw5c
Coréia do Sul - K League 2,04:30,Busan I'Park,Seongnam,2.6,2.9,2.6,https://redscores.com/pt-br/match/busan-i-park-seongnam/dwxd8
Egito - Premier League,16:30,Pharco,Kahraba Ismailia,2.5,2.8,2.8,https://redscores.com/pt-br/match/kahraba-ismailia-pharco/GncxuyE
Egito - Premier League,16:30,Al Ittihad,Ghazl El Mehalla,2.0,2.87,3.7,https://redscores.com/pt-br/match/al-ittihad-ghazl-el-mehalla/SCbxrMc
Equador - Liga Pro,21:30,Manta,Independiente del Valle,5.5,3.7,1.57,https://redscores.com/pt-br/match/manta-independiente-del-valle/MfBx55B
Irlanda - Premier Division,16:45,St Patrick's,Galway United,1.75,3.1,4.75,https://redscores.com/pt-br/match/galway-united-st-patrick-s/DCxuk
Israel - Ligat ha'Al,15:30,Hapoel Tel Aviv,Maccabi Haifa,2.5,3.25,2.4,https://redscores.com/pt-br/match/maccabi-haifa-hapoel-tel-aviv/lExE2A
Paraguai - Division 1,18:30,Sportivo Luqueño,Rubio Ñú,1.95,3.1,3.6,https://redscores.com/pt-br/match/rubio-nu-sportivo-luqueno/TAAxPpA
Paraguai - Division 1,20:30,Sportivo San Lorenzo,Libertad,,,,https://redscores.com/pt-br/match/sportivo-san-lorenzo-libertad/t5bxb7b
Polônia - Ekstraklasa,15:00,Zagłębie Lubin,Wisła Płock,2.5,3.0,2.75,https://redscores.com/pt-br/match/zaglebie-lubin-wisla-plock/XkxQW
Portugal - Segunda Liga,15:00,Feirense,Felgueiras 1932,2.25,2.9,3.2,https://redscores.com/pt-br/match/feirense-felgueiras-1932/jdbxwsb
Romênia - Liga 1,14:30,Unirea Slobozia,Rapid Bucuresti,7.5,4.0,1.4,https://redscores.com/pt-br/match/rapid-bucuresti-unirea-slobozia/nCbxJFb
Sérvia - Super Liga,13:00,IMT Novi Beograd,Radnik Surdulica,2.3,3.4,2.87,https://redscores.com/pt-br/match/radnik-surdulica-imt-novi-beograd/RvAxmqD
Uruguai - Primera Division,20:00,Deportivo Maldonado,Juventud,1.83,3.2,3.9,https://redscores.com/pt-br/match/deportivo-maldonado-juventud/yBbxCpb
Bulgária - Parva Liga,13:00,Ludogorets,Lokomotiv Plovdiv,1.36,4.5,8.5,https://redscores.com/pt-br/match/lokomotiv-plovdiv-ludogorets/mCx7w
