liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Inglaterra - Premier League,17:00,Manchester United,Everton,1.75,4.0,4.33,https://redscores.com/pt-br/match/everton-manchester-united/Gxh
Espanha - La Liga,17:00,Espanyol,Sevilla,2.0,3.4,3.75,https://redscores.com/pt-br/match/espanyol-sevilla/uexCF
Itália - Serie A,14:30,Torino,Como,3.4,3.2,2.25,https://redscores.com/pt-br/match/como-torino/mcxBf
Itália - Serie A,16:45,Sassuolo,Pisa,2.05,3.2,4.0,https://redscores.com/pt-br/match/pisa-sassuolo/RIxpw
Turquia - Super Lig,14:00,Başakşehir,Trabzonspor,2.4,3.4,2.8,https://redscores.com/pt-br/match/trabzonspor-istanbul-basaksehir/IFxv9
Turquia - Super Lig,14:00,Konyaspor,Antalyaspor,1.75,3.5,4.75,https://redscores.com/pt-br/match/antalyaspor-konyaspor/kAxEV
Brasil - Serie A,19:00,Mirassol,Ceará,1.66,3.7,5.5,https://redscores.com/pt-br/match/mirassol-ceara/m9bxkIB
Brasil - Serie A,21:00,Internacional,Santos,2.2,3.2,3.5,https://redscores.com/pt-br/match/internacional-santos/gwxm9
Espanha - La Liga 2,16:30,R. Sociedad II,Valladolid,3.75,3.1,2.1,https://redscores.com/pt-br/match/real-valladolid-real-sociedad-ii/5Cxjsb
Itália - Serie B,16:30,Sampdoria,Juve Stabia,2.7,3.0,2.8,https://redscores.com/pt-br/match/sampdoria-juve-stabia/rex31A
França - Ligue 2,16:45,Reims,Montpellier,2.0,3.0,3.4,https://redscores.com/pt-br/match/montpellier-reims/qEx1i
Países Baixos - Eerste Divisie,16:00,Jong AZ,TOP Oss,1.95,3.75,3.5,https://redscores.com/pt-br/match/top-oss-jong-az/vtxc0
Países Baixos - Eerste Divisie,16:00,Helmond,Jong Ajax,1.61,4.1,5.0,https://redscores.com/pt-br/match/helmond-sport-jong-ajax/kuxtW
Países Baixos - Eerste Divisie,16:00,Jong Utrecht,Den Bosch,2.45,3.8,2.55,https://redscores.com/pt-br/match/fc-den-bosch-jong-utrecht/dTxfW
Países Baixos - Eerste Divisie,16:00,Almere City,Venlo,1.8,4.0,3.9,https://redscores.com/pt-br/match/almere-city-vvv-venlo/pLxaT
Dinamarca - Superliga,15:00,Randers,OB,2.25,3.5,3.0,https://redscores.com/pt-br/match/ob-randers/kOxtt
Grécia - Super League,13:00,Volos NFC,Levadiakos,3.2,3.3,2.25,https://redscores.com/pt-br/match/levadiakos-volos-nfc/hixifs
Grécia - Super League,15:00,Larissa,OFI,2.25,3.25,3.25,https://redscores.com/pt-br/match/ofi-larissa/6Ax1I
Chile - Primera Division,20:00,Ñublense,Huachipato,2.05,3.2,3.5,https://redscores.com/pt-br/match/nublense-huachipato/MkBx4bc
Eslovênia - 1. SNL,13:30,Bravo,Radomlje,1.6,3.7,4.75,https://redscores.com/pt-br/match/radomlje-bravo/49AxXYM
Polônia - Ekstraklasa,15:00,Pogoń Szczecin,Zagłębie Lubin,1.8,3.6,3.9,https://redscores.com/pt-br/match/pogon-szczecin-zaglebie-lubin/HGxXk
Romênia - Liga 1,12:30,Metaloglobus,Hermannstadt,3.3,3.0,2.05,https://redscores.com/pt-br/match/metaloglobus-hermannstadt/9eBx2LB
Romênia - Liga 1,15:30,Botoşani,Dinamo Bucureşti,2.7,3.1,2.35,https://redscores.com/pt-br/match/dinamo-bucuresti-botosani/ZixL1
Bulgária - Parva Liga,12:30,Botev Vratsa,Slavia Sofia,2.4,3.0,3.1,https://redscores.com/pt-br/match/slavia-sofia-botev-vratsa/ljxZPA
