liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Inglaterra - Premier League,13:30,Aston Villa,Manchester United,2.1,3.7,3.3,https://redscores.com/pt-br/match/manchester-united-aston-villa/hxH
Espanha - La Liga,10:00,Girona,Atlético Madrid,5.0,4.0,1.66,https://redscores.com/pt-br/match/girona-atletico-madrid/YBxZeb
Espanha - La Liga,12:15,Villarreal,Barcelona,3.4,4.75,1.8,https://redscores.com/pt-br/match/fc-barcelona-villarreal/lAxa6
Espanha - La Liga,14:30,Elche,Rayo Vallecano,2.37,3.1,3.25,https://redscores.com/pt-br/match/rayo-vallecano-elche/FdxAj
Espanha - La Liga,17:00,Betis,Getafe,1.7,3.5,5.75,https://redscores.com/pt-br/match/getafe-real-betis/WAx7D
Alemanha - Bundesliga,11:30,Mainz,St. Pauli,2.0,3.3,4.0,https://redscores.com/pt-br/match/st-pauli-fsv-mainz-05/YCxAG
Alemanha - Bundesliga,13:30,Heidenheim,Bayern,15.0,10.0,1.12,https://redscores.com/pt-br/match/fc-bayern-munchen-heidenheim/HexMX
Itália - Serie A,08:30,Cagliari,Pisa,2.15,3.1,3.7,https://redscores.com/pt-br/match/cagliari-pisa/sExRI
Itália - Serie A,11:00,Sassuolo,Torino,2.37,3.1,3.3,https://redscores.com/pt-br/match/torino-sassuolo/Bfxpw
Itália - Serie A,14:00,Fiorentina,Udinese,2.25,3.2,3.4,https://redscores.com/pt-br/match/fiorentina-udinese/YAxUC
Itália - Serie A,16:45,Genoa,Atalanta,4.0,3.4,1.95,https://redscores.com/pt-br/match/genoa-atalanta/UAxSF
Países Baixos - Eredivisie,08:15,Utrecht,PSV,4.5,4.1,1.7,https://redscores.com/pt-br/match/psv-fc-utrecht/FFxjg
Países Baixos - Eredivisie,10:30,G. A. Eagle,Groningen,3.3,3.5,2.15,https://redscores.com/pt-br/match/go-ahead-eagles-fc-groningen/3fxNt
Países Baixos - Eredivisie,10:30,Feyenoord,Twente,1.66,4.2,4.5,https://redscores.com/pt-br/match/feyenoord-fc-twente/gAxwE
Países Baixos - Eredivisie,12:45,Fortuna Sittard,AZ,4.1,3.8,1.83,https://redscores.com/pt-br/match/az-fortuna-sittard/aAx5L
Países Baixos - Eredivisie,12:45,FC Volendam,Sparta Rotterdam,2.7,3.75,2.4,https://redscores.com/pt-br/match/sparta-rotterdam-fc-volendam/cHxIT
Portugal - Primeira Liga,12:30,AVS,Nacional,3.2,3.3,2.25,https://redscores.com/pt-br/match/nacional-avs/k3AxqKFA
Portugal - Primeira Liga,15:00,Tondela,Casa Pia,2.25,3.25,3.4,https://redscores.com/pt-br/match/tondela-casa-pia/k6xOEB
Portugal - Primeira Liga,17:30,Santa Clara,Arouca,1.8,3.25,5.0,https://redscores.com/pt-br/match/santa-clara-arouca/CVxCdA
Turquia - Super Lig,08:30,Alanyaspor,Karagümrük,1.7,3.7,4.75,https://redscores.com/pt-br/match/alanyaspor-fatih-karagumruk/vCxMcA
Turquia - Super Lig,14:00,Göztepe,Samsunspor,2.2,3.2,3.4,https://redscores.com/pt-br/match/samsunspor-goztepe/CXx3bA
Turquia - Super Lig,14:00,Galatasaray,Kasımpaşa,1.22,7.5,9.0,https://redscores.com/pt-br/match/galatasaray-kasimpasa/rxrI
Bélgica - Pro League,09:30,Club Brugge,Gent,1.42,4.33,6.25,https://redscores.com/pt-br/match/club-brugge-gent/RCxLT
Bélgica - Pro League,12:00,St. Truiden,Mechelen,1.66,3.7,4.33,https://redscores.com/pt-br/match/sint-truiden-mechelen/ZCxfY
Bélgica - Pro League,14:30,Antwerp,Anderlecht,2.9,3.3,2.3,https://redscores.com/pt-br/match/antwerp-anderlecht/LCx3U
Bélgica - Pro League,15:15,OH Leuven,Cercle Brugge,2.45,3.3,2.55,https://redscores.com/pt-br/match/oh-leuven-cercle-brugge/5PxjV
Escócia - Premiership,10:30,Hearts,Rangers,2.05,3.5,3.5,https://redscores.com/pt-br/match/rangers-hearts/AAxEC
Escócia - Premiership,12:00,Celtic,Aberdeen,1.33,6.0,7.5,https://redscores.com/pt-br/match/celtic-aberdeen/2xOc
Espanha - La Liga 2,10:00,Málaga,Almería,3.1,3.25,2.35,https://redscores.com/pt-br/match/malaga-almeria/cbxef
Espanha - La Liga 2,12:15,Mirandés,Córdoba,3.3,3.3,2.2,https://redscores.com/pt-br/match/cordoba-mirandes/iHxh2A
Espanha - La Liga 2,12:15,R. Sociedad II,Ceuta,2.75,3.1,2.7,https://redscores.com/pt-br/match/real-sociedad-ii-ceuta/jsbxeJB
Espanha - La Liga 2,14:30,Burgos,Zaragoza,2.2,2.9,3.9,https://redscores.com/pt-br/match/real-zaragoza-burgos/BcAxEHb
Espanha - La Liga 2,14:30,Granada,Albacete,2.0,3.1,4.1,https://redscores.com/pt-br/match/granada-albacete/vAx70
Espanha - La Liga 2,17:00,Cádiz,Castellón,3.25,3.3,2.2,https://redscores.com/pt-br/match/cadiz-castellon/5ZAxcvb
Itália - Serie B,11:00,Virtus Entella,Südtirol,2.4,2.9,3.25,https://redscores.com/pt-br/match/sudtirol-virtus-entella/3bxfdb
Itália - Serie B,13:15,Mantova,Empoli,2.7,3.1,2.7,https://redscores.com/pt-br/match/empoli-mantova/PdxR3b
Alemanha - 2. Bundesliga,09:30,Preußen Münster,Elversberg,3.25,3.5,2.1,https://redscores.com/pt-br/match/elversberg-preusen-munster/Z7xY8
Alemanha - 2. Bundesliga,09:30,Nürnberg,Hannover,3.4,3.75,1.95,https://redscores.com/pt-br/match/nurnberg-hannover-96/UHx2U
Alemanha - 2. Bundesliga,09:30,Eintracht Braunschweig,Schalke,3.4,3.3,2.15,https://redscores.com/pt-br/match/schalke-04-eintracht-braunschweig/dAxN7
Países Baixos - Eerste Divisie,08:15,Den Bosch,Vitesse,2.05,3.9,3.1,https://redscores.com/pt-br/match/vitesse-fc-den-bosch/QAxdT
Países Baixos - Eerste Divisie,10:30,Helmond,Willem II,2.75,3.5,2.5,https://redscores.com/pt-br/match/willem-ii-helmond-sport/8fxku
Suíça - Super League,10:00,Lausanne Sport,Luzern,2.05,3.75,3.3,https://redscores.com/pt-br/match/lausanne-sport-luzern/TtxUZ
Suíça - Super League,12:30,Grasshopper,St. Gallen,3.0,3.5,2.25,https://redscores.com/pt-br/match/st-gallen-grasshopper/6Cx9X
Suíça - Super League,12:30,Lugano,Young Boys,2.3,3.4,2.6,https://redscores.com/pt-br/match/young-boys-lugano/SfxZvB
Grécia - Super League,12:30,Larissa,Atromitos,2.75,3.0,2.75,https://redscores.com/pt-br/match/larissa-atromitos/1IxoTb
Grécia - Super League,14:30,PAOK,Panathinaikos,1.9,3.5,3.9,https://redscores.com/pt-br/match/panathinaikos-paok/6xTf
Grécia - Super League,16:00,AEK Athens,OFI,1.14,7.5,17.0,https://redscores.com/pt-br/match/ofi-aek-athens/6Axzg
Alemanha - 3. Liga,09:30,Havelse,Alemannia Aachen,3.0,3.5,2.15,https://redscores.com/pt-br/match/alemannia-aachen-havelse/r3x76
Alemanha - 3. Liga,12:30,Hoffenheim II,Wehen Wiesbaden,1.95,3.6,3.3,https://redscores.com/pt-br/match/hoffenheim-ii-wehen-wiesbaden/Hrxv6
Alemanha - 3. Liga,15:30,Viktoria Köln,MSV Duisburg,2.6,3.4,2.5,https://redscores.com/pt-br/match/viktoria-koln-msv-duisburg/IXxm3
Bélgica - First Division B,12:00,RWDM,Liège,2.15,3.3,2.8,https://redscores.com/pt-br/match/liege-rwdm/d2xFhb
Bélgica - First Division B,12:00,Lokeren-Temse,Patro Eisden,2.6,3.1,2.45,https://redscores.com/pt-br/match/patro-eisden-lokeren-temse/d0xFqCA
Bélgica - First Division B,15:15,Eupen,Olympic Charleroi,1.75,3.4,3.9,https://redscores.com/pt-br/match/as-eupen-olympic-charleroi/QTxE4A
Croácia - 1. HNL,11:00,Hajduk Split,Vukovar,1.27,5.0,9.0,https://redscores.com/pt-br/match/hajduk-split-vukovar/1hxf9A
Croácia - 1. HNL,13:45,Rijeka,Gorica,1.53,3.7,5.5,https://redscores.com/pt-br/match/rijeka-gorica/B4xpfb
Equador - Liga Pro,18:30,Orense,Libertad,1.83,3.4,4.33,https://redscores.com/pt-br/match/orense-libertad/tGuxJDEA
Equador - Liga Pro,18:30,LDU Quito,Universidad Católica,1.53,4.1,5.5,https://redscores.com/pt-br/match/ldu-quito-universidad-catolica/V3bxiDc
Equador - Liga Pro,18:30,Independiente del Valle,Barcelona Guayaquil,1.75,3.8,3.9,https://redscores.com/pt-br/match/barcelona-guayaquil-independiente-del-valle/WDx55B
Hungria - OTP Bank Liga,11:00,Újpest,Kazincbarcika,1.45,4.75,5.75,https://redscores.com/pt-br/match/ujpest-kazincbarcika/0BAxEWb
Hungria - OTP Bank Liga,13:30,Debrecen,Várda SE,2.0,3.5,3.5,https://redscores.com/pt-br/match/debrecen-varda-se/pdx0v
Inglaterra - National League,09:00,Brackley Town,Morecambe,2.1,3.3,3.1,https://redscores.com/pt-br/match/morecambe-brackley-town/ugxkh
