liga,hora,home,away,link_confronto
Suécia - Allsvenskan,14:00,Värnamo,Halmstad,https://redscores.com/pt-br/match/halmstad-varnamo/zFxJyA
Suécia - Allsvenskan,14:10,Norrköping,AIK,https://redscores.com/pt-br/match/aik-norrkoping/JXxc8
Argentina - Superliga,19:00,Estudiantes,Defensa y Justicia,https://redscores.com/pt-br/match/estudiantes-defensa-y-justicia/bPbxWrb
Argentina - Superliga,21:00,Belgrano,Newell's Old Boys,https://redscores.com/pt-br/match/newell-s-old-boys-belgrano/qx7ZA
Argentina - Primera B Nacional,21:05,Quilmes,Club Atlético Güemes,https://redscores.com/pt-br/match/quilmes-club-atletico-guemes/pebxf1B
Bolívia - Liga De Futbol Prof,16:00,Universitario de Vinto,Real Oruro,https://redscores.com/pt-br/match/universitario-de-vinto-real-oruro/vSeAxmGfA
Irlanda - Premier Division,15:45,Waterford United,Shamrock Rovers,https://redscores.com/pt-br/match/shamrock-rovers-waterford-united/mBxWl
Irlanda - Premier Division,15:45,Galway United,Sligo Rovers,https://redscores.com/pt-br/match/galway-united-sligo-rovers/DCx5h
Irlanda - Premier Division,15:45,Drogheda United,Shelbourne,https://redscores.com/pt-br/match/shelbourne-drogheda-united/ggx3j
Irlanda - Premier Division,15:45,St Patrick's,Cork City,https://redscores.com/pt-br/match/cork-city-st-patrick-s/KCxuk
Islândia - Pepsideild,16:15,Valur,Breidablik,https://redscores.com/pt-br/match/valur-breidablik/AYxk1A
Peru - Primera Division,17:00,Alianza Atlético,Ayacucho,https://redscores.com/pt-br/match/ayacucho-alianza-atletico/6VBxj6B
Peru - Primera Division,21:15,Cusco FC,ADT,https://redscores.com/pt-br/match/cusco-fc-adt/66bxokBA
Peru - Primera Division,21:30,Sport Boys,Atlético Grau,https://redscores.com/pt-br/match/sport-boys-atletico-grau/ogcxiqu
Venezuela - Primera Division,20:00,UCV,Metropolitanos,https://redscores.com/pt-br/match/metropolitanos-ucv/mBBxYBc
