liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Inglaterra - Premier League,17:00,Arsenal,Liverpool,1.55,4.2,5.5,https://redscores.com/pt-br/match/liverpool-arsenal/exJ
Itália - Serie A,14:30,Cremonese,Cagliari,2.4,3.1,3.2,https://redscores.com/pt-br/match/cagliari-cremonese/sExy2b
Itália - Serie A,16:45,Milan,Genoa,1.42,4.5,7.5,https://redscores.com/pt-br/match/genoa-milan/UAx1A
Arábia Saudita - Pro League,11:55,Al Hilal,Al Hazm,1.14,7.0,13.0,https://redscores.com/pt-br/match/al-hilal-al-hazm/62AxcXc
Arábia Saudita - Pro League,14:30,Al Nassr,Al Quadisiya,1.53,4.1,4.33,https://redscores.com/pt-br/match/al-nassr-al-quadisiya/CUxtPB
Arábia Saudita - Pro League,14:30,Al Najma,Al Ettifaq,4.1,3.4,1.72,https://redscores.com/pt-br/match/al-ettifaq-al-najma/dvbx0jB
Argélia - Ligue 1,10:00,Ben Aknoun,Oued Akbou,1.9,3.0,4.33,https://redscores.com/pt-br/match/ben-aknoun-oued-akbou/EwtxdOAA
Argélia - Ligue 1,10:00,El Bayadh,Mostaganem,2.9,2.7,2.5,https://redscores.com/pt-br/match/mostaganem-el-bayadh/kKcxbwt
Argélia - Ligue 1,13:45,ES Sétif,Paradou AC,1.75,3.0,4.75,https://redscores.com/pt-br/match/es-setif-paradou-ac/UdxZkc
Argélia - Ligue 1,16:00,USM Alger,MC Oran,1.57,3.2,6.0,https://redscores.com/pt-br/match/usm-alger-mc-oran/8CbxQrb
Portugal - Segunda Liga,17:15,Lusitania FC Lourosa,Leixões,2.05,3.3,3.4,https://redscores.com/pt-br/match/leixoes-lusitania-fc-lourosa/nHbxcUd
