liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Inglaterra - Premier League,16:30,Bournemouth,Everton,2.1,3.3,3.6,https://redscores.com/pt-br/match/everton-afc-bournemouth/Gx1
Inglaterra - Premier League,16:30,Fulham,Man City,5.0,4.2,1.61,https://redscores.com/pt-br/match/manchester-city-fulham/ExF
Inglaterra - Premier League,17:15,Newcastle,Tottenham,1.72,4.0,4.5,https://redscores.com/pt-br/match/tottenham-hotspur-newcastle-united/dxk
Espanha - La Liga,17:00,Barcelona,Atlético Madrid,1.8,4.2,3.8,https://redscores.com/pt-br/match/fc-barcelona-atletico-madrid/lAxZeb
Países Baixos - Eredivisie,ABAN,Ajax,Groningen,1.7,4.0,4.33,https://redscores.com/pt-br/match/ajax-fc-groningen/JfxNt
Brasil - Serie A,19:00,Vasco da Gama,Mirassol,2.05,3.5,3.5,https://redscores.com/pt-br/match/vasco-da-gama-mirassol/MFxm9b
Brasil - Serie A,21:30,Grêmio,Fluminense,2.87,3.25,2.5,https://redscores.com/pt-br/match/fluminense-gremio/7Ix7y
Inglaterra - Championship,16:45,Blackburn,Ipswich,3.75,3.5,2.0,https://redscores.com/pt-br/match/blackburn-rovers-ipswich-town/bx4A
Inglaterra - League One,16:45,Wigan,Burton,1.75,3.6,4.33,https://redscores.com/pt-br/match/wigan-athletic-burton-albion/Ixob
África do Sul - Premier League,14:30,Orlando Pirates,Richards Bay,1.33,3.8,9.0,https://redscores.com/pt-br/match/orlando-pirates-richards-bay/IUbxq0R
África do Sul - Premier League,14:30,Golden Arrows,AmaZulu,2.5,2.9,2.75,https://redscores.com/pt-br/match/golden-arrows-amazulu/pMxJ2A
Armênia - Premier League,11:00,Van,Noah,,,,https://redscores.com/pt-br/match/noah-van/lTRxS6bA
Bolívia - Liga De Futbol Prof,18:30,Gualberto Villarroel SJ,San Antonio Bulo Bulo,,,,https://redscores.com/pt-br/match/san-antonio-bulo-bulo-gualberto-villarroel-sj/sSeAxwUFA
Bolívia - Liga De Futbol Prof,20:30,Independiente Petrolero,Guabirá,1.95,3.6,3.4,https://redscores.com/pt-br/match/guabira-independiente-petrolero/AEBx8tdA
Chile - Primera Division,18:00,Universidad Chile,Coquimbo Unido,2.4,3.6,2.62,https://redscores.com/pt-br/match/universidad-chile-coquimbo-unido/2bxPU
Israel - Ligat ha'Al,14:30,Bnei Sakhnin,Ironi Kiryat Shmona,2.8,3.1,2.25,https://redscores.com/pt-br/match/ironi-kiryat-shmona-bnei-sakhnin/D2AxVJb
Israel - Ligat ha'Al,14:45,Hapoel Katamon,Maccabi Bnei Raina,2.05,3.1,3.1,https://redscores.com/pt-br/match/hapoel-katamon-maccabi-bnei-raina/61xKtaA
Israel - Ligat ha'Al,15:00,Hapoel Petah Tikva,Hapoel Be'er Sheva,5.5,3.7,1.5,https://redscores.com/pt-br/match/hapoel-be-er-sheva-hapoel-petah-tikva/oexD1A
Israel - Ligat ha'Al,15:30,Maccabi Haifa,Hapoel Tel Aviv,2.1,3.4,2.9,https://redscores.com/pt-br/match/maccabi-haifa-hapoel-tel-aviv/lExE2A
Bulgária - Parva Liga,10:30,Montana,Lokomotiv Sofia 1929,3.5,3.1,2.15,https://redscores.com/pt-br/match/montana-lokomotiv-sofia-1929/fjx2Ab
Bulgária - Parva Liga,13:00,Arda,Botev Plovdiv,2.1,3.25,3.5,https://redscores.com/pt-br/match/botev-plovdiv-arda/oHxvOD
