liga,hora,home,away,link_confronto
Brasil - Serie A,19:00,Palmeiras,Juventude,https://redscores.com/pt-br/match/juventude-palmeiras/Yxd5
EUA - Major League Soccer,20:30,Inter Miami,Atlanta United,https://redscores.com/pt-br/match/atlanta-united-inter-miami/X8x3IBA
EUA - Major League Soccer,20:30,Orlando City,Vancouver Whitecaps,https://redscores.com/pt-br/match/orlando-city-vancouver-whitecaps/KBxYc
EUA - Major League Soccer,22:30,Seattle Sounders,Real Salt Lake,https://redscores.com/pt-br/match/real-salt-lake-seattle-sounders/MIxnV
EUA - Major League Soccer,23:30,LA Galaxy,Dallas,https://redscores.com/pt-br/match/la-galaxy-dallas/ydxrE
Inglaterra - League One,10:00,Northampton,Rotherham,https://redscores.com/pt-br/match/rotherham-united-northampton-town/ibxtB
Inglaterra - League One,11:00,Burton,Bolton,https://redscores.com/pt-br/match/bolton-wanderers-burton-albion/ixob
Inglaterra - League One,11:00,Exeter,Reading,https://redscores.com/pt-br/match/reading-exeter-city/LxbB
Inglaterra - League One,POSTP,Luton,Huddersfield,https://redscores.com/pt-br/match/luton-town-huddersfield-town/3AxDc
Inglaterra - League One,POSTP,Peterborough,Stevenage,https://redscores.com/pt-br/match/peterborough-united-stevenage/fcxVd
Inglaterra - League One,11:00,Wigan,Wycombe,https://redscores.com/pt-br/match/wigan-athletic-wycombe-wanderers/IxaB
Inglaterra - League One,11:00,Bradford City,Lincoln,https://redscores.com/pt-br/match/bradford-city-lincoln-city/HbxaC
Inglaterra - League One,11:00,Leyton Orient,Doncaster,https://redscores.com/pt-br/match/doncaster-rovers-leyton-orient/1BxZc
Inglaterra - League One,POSTP,Mansfield,Plymouth,https://redscores.com/pt-br/match/plymouth-argyle-mansfield-town/zAxvB
Inglaterra - League One,11:00,Stockport County,Blackpool,https://redscores.com/pt-br/match/blackpool-stockport-county/oxCc
Inglaterra - League One,11:00,Wimbledon,Port Vale,https://redscores.com/pt-br/match/afc-wimbledon-port-vale/6cxVC
Inglaterra - League One,POSTP,Barnsley,Cardiff,https://redscores.com/pt-br/match/barnsley-cardiff-city/3xeA
Inglaterra - League Two,11:00,Accrington,Newport,https://redscores.com/pt-br/match/newport-county-accrington-stanley/FAxOd
Inglaterra - League Two,11:00,Bristol Rovers,MK Dons,https://redscores.com/pt-br/match/bristol-rovers-milton-keynes-dons/yBxsC
Inglaterra - League Two,11:00,Crawley,Walsall,https://redscores.com/pt-br/match/walsall-crawley-town/HAxlB
