liga,hora,home,away,link_confronto
Inglaterra - League Two,11:00,Crewe,Bromley,https://redscores.com/pt-br/match/crewe-alexandra-bromley/nAx1c
Inglaterra - League Two,11:00,Shrewsbury,Cambridge,https://redscores.com/pt-br/match/shrewsbury-town-cambridge-united/qbxzB
Inglaterra - League Two,11:00,Tranmere,Barnet,https://redscores.com/pt-br/match/tranmere-rovers-barnet/jBxGC
Inglaterra - League Two,11:00,Chesterfield,Salford,https://redscores.com/pt-br/match/salford-city-chesterfield/Dbxcc
Inglaterra - League Two,11:00,Fleetwood,Harrogate,https://redscores.com/pt-br/match/fleetwood-town-harrogate-town/gCxid
Inglaterra - League Two,11:00,Gillingham,Cheltenham,https://redscores.com/pt-br/match/gillingham-cheltenham-town/bCxXC
Inglaterra - League Two,11:00,Grimsby Town,Colchester,https://redscores.com/pt-br/match/colchester-united-grimsby-town/GAxHB
Inglaterra - League Two,13:30,Oldham,Barrow,https://redscores.com/pt-br/match/oldham-athletic-barrow/RBxGd
Argentina - Superliga,14:30,Barracas Central,Boca Juniors,https://redscores.com/pt-br/match/boca-juniors-barracas-central/tEx3gb
Argentina - Superliga,16:00,Gimnasia La Plata,Talleres Córdoba,https://redscores.com/pt-br/match/gimnasia-la-plata-talleres-cordoba/VDx5Ub
Argentina - Superliga,18:00,Banfield,Racing Club,https://redscores.com/pt-br/match/banfield-racing-club/QhxE8
Argentina - Superliga,22:15,Belgrano,Estudiantes,https://redscores.com/pt-br/match/belgrano-estudiantes/7ZAxbPb
Argentina - Superliga,22:15,Vélez Sarsfield,Rosario Central,https://redscores.com/pt-br/match/rosario-central-velez-sarsfield/f4xlub
Argentina - Primera B Nacional,13:00,Atlanta,Chaco For Ever,https://redscores.com/pt-br/match/chaco-for-ever-atlanta/3ubx5vb
Argentina - Primera B Nacional,17:00,Deportivo Madryn,Gimnasia Mendoza,https://redscores.com/pt-br/match/deportivo-madryn-gimnasia-mendoza/PZBxh0B
Argentina - Primera B Nacional,20:30,Gimnasia y Tiro,Temperley,https://redscores.com/pt-br/match/gimnasia-y-tiro-temperley/KHbxlvb
Brasil - Serie B,16:00,Athletic Club,Goiás,https://redscores.com/pt-br/match/goias-athletic-club/0pbxSebA
Brasil - Serie C,17:00,Caxias,Floresta,https://redscores.com/pt-br/match/caxias-floresta/HVbx8de
Brasil - Serie C,17:00,Ponte Preta,Guarani,https://redscores.com/pt-br/match/guarani-ponte-preta/g9xNBA
Brasil - Serie C,17:00,Londrina,São Bernardo,https://redscores.com/pt-br/match/sao-bernardo-londrina/3UAxPob
Brasil - Serie C,17:00,Náutico,Brusque,https://redscores.com/pt-br/match/brusque-nautico/KvAxjiB
Colômbia - Liga BetPlay,17:00,Deportes Tolima,Envigado,https://redscores.com/pt-br/match/deportes-tolima-envigado/IWbxD7B
Colômbia - Liga BetPlay,21:30,América de Cali,La Equidad,https://redscores.com/pt-br/match/america-de-cali-la-equidad/7ObxEUb
Coréia do Sul - K League 2,02:00,Gimpo,Seoul E.,https://redscores.com/pt-br/match/seoul-e-gimpo/P7Bx05c
Coréia do Sul - K League 2,04:30,Hwaseong,Cheongju,https://redscores.com/pt-br/match/hwaseong-cheongju/44cxr5c
Escócia - Championship,11:00,Greenock Morton,Partick Thistle,https://redscores.com/pt-br/match/partick-thistle-greenock-morton/rCxdd
Escócia - Championship,11:00,St. Johnstone,Ross County,https://redscores.com/pt-br/match/ross-county-st-johnstone/bcxbg
Escócia - Championship,11:00,Arbroath,Queen's Park,https://redscores.com/pt-br/match/arbroath-queen-s-park/TNxCZb
Escócia - Championship,11:00,Raith Rovers,Ayr United,https://redscores.com/pt-br/match/ayr-united-raith-rovers/lbxDB
Paraguai - Division 1,17:30,2 de Mayo,Cerro Porteño,https://redscores.com/pt-br/match/cerro-porteno-2-de-mayo/24xfBc
Paraguai - Division 1,20:00,Atlético Tembetary,Libertad,https://redscores.com/pt-br/match/libertad-atletico-tembetary/b7bx14bA
Uruguai - Primera Division,12:30,Liverpool,Racing,https://redscores.com/pt-br/match/liverpool-racing/aixkPA
Uruguai - Primera Division,15:00,Cerro Largo,Boston River,https://redscores.com/pt-br/match/cerro-largo-boston-river/NUxyoA
Uruguai - Primera Division,18:00,Miramar Misiones,Peñarol,https://redscores.com/pt-br/match/penarol-miramar-misiones/w3x2Ac
Uruguai - Primera Division,20:30,Cerro,Defensor Sporting,https://redscores.com/pt-br/match/cerro-defensor-sporting/m4xmFb
