liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Brasil - Serie A,19:30,Athletico PR,Corinthians,2.55,2.9,3.1,https://redscores.com/pt-br/match/corinthians-athletico-pr/8cxi5
Argentina - Superliga,17:15,San Lorenzo,Estudiantes Río Cuarto,1.61,3.25,7.5,https://redscores.com/pt-br/match/san-lorenzo-estudiantes-rio-cuarto/qexyiB
Argentina - Superliga,17:15,Defensa y Justicia,Belgrano,2.87,2.9,2.75,https://redscores.com/pt-br/match/belgrano-defensa-y-justicia/7ZAxWrb
Argentina - Superliga,19:30,Instituto,Atlético Tucumán,2.0,3.1,4.33,https://redscores.com/pt-br/match/instituto-atletico-tucuman/8ubxa2b
Argentina - Superliga,19:30,Independiente Rivadavia,Independiente,2.7,2.75,3.1,https://redscores.com/pt-br/match/independiente-rivadavia-independiente/JGxV4b
Arábia Saudita - Pro League,16:00,Al Kholood,Al Riyadh,1.95,3.4,3.5,https://redscores.com/pt-br/match/al-riyadh-al-kholood/HXcxOQAA
Arábia Saudita - Pro League,16:00,Al Ahli,Al Najma,1.12,8.5,17.0,https://redscores.com/pt-br/match/al-ahli-al-najma/nubx0jB
Arábia Saudita - Pro League,16:00,Al Ettifaq,Al Fateh,2.2,3.4,2.75,https://redscores.com/pt-br/match/al-fateh-al-ettifaq/RRAxdvb
Egito - Premier League,16:30,Pharco,Petrojet,3.25,3.0,2.25,https://redscores.com/pt-br/match/petrojet-pharco/U2AxuyE
Egito - Premier League,16:30,Al Mokawloon,Al Masry,2.9,3.0,2.35,https://redscores.com/pt-br/match/al-mokawloon-al-masry/Gfx9BA
Egito - Premier League,16:30,Al Ahly,El Gounah,1.28,4.75,10.0,https://redscores.com/pt-br/match/al-ahly-el-gounah/QDxBnc
Paraguai - Division 1,18:30,Sportivo San Lorenzo,Sportivo Trinidense,2.87,3.0,2.25,https://redscores.com/pt-br/match/sportivo-san-lorenzo-sportivo-trinidense/t5bxQ7b
Paraguai - Division 1,20:30,Nacional Asunción,Sportivo Ameliano,1.9,3.0,4.0,https://redscores.com/pt-br/match/nacional-asuncion-sportivo-ameliano/B6x04bA
