liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Espanha - La Liga,17:00,Athletic Club,Elche,1.66,3.7,5.25,https://redscores.com/pt-br/match/elche-athletic-club/AjxKrB
Alemanha - Bundesliga,16:30,Mainz,Hamburger,2.0,3.4,3.9,https://redscores.com/pt-br/match/fsv-mainz-05-hamburger-sv/AGxmw
Itália - Serie A,16:45,Sassuolo,Hellas Verona,1.72,3.4,5.25,https://redscores.com/pt-br/match/hellas-verona-sassuolo/Mjxpw
França - Ligue 1,16:45,Brest,Marseille,3.8,3.6,1.9,https://redscores.com/pt-br/match/olympique-marseille-brest/wxlc
Países Baixos - Eredivisie,16:00,Fortuna Sittard,Excelsior,2.25,3.5,3.1,https://redscores.com/pt-br/match/fortuna-sittard-excelsior/5LxCN
Portugal - Primeira Liga,17:45,Estrela Amadora,Tondela,2.3,3.25,3.1,https://redscores.com/pt-br/match/tondela-estrela-amadora/k6xGiB
Turquia - Super Lig,14:00,Rizespor,Kocaelispor,2.4,3.3,2.9,https://redscores.com/pt-br/match/rizespor-kocaelispor/cIxGwB
Bélgica - Pro League,16:45,Gent,Cercle Brugge,2.2,3.4,2.87,https://redscores.com/pt-br/match/gent-cercle-brugge/LTxjV
Inglaterra - Championship,17:00,Blackburn,Preston,2.0,3.3,3.9,https://redscores.com/pt-br/match/blackburn-rovers-preston-north-end/bxtA
Espanha - La Liga 2,16:30,Ceuta,Granada,2.62,3.1,2.75,https://redscores.com/pt-br/match/granada-ceuta/vAxeJB
Itália - Serie B,16:30,Frosinone,Empoli,1.95,3.5,3.75,https://redscores.com/pt-br/match/empoli-frosinone/PdxwCA
Alemanha - 2. Bundesliga,14:30,Bochum,Nürnberg,2.1,3.5,3.3,https://redscores.com/pt-br/match/nurnberg-vfl-bochum-1848/UHxLi
Alemanha - 2. Bundesliga,14:30,Fürth,Bielefeld,3.25,3.6,2.1,https://redscores.com/pt-br/match/dsc-arminia-bielefeld-spvgg-greuther-furth/9yxH5
França - Ligue 2,16:00,Annecy,Red Star,2.35,2.87,3.0,https://redscores.com/pt-br/match/red-star-annecy/XIxwL
França - Ligue 2,16:00,Nancy,Grenoble,2.0,3.0,3.4,https://redscores.com/pt-br/match/grenoble-foot-38-nancy/HJxV6
França - Ligue 2,16:00,Rodez,Montpellier,2.62,3.2,2.37,https://redscores.com/pt-br/match/montpellier-rodez/qExJpb
França - Ligue 2,16:00,Dunkerque,Bastia,1.9,3.1,3.8,https://redscores.com/pt-br/match/bastia-dunkerque/BDxaK
França - Ligue 2,16:00,Boulogne,Clermont,2.4,3.0,2.7,https://redscores.com/pt-br/match/boulogne-clermont/7LxC1A
Países Baixos - Eerste Divisie,16:00,De Graafschap,Jong Utrecht,1.7,4.33,4.1,https://redscores.com/pt-br/match/de-graafschap-jong-utrecht/sIxfW
Países Baixos - Eerste Divisie,16:00,Helmond,Den Haag,6.5,4.75,1.42,https://redscores.com/pt-br/match/ado-den-haag-helmond-sport/pjxku
Países Baixos - Eerste Divisie,16:00,Venlo,TOP Oss,1.9,3.8,3.6,https://redscores.com/pt-br/match/top-oss-vvv-venlo/vtxaT
Países Baixos - Eerste Divisie,16:00,Cambuur,Waalwijk,1.72,4.2,4.0,https://redscores.com/pt-br/match/rkc-waalwijk-sc-cambuur/KGxqL
Países Baixos - Eerste Divisie,16:00,Dordrecht,Jong Ajax,1.53,4.33,5.5,https://redscores.com/pt-br/match/fc-dordrecht-jong-ajax/OGxtW
Países Baixos - Eerste Divisie,16:00,FC Emmen,Jong PSV,1.7,4.2,4.2,https://redscores.com/pt-br/match/fc-emmen-jong-psv/RuxVY
Países Baixos - Eerste Divisie,16:00,Willem II,Vitesse,1.9,3.9,3.5,https://redscores.com/pt-br/match/vitesse-willem-ii/QAx8f
Dinamarca - Superliga,15:00,Nordsjælland,Vejle,1.48,4.1,6.5,https://redscores.com/pt-br/match/nordsjaelland-vejle/HTxmab
Argentina - Superliga,17:15,Defensa y Justicia,Belgrano,2.87,2.9,2.75,https://redscores.com/pt-br/match/belgrano-defensa-y-justicia/7ZAxWrb
Argentina - Superliga,17:45,Estudiantes,Sarmiento,1.65,3.5,6.5,https://redscores.com/pt-br/match/estudiantes-sarmiento/bPbxzub
Argentina - Superliga,20:00,Instituto,Atlético Tucumán,2.0,3.1,4.33,https://redscores.com/pt-br/match/instituto-atletico-tucuman/8ubxa2b
Argentina - Superliga,20:00,Boca Juniors,Racing Club,2.25,3.0,3.6,https://redscores.com/pt-br/match/boca-juniors-racing-club/tExE8
Argentina - Superliga,22:15,Gimnasia Mendoza,Gimnasia La Plata,2.6,2.87,3.1,https://redscores.com/pt-br/match/gimnasia-la-plata-gimnasia-mendoza/VDxh0B
