id_jogo,liga,hora,home,away,link_confronto,odd_h,odd_d,odd_a
19387108,Brasil - Serie A,16:00,Bragantino,Fluminense,https://redscores.com/pt-br/match/fluminense-bragantino/7Ixadb,0,0,2.4
19387109,Brasil - Serie A,18:30,Cruzeiro,Internacional,https://redscores.com/pt-br/match/internacional-cruzeiro/gwxi4,0,0,1.75
19387110,Brasil - Serie A,21:00,Grêmio,Ceará,https://redscores.com/pt-br/match/gremio-ceara/7yxkIB,0,0,2.1
19353055,EUA - Major League Soccer,20:30,Cincinnati,New York City,https://redscores.com/pt-br/match/new-york-city-cincinnati/o8xS8,0,0,1.9
19353059,EUA - Major League Soccer,20:30,Philadelphia Union,Chicago Fire,https://redscores.com/pt-br/match/chicago-fire-philadelphia-union/hAxPc,0,0,1.8
19353057,EUA - Major League Soccer,20:30,DC United,Inter Miami,https://redscores.com/pt-br/match/dc-united-inter-miami/9bx3IBA,0,0,3.1
19353056,EUA - Major League Soccer,20:30,Columbus Crew,New England,https://redscores.com/pt-br/match/columbus-crew-new-england/oExPf,0,0,1.53
19353058,EUA - Major League Soccer,20:30,CF Montréal,Austin,https://redscores.com/pt-br/match/cf-montreal-austin/HaAxXjDA,0,0,2.5
19353062,EUA - Major League Soccer,21:30,Nashville SC,Orlando City,https://redscores.com/pt-br/match/orlando-city-nashville-sc/KBxAYT,0,0,1.9
19353061,EUA - Major League Soccer,21:30,Houston Dynamo,SJ Earthquakes,https://redscores.com/pt-br/match/sj-earthquakes-houston-dynamo/Vcx0D,0,0,2
19353060,EUA - Major League Soccer,21:30,Dallas,Los Angeles FC,https://redscores.com/pt-br/match/dallas-los-angeles-fc/rEx0UT,0,0,3.5
19353063,EUA - Major League Soccer,22:30,Real Salt Lake,Minnesota United,https://redscores.com/pt-br/match/real-salt-lake-minnesota-united/MIxu8,0,0,2.2
19353064,EUA - Major League Soccer,22:30,Vancouver Whitecaps,St. Louis City,https://redscores.com/pt-br/match/vancouver-whitecaps-st-louis-city/Ycx7ZfA,0,0,1.45
19353065,EUA - Major League Soccer,23:30,LA Galaxy,Colorado Rapids,https://redscores.com/pt-br/match/colorado-rapids-la-galaxy/6bxyd,0,0,2.25
19353066,EUA - Major League Soccer,23:30,San Diego,Portland Timbers,https://redscores.com/pt-br/match/portland-timbers-san-diego/7Ex1cGA,0,0,1.65
19354703,Noruega - Eliteserien,13:00,Rosenborg,Sandefjord,https://redscores.com/pt-br/match/sandefjord-rosenborg/Dfx3K,0,0,1.66
19370488,Finlândia - Veikkausliiga,09:00,Ilves,Inter Turku,https://redscores.com/pt-br/match/inter-turku-ilves/JNx4v,0,0,2.37
19362177,Argentina - Superliga,14:30,San Lorenzo,Instituto,https://redscores.com/pt-br/match/san-lorenzo-instituto/qex8ub,0,0,2.1
