liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Espanha - La Liga,17:00,R. Oviedo,Mallorca,2.7,3.0,2.87,https://redscores.com/pt-br/match/real-oviedo-mallorca/qAxRf
Alemanha - Bundesliga,16:30,Mainz,M'Gladbach,2.4,3.4,2.75,https://redscores.com/pt-br/match/borussia-monchengladbach-fsv-mainz-05/gFxAG
França - Ligue 1,15:00,Brest,Monaco,3.1,3.8,2.15,https://redscores.com/pt-br/match/brest-monaco/lcxjZA
França - Ligue 1,17:00,LOSC Lille,Marseille,2.45,3.6,2.75,https://redscores.com/pt-br/match/olympique-marseille-losc-lille/wxJF
Países Baixos - Eredivisie,16:00,Excelsior,Groningen,3.25,3.7,2.1,https://redscores.com/pt-br/match/excelsior-fc-groningen/CNxNt
Portugal - Primeira Liga,17:15,Benfica,Sporting,2.6,3.3,2.7,https://redscores.com/pt-br/match/sporting-cp-benfica/7x5E
Turquia - Super Lig,14:00,Galatasaray,Samsunspor,1.44,4.5,7.0,https://redscores.com/pt-br/match/galatasaray-samsunspor/rxCX
Bélgica - Pro League,16:45,La Louvière,Dender,2.2,3.2,3.3,https://redscores.com/pt-br/match/dender-la-louviere/6wxgzA
Inglaterra - Championship,17:00,Hull,Middlesbrough,3.1,3.5,2.2,https://redscores.com/pt-br/match/middlesbrough-hull-city/Dxl
Alemanha - 2. Bundesliga,14:30,Düsseldorf,Schalke,3.3,3.4,2.1,https://redscores.com/pt-br/match/schalke-04-fortuna-dusseldorf/dAx4I
Alemanha - 2. Bundesliga,14:30,Preußen Münster,Hannover,3.75,3.9,1.85,https://redscores.com/pt-br/match/hannover-96-preusen-munster/2UxY8
França - Ligue 2,16:00,Le Mans,Amiens,1.53,4.1,6.0,https://redscores.com/pt-br/match/amiens-sc-le-mans/yGxFCb
França - Ligue 2,16:00,Bastia,Red Star,2.87,3.0,2.55,https://redscores.com/pt-br/match/bastia-red-star/BDxXI
França - Ligue 2,16:00,Grenoble,Nancy,2.6,3.25,2.7,https://redscores.com/pt-br/match/grenoble-foot-38-nancy/HJxV6
França - Ligue 2,16:00,Guingamp,Annecy,1.9,3.3,4.2,https://redscores.com/pt-br/match/annecy-guingamp/wLx1y
França - Ligue 2,16:00,Clermont,Boulogne,2.3,3.4,3.0,https://redscores.com/pt-br/match/boulogne-clermont/7LxC1A
Países Baixos - Eerste Divisie,16:00,Cambuur,Den Bosch,1.53,4.75,4.75,https://redscores.com/pt-br/match/sc-cambuur-fc-den-bosch/qLxdT
Países Baixos - Eerste Divisie,16:00,Den Haag,FC Emmen,1.3,6.0,8.0,https://redscores.com/pt-br/match/ado-den-haag-fc-emmen/pjxRu
Países Baixos - Eerste Divisie,16:00,Almere City,Jong Ajax,1.48,5.0,5.5,https://redscores.com/pt-br/match/almere-city-jong-ajax/pLxtW
Países Baixos - Eerste Divisie,16:00,Helmond,Maastricht,1.65,4.0,4.75,https://redscores.com/pt-br/match/mvv-maastricht-helmond-sport/Loxku
Países Baixos - Eerste Divisie,16:00,Waalwijk,Venlo,1.85,4.2,3.5,https://redscores.com/pt-br/match/rkc-waalwijk-vvv-venlo/KGxaT
Países Baixos - Eerste Divisie,16:00,Roda Kerkrade,Jong AZ,1.7,4.0,4.5,https://redscores.com/pt-br/match/roda-jc-kerkrade-jong-az/ntxc0
Países Baixos - Eerste Divisie,16:00,Eindhoven,Jong PSV,2.25,3.9,2.75,https://redscores.com/pt-br/match/fc-eindhoven-jong-psv/HCxVY
Dinamarca - Superliga,15:00,Fredericia,OB,3.5,3.9,1.9,https://redscores.com/pt-br/match/ob-fredericia/kOxCY
Alemanha - 3. Liga,15:00,Rot-Weiss Essen,Stuttgart II,1.85,3.6,3.3,https://redscores.com/pt-br/match/stuttgart-ii-rot-weiss-essen/vLxqW
Austrália - A-League,05:35,Macarthur,Melbourne Victory,2.55,3.6,2.62,https://redscores.com/pt-br/match/melbourne-victory-macarthur/VHxHwdA
Austrália - A-League,07:45,Perth Glory,Western Sydney Wanderers,2.87,3.9,2.2,https://redscores.com/pt-br/match/perth-glory-western-sydney-wanderers/5cxwk
Bélgica - First Division B,16:00,Seraing,Eupen,3.6,3.25,2.05,https://redscores.com/pt-br/match/rfc-seraing-as-eupen/NNxQT
Bélgica - First Division B,16:00,Olympic Charleroi,Patro Eisden,4.1,3.9,1.75,https://redscores.com/pt-br/match/patro-eisden-olympic-charleroi/d0xE4A
Chile - Primera Division,20:00,Palestino,Huachipato,1.66,3.9,4.5,https://redscores.com/pt-br/match/palestino-huachipato/eubx4bc
Croácia - 1. HNL,14:00,Slaven Koprivnica,Gorica,2.0,3.3,3.4,https://redscores.com/pt-br/match/slaven-koprivnica-gorica/9uxpfb
Equador - Liga Pro,21:00,Deportivo Cuenca,Delfin,1.4,4.2,8.5,https://redscores.com/pt-br/match/delfin-deportivo-cuenca/Eubx2Ub
Escócia - Championship,16:45,Greenock Morton,Queen's Park,1.7,3.5,4.5,https://redscores.com/pt-br/match/greenock-morton-queen-s-park/ddxCZb
Eslovênia - 1. SNL,13:30,Koper,Domžale,1.44,4.5,6.0,https://redscores.com/pt-br/match/koper-domzale/IDxNG
Irlanda do Norte - Premiership,16:45,Larne,Linfield,2.3,3.0,2.8,https://redscores.com/pt-br/match/linfield-larne/icx9fB
Malásia - Super League,10:00,Terengganu,Kuching FA,2.1,3.9,2.62,https://redscores.com/pt-br/match/terengganu-kuching-fa/i2xSFV
País de Gales - Premier League,16:45,Connah's Quay,Colwyn Bay,1.65,3.9,4.0,https://redscores.com/pt-br/match/colwyn-bay-connah-s-quay/skxGK
