liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Inglaterra - Premier League,11:00,West Ham,Newcastle,5.0,4.33,1.6,https://redscores.com/pt-br/match/west-ham-united-newcastle-united/Axk
Inglaterra - Premier League,13:30,Man City,Bournemouth,1.55,4.75,5.25,https://redscores.com/pt-br/match/manchester-city-afc-bournemouth/Ex1
Espanha - La Liga,10:00,Levante,Celta Vigo,2.87,3.4,2.45,https://redscores.com/pt-br/match/celta-de-vigo-levante/sxU5
Espanha - La Liga,12:15,Alavés,Espanyol,2.37,3.0,3.3,https://redscores.com/pt-br/match/espanyol-deportivo-alaves/uexyY
Espanha - La Liga,14:30,Barcelona,Elche,1.2,6.5,13.0,https://redscores.com/pt-br/match/fc-barcelona-elche/lAxAj
Espanha - La Liga,17:00,Betis,Mallorca,1.57,4.2,5.25,https://redscores.com/pt-br/match/real-betis-mallorca/7DxRf
Alemanha - Bundesliga,11:30,FC Köln,Hamburger,2.15,3.6,3.2,https://redscores.com/pt-br/match/hamburger-sv-fc-koln/mwxn3
Alemanha - Bundesliga,13:30,Wolfsburg,Hoffenheim,2.75,3.9,2.3,https://redscores.com/pt-br/match/vfl-wolfsburg-tsg-hoffenheim/lexvw
Itália - Serie A,08:30,Hellas Verona,Inter,6.5,4.75,1.42,https://redscores.com/pt-br/match/hellas-verona-inter/MjxbY
Itália - Serie A,11:00,Fiorentina,Lecce,1.72,3.6,5.0,https://redscores.com/pt-br/match/fiorentina-lecce/YAxVCb
Itália - Serie A,11:00,Torino,Pisa,1.95,3.25,4.33,https://redscores.com/pt-br/match/torino-pisa/BfxRI
Itália - Serie A,14:00,Parma,Bologna,4.0,3.0,2.1,https://redscores.com/pt-br/match/parma-bologna/qdxrIb
Itália - Serie A,16:45,Milan,Roma,2.1,3.2,3.7,https://redscores.com/pt-br/match/roma-milan/Sx1A
França - Ligue 1,11:00,Rennes,Strasbourg,2.5,3.5,2.7,https://redscores.com/pt-br/match/rennes-strasbourg/zExHF
França - Ligue 1,13:15,Lens,Lorient,1.48,4.33,6.5,https://redscores.com/pt-br/match/lens-lorient/NcxXOb
França - Ligue 1,13:15,LOSC Lille,Angers,1.3,5.5,9.5,https://redscores.com/pt-br/match/losc-lille-angers-sco/JFxwg
França - Ligue 1,13:15,Nantes,Metz,1.95,3.5,3.9,https://redscores.com/pt-br/match/nantes-metz/8xs6
França - Ligue 1,13:15,Toulouse,Le Havre,1.75,3.7,4.5,https://redscores.com/pt-br/match/toulouse-le-havre/WcxjI
França - Ligue 1,16:45,Brest,Lyon,3.2,3.5,2.25,https://redscores.com/pt-br/match/olympique-lyonnais-brest/jAxlc
