liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Espanha - La Liga,17:00,Valencia,Levante,2.1,3.4,3.6,https://redscores.com/pt-br/match/valencia-levante/PBxU5
Alemanha - Bundesliga,16:30,Mainz,Hoffenheim,2.5,3.6,2.75,https://redscores.com/pt-br/match/fsv-mainz-05-tsg-hoffenheim/AGxvw
França - Ligue 1,16:45,Nice,Marseille,3.7,3.7,1.95,https://redscores.com/pt-br/match/olympique-marseille-nice/wxLD
Bélgica - Pro League,16:45,St. Liège,Zulte-Waregem,2.15,3.4,3.0,https://redscores.com/pt-br/match/standard-liege-zulte-waregem/OFxkj
Inglaterra - Championship,17:00,Preston,Blackburn,2.4,3.2,3.0,https://redscores.com/pt-br/match/blackburn-rovers-preston-north-end/bxtA
Espanha - La Liga 2,16:30,Las Palmas,Albacete,1.72,3.5,4.75,https://redscores.com/pt-br/match/las-palmas-albacete/3yx70
Itália - Serie B,16:30,Catanzaro,Pescara,1.7,3.6,5.0,https://redscores.com/pt-br/match/pescara-catanzaro/AlxOab
Alemanha - 2. Bundesliga,14:30,Hertha,Eintracht Braunschweig,1.55,4.33,5.25,https://redscores.com/pt-br/match/hertha-bsc-eintracht-braunschweig/L3xN7
Alemanha - 2. Bundesliga,14:30,Bochum,Dynamo Dresden,1.85,3.9,3.9,https://redscores.com/pt-br/match/vfl-bochum-1848-dynamo-dresden/LixuI
França - Ligue 2,16:00,Rodez,Dunkerque,2.7,3.1,2.35,https://redscores.com/pt-br/match/dunkerque-rodez/aKxJpb
França - Ligue 2,16:00,Laval,Troyes,2.9,2.9,2.3,https://redscores.com/pt-br/match/laval-troyes/hjxq3A
França - Ligue 2,16:00,Pau,Le Mans,2.3,3.0,2.8,https://redscores.com/pt-br/match/pau-le-mans/epxFCb
França - Ligue 2,16:00,Annecy,Bastia,2.35,2.75,3.2,https://redscores.com/pt-br/match/bastia-annecy/BDxwL
França - Ligue 2,16:00,Boulogne,Grenoble,2.25,3.1,2.87,https://redscores.com/pt-br/match/grenoble-foot-38-boulogne/HJx7L
Países Baixos - Eerste Divisie,16:00,Den Bosch,Almere City,2.55,3.8,2.45,https://redscores.com/pt-br/match/almere-city-fc-den-bosch/pLxdT
Países Baixos - Eerste Divisie,16:00,Jong Ajax,Eindhoven,2.15,3.8,3.0,https://redscores.com/pt-br/match/fc-eindhoven-jong-ajax/HCxtW
Países Baixos - Eerste Divisie,16:00,De Graafschap,Helmond,1.8,4.33,3.5,https://redscores.com/pt-br/match/de-graafschap-helmond-sport/sIxku
Países Baixos - Eerste Divisie,16:00,Maastricht,Jong AZ,2.6,3.6,2.5,https://redscores.com/pt-br/match/mvv-maastricht-jong-az/Loxc0
Países Baixos - Eerste Divisie,16:00,Jong PSV,Jong Utrecht,1.8,4.33,3.6,https://redscores.com/pt-br/match/jong-utrecht-jong-psv/fWxVY
Países Baixos - Eerste Divisie,16:00,Venlo,Willem II,2.5,3.9,2.45,https://redscores.com/pt-br/match/willem-ii-vvv-venlo/8fxaT
Países Baixos - Eerste Divisie,16:00,Cambuur,Den Haag,3.75,3.8,1.85,https://redscores.com/pt-br/match/ado-den-haag-sc-cambuur/pjxqL
Países Baixos - Eerste Divisie,16:00,TOP Oss,Waalwijk,4.0,4.0,1.75,https://redscores.com/pt-br/match/rkc-waalwijk-top-oss/KGxvt
Países Baixos - Eerste Divisie,16:00,Dordrecht,Vitesse,2.1,3.6,3.25,https://redscores.com/pt-br/match/vitesse-fc-dordrecht/QAxOG
Dinamarca - Superliga,15:00,Silkeborg,AGF,3.4,3.75,2.0,https://redscores.com/pt-br/match/silkeborg-agf/MAxty
Noruega - Eliteserien,15:00,KFUM,Bodø / Glimt,6.25,5.0,1.44,https://redscores.com/pt-br/match/bodo-glimt-kfum/KNxJgB
Alemanha - 3. Liga,15:00,Hoffenheim II,MSV Duisburg,2.45,3.4,2.45,https://redscores.com/pt-br/match/hoffenheim-ii-msv-duisburg/Hrxm3
Arábia Saudita - Pro League,11:50,Al Kholood,Al Hazm,1.9,3.5,3.6,https://redscores.com/pt-br/match/al-hazm-al-kholood/cXcxOQAA
Arábia Saudita - Pro League,12:15,Al Ittihad,Al Riyadh,1.28,5.0,9.0,https://redscores.com/pt-br/match/al-ittihad-al-riyadh/zDxHXc
Arábia Saudita - Pro League,14:30,Al Ahli,Al Quadisiya,1.95,3.6,3.4,https://redscores.com/pt-br/match/al-ahli-al-quadisiya/nubxtPB
Argélia - Ligue 1,10:45,Oued Akbou,ASO Chlef,1.57,3.5,5.25,https://redscores.com/pt-br/match/aso-chlef-oued-akbou/baAxdOAA
Armênia - Premier League,10:00,Ararat,Ararat-Armenia,9.0,5.25,1.25,https://redscores.com/pt-br/match/ararat-ararat-armenia/BOAxRTR
Armênia - Premier League,12:00,Urartu,Pyunik,2.45,3.4,2.4,https://redscores.com/pt-br/match/urartu-pyunik/7oAxhOA
Austrália - A-League,05:35,Adelaide United,Melbourne City,2.9,3.75,2.25,https://redscores.com/pt-br/match/melbourne-city-adelaide-united/fCxTY
Bélgica - First Division B,16:00,Francs Borains,Liège,2.5,3.4,2.45,https://redscores.com/pt-br/match/liege-francs-borains/d2x5BA
Bélgica - First Division B,16:00,Waasland-Beveren,Eupen,1.53,3.5,5.5,https://redscores.com/pt-br/match/waasland-beveren-as-eupen/1kxQT
Bolívia - Liga De Futbol Prof,18:30,Gualberto Villarroel SJ,Aurora,,,,https://redscores.com/pt-br/match/aurora-gualberto-villarroel-sj/H5BxwUFA
Bolívia - Liga De Futbol Prof,20:30,Independiente Petrolero,ABB,1.57,3.9,5.0,https://redscores.com/pt-br/match/independiente-petrolero-abb/8tdAxyseA
Chile - Primera Division,20:00,Deportes Limache,Unión Española,2.5,3.3,2.62,https://redscores.com/pt-br/match/union-espanola-deportes-limache/fXbxbzW
Chile - Primera Division,20:00,Audax Italiano,Everton,2.35,3.2,3.0,https://redscores.com/pt-br/match/audax-italiano-everton/4Ebx7bc
Chile - Primera Division,20:00,Deportes Iquique,Cobresal,2.0,3.6,3.3,https://redscores.com/pt-br/match/cobresal-deportes-iquique/EvAx0Rb
Croácia - 1. HNL,14:00,Slaven Koprivnica,Vukovar,1.65,3.4,4.75,https://redscores.com/pt-br/match/slaven-koprivnica-vukovar/9uxf9A
Dinamarca - First Division,15:00,Lyngby,Esbjerg,1.75,3.9,4.1,https://redscores.com/pt-br/match/esbjerg-lyngby/OlxNV
Escócia - Championship,16:45,Queen's Park,Ross County,4.0,3.4,1.75,https://redscores.com/pt-br/match/ross-county-queen-s-park/bcxCZb
Hungria - OTP Bank Liga,16:00,Győri ETO,Zalaegerszegi TE,1.48,4.5,5.75,https://redscores.com/pt-br/match/zalaegerszegi-te-gyori-eto/vEAx6Db
