liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Espanha - La Liga,17:00,Valencia,Mallorca,2.0,3.25,4.1,https://redscores.com/pt-br/match/valencia-mallorca/PBxRf
Alemanha - Bundesliga,16:30,Dortmund,M'Gladbach,1.48,4.75,6.0,https://redscores.com/pt-br/match/borussia-dortmund-borussia-monchengladbach/DAxgF
Portugal - Primeira Liga,17:15,Estoril,Braga,5.0,4.0,1.61,https://redscores.com/pt-br/match/sporting-braga-estoril/phxTJ
Turquia - Super Lig,14:00,Kocaelispor,Antalyaspor,1.61,3.8,5.5,https://redscores.com/pt-br/match/antalyaspor-kocaelispor/kAxGwB
Bélgica - Pro League,16:45,Charleroi,Genk,2.7,3.2,2.45,https://redscores.com/pt-br/match/sporting-charleroi-genk/ZIxMw
Inglaterra - Championship,17:00,Swansea,Wrexham,2.2,3.3,3.3,https://redscores.com/pt-br/match/swansea-city-wrexham/pxTc
Inglaterra - League One,16:45,Northampton,Wimbledon,2.25,3.1,3.3,https://redscores.com/pt-br/match/northampton-town-afc-wimbledon/tBx6c
Inglaterra - League Two,16:45,Barrow,Cheltenham,1.95,3.5,3.75,https://redscores.com/pt-br/match/cheltenham-town-barrow/XCxGd
Inglaterra - League Two,16:45,Cambridge,Accrington,1.65,3.6,5.5,https://redscores.com/pt-br/match/cambridge-united-accrington-stanley/zBxOd
Inglaterra - League Two,16:45,Crewe,Bristol Rovers,1.95,3.4,3.9,https://redscores.com/pt-br/match/crewe-alexandra-bristol-rovers/nAxyB
Espanha - La Liga 2,16:30,Eibar,Valladolid,2.45,3.1,3.1,https://redscores.com/pt-br/match/sd-eibar-real-valladolid/9x5C
Itália - Serie B,16:30,Bari 1908,Catanzaro,3.1,3.0,2.45,https://redscores.com/pt-br/match/bari-1908-catanzaro/jDxOab
Alemanha - 2. Bundesliga,14:30,Paderborn,Darmstadt,2.05,3.6,3.4,https://redscores.com/pt-br/match/darmstadt-98-paderborn/4DxJV
Alemanha - 2. Bundesliga,14:30,Hertha,Bielefeld,2.05,3.5,3.6,https://redscores.com/pt-br/match/dsc-arminia-bielefeld-hertha-bsc/9yxL3
Países Baixos - Eerste Divisie,16:00,Venlo,Dordrecht,2.15,3.6,3.1,https://redscores.com/pt-br/match/fc-dordrecht-vvv-venlo/OGxaT
Países Baixos - Eerste Divisie,16:00,Den Haag,Jong PSV,1.2,8.0,10.0,https://redscores.com/pt-br/match/ado-den-haag-jong-psv/pjxVY
Países Baixos - Eerste Divisie,16:00,Cambuur,Maastricht,1.27,6.25,8.5,https://redscores.com/pt-br/match/sc-cambuur-mvv-maastricht/qLxLo
