data,liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
2026-04-01,Brasil - Serie A,19:30,Botafogo,Mirassol,2.2,3.5,3.2,https://redscores.com/pt-br/match/botafogo-mirassol/7Xxm9b
2026-04-01,Brasil - Serie A,19:30,Internacional,São Paulo,2.25,3.0,3.6,https://redscores.com/pt-br/match/internacional-sao-paulo/gwxJ6
2026-04-01,Brasil - Serie A,20:00,Cruzeiro,Vitória,1.55,3.9,6.5,https://redscores.com/pt-br/match/cruzeiro-vitoria/i4xm5
2026-04-01,Brasil - Serie A,20:00,Bahia,Athletico PR,1.8,3.6,4.5,https://redscores.com/pt-br/match/bahia-athletico-pr/KFxi5
2026-04-01,Brasil - Serie A,20:30,Coritiba,Vasco da Gama,2.6,3.2,2.87,https://redscores.com/pt-br/match/vasco-da-gama-coritiba/MFxbvA
2026-04-01,Brasil - Serie A,21:30,Fluminense,Corinthians,1.9,3.3,4.33,https://redscores.com/pt-br/match/corinthians-fluminense/8cx7I
2026-04-01,Espanha - La Liga 2,14:00,FC Andorra,Málaga,2.35,3.4,2.9,https://redscores.com/pt-br/match/malaga-fc-andorra/cbxq9bA
2026-04-01,Espanha - La Liga 2,15:00,Burgos,Ceuta,1.8,3.1,4.75,https://redscores.com/pt-br/match/burgos-ceuta/EHbxeJB
2026-04-01,Espanha - La Liga 2,15:00,Huesca,Cultural Leonesa,2.0,3.2,4.0,https://redscores.com/pt-br/match/huesca-cultural-leonesa/pcxeBB
2026-04-01,Espanha - La Liga 2,16:30,Racing Santander,Gijón,1.95,3.5,3.8,https://redscores.com/pt-br/match/sporting-gijon-racing-santander/TCx7tb
2026-04-01,Argentina - Superliga,20:00,Lanús,Platense,1.95,3.1,4.5,https://redscores.com/pt-br/match/lanus-platense/6Tbxhub
2026-04-01,Argélia - Ligue 1,11:00,Paradou AC,CR Belouizdad,4.33,2.8,1.85,https://redscores.com/pt-br/match/cr-belouizdad-paradou-ac/yZAxZkc
2026-04-01,Argélia - Ligue 1,12:00,MC Alger,USM Alger,1.75,2.8,5.25,https://redscores.com/pt-br/match/mc-alger-usm-alger/n2Ax8Cb
2026-04-01,Argélia - Ligue 1,12:00,JS Kabylie,Ben Aknoun,1.61,3.1,6.0,https://redscores.com/pt-br/match/js-kabylie-ben-aknoun/HRbxEwt
2026-04-01,Brasil - Serie B,18:00,América Mineiro,Botafogo SP,1.9,3.4,3.8,https://redscores.com/pt-br/match/botafogo-sp-america-mineiro/VAxvvA
2026-04-01,Brasil - Serie B,19:00,Sport Recife,Vila Nova,1.83,3.3,4.5,https://redscores.com/pt-br/match/sport-recife-vila-nova/rtxXgB
2026-04-01,Brasil - Serie B,19:00,Atlético GO,Náutico,2.0,3.1,4.2,https://redscores.com/pt-br/match/atletico-go-nautico/RhbxjiB
2026-04-01,Brasil - Serie B,19:00,Londrina,Goiás,2.4,3.0,3.2,https://redscores.com/pt-br/match/londrina-goias/Pobx0pb
2026-04-01,Brasil - Serie B,21:00,Ponte Preta,Ceará,3.9,3.1,2.05,https://redscores.com/pt-br/match/ponte-preta-ceara/NBAxkIB
2026-04-01,Brasil - Serie B,21:30,Criciúma,Athletic Club,1.66,3.6,5.5,https://redscores.com/pt-br/match/criciuma-athletic-club/7SAxSebA
2026-04-01,Brasil - Serie B,21:30,CRB,Avaí,1.8,3.4,4.75,https://redscores.com/pt-br/match/crb-avai/NuAxbWA
2026-04-01,Colômbia - Liga BetPlay,18:10,Alianza Petrolera,Deportivo Pasto,2.8,2.9,2.7,https://redscores.com/pt-br/match/deportivo-pasto-alianza-petrolera/lNBxLNB
2026-04-01,Colômbia - Liga BetPlay,20:30,Santa Fe,Llaneros,1.6,3.6,6.0,https://redscores.com/pt-br/match/santa-fe-llaneros/AlBxMcc
2026-04-01,Colômbia - Liga BetPlay,22:30,Atlético Nacional,Cúcuta Deportivo,1.25,6.0,12.0,https://redscores.com/pt-br/match/atletico-nacional-cucuta-deportivo/EyAxC6B
2026-04-01,Paraguai - Division 1,18:30,Rubio Ñú,Guaraní,3.3,2.9,2.1,https://redscores.com/pt-br/match/rubio-nu-guarani/TAAxZFc
2026-04-01,Paraguai - Division 1,20:30,Sportivo Trinidense,Olimpia,4.0,3.1,1.85,https://redscores.com/pt-br/match/sportivo-trinidense-olimpia/Q7bx0Fc
