liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Espanha - La Liga,17:00,Espanyol,R. Oviedo,1.85,3.4,4.33,https://redscores.com/pt-br/match/real-oviedo-espanyol/qAxue
Itália - Serie A,16:45,Lazio,Sassuolo,2.2,3.25,3.4,https://redscores.com/pt-br/match/lazio-sassuolo/Vxpw
Portugal - Primeira Liga,17:15,Tondela,Rio Ave,2.0,3.25,3.9,https://redscores.com/pt-br/match/tondela-rio-ave/k6xQVA
Turquia - Super Lig,10:00,Eyüpspor,Kocaelispor,3.5,3.2,2.15,https://redscores.com/pt-br/match/eyupspor-kocaelispor/11xGwB
Turquia - Super Lig,14:00,Kayserispor,Trabzonspor,3.75,3.6,1.9,https://redscores.com/pt-br/match/kayserispor-trabzonspor/QfxIF
Turquia - Super Lig,14:00,Alanyaspor,Gençlerbirliği,1.9,3.5,4.0,https://redscores.com/pt-br/match/genclerbirligi-alanyaspor/vcxvC
Espanha - La Liga 2,16:30,Almería,Cultural Leonesa,1.5,4.5,5.75,https://redscores.com/pt-br/match/almeria-cultural-leonesa/efxeBB
França - Ligue 2,16:45,Dunkerque,Reims,3.0,3.1,2.15,https://redscores.com/pt-br/match/reims-dunkerque/1ixaK
Países Baixos - Eerste Divisie,16:00,Jong AZ,FC Emmen,2.15,3.7,3.0,https://redscores.com/pt-br/match/fc-emmen-jong-az/Ruxc0
México - Liga MX,00:06,Tijuana,Santos Laguna,1.61,4.33,4.75,https://redscores.com/pt-br/match/santos-laguna-tijuana/tXxV7b
Grécia - Super League,13:00,Panaitolikos,Kifisia,2.37,2.9,3.3,https://redscores.com/pt-br/match/panaitolikos-kifisia/pBxCPD
Albânia - Superliga,15:00,Dinamo Tirana,Partizani Tirana,,,,https://redscores.com/pt-br/match/partizani-tirana-dinamo-tirana/gmAxKmA
Albânia - Superliga,15:00,Egnatia Rrogozhinë,Teuta Durrës,,,,https://redscores.com/pt-br/match/teuta-durres-egnatia-rrogozhine/jmAxcbI
Armênia - Premier League,08:00,Pyunik,Shirak,1.36,4.5,6.5,https://redscores.com/pt-br/match/shirak-pyunik/fOAxhOA
Chile - Primera Division,20:00,Universidad Chile,Univ. Concepción,1.45,4.2,6.5,https://redscores.com/pt-br/match/universidad-chile-univ-concepcion/2bx8KB
Colômbia - Liga BetPlay,18:00,Llaneros,Jaguares de Córdoba,1.8,3.25,5.0,https://redscores.com/pt-br/match/jaguares-de-cordoba-llaneros/wKBxMcc
Colômbia - Liga BetPlay,20:20,Millonarios,Cúcuta Deportivo,1.42,4.5,7.5,https://redscores.com/pt-br/match/millonarios-cucuta-deportivo/bdbxC6B
Colômbia - Liga BetPlay,22:30,Deportivo Pasto,América de Cali,2.7,3.0,2.8,https://redscores.com/pt-br/match/america-de-cali-deportivo-pasto/7ObxlNB
Dinamarca - First Division,15:00,Horsens,Lyngby,2.8,3.25,2.45,https://redscores.com/pt-br/match/horsens-lyngby/oBxNV
Egito - Premier League,16:30,El Geish,Al Ahly,6.0,3.4,1.53,https://redscores.com/pt-br/match/al-ahly-el-geish/QDxtn
Egito - Premier League,16:30,National Bank of Egypt,Pyramids FC,3.6,3.1,1.95,https://redscores.com/pt-br/match/pyramids-fc-national-bank-of-egypt/nncxuKdA
Equador - Liga Pro,21:30,Orense,Manta,1.65,3.6,5.25,https://redscores.com/pt-br/match/manta-orense/MfBxtGu
Eslovênia - 1. SNL,13:30,Radomlje,Bravo,3.0,3.4,2.2,https://redscores.com/pt-br/match/radomlje-bravo/49AxXYM
Irlanda - Premier Division,16:45,Shelbourne,Shamrock Rovers,2.55,3.1,2.8,https://redscores.com/pt-br/match/shamrock-rovers-shelbourne/mBxgg
Israel - Ligat ha'Al,POSTP,Maccabi Tel Aviv,Hapoel Be'er Sheva,,,,https://redscores.com/pt-br/match/hapoel-be-er-sheva-maccabi-tel-aviv/oexez
Paraguai - Division 1,18:30,Sportivo Trinidense,Nacional Asunción,3.2,3.0,2.15,https://redscores.com/pt-br/match/nacional-asuncion-sportivo-trinidense/B6xQ7b
Paraguai - Division 1,20:30,Deportivo Recoleta,Sportivo Ameliano,2.87,3.0,2.3,https://redscores.com/pt-br/match/deportivo-recoleta-sportivo-ameliano/Z4bAx04bA
Peru - Primera Division,19:30,Cienciano,Sport Boys,1.4,4.5,7.0,https://redscores.com/pt-br/match/cienciano-sport-boys/NrBxogc
Peru - Primera Division,22:30,Alianza Lima,Melgar,1.57,3.6,6.0,https://redscores.com/pt-br/match/melgar-alianza-lima/MBx61b
Polônia - Ekstraklasa,15:00,Wisła Płock,Arka Gdynia,1.95,3.2,3.9,https://redscores.com/pt-br/match/arka-gdynia-wisla-plock/ekxQW
Portugal - Segunda Liga,15:00,Benfica II,Feirense,2.0,3.1,3.4,https://redscores.com/pt-br/match/benfica-ii-feirense/jYxjdb
Romênia - Liga 1,15:00,CFR Cluj,Dinamo Bucureşti,2.3,3.2,2.8,https://redscores.com/pt-br/match/dinamo-bucuresti-cfr-cluj/Zixa8
Sérvia - Super Liga,14:00,Mladost Lučani,Novi Pazar,3.5,3.2,2.15,https://redscores.com/pt-br/match/novi-pazar-mladost-lucani/lPAxq6aA
Sérvia - Super Liga,14:00,OFK Beograd,Radnički Kragujevac,2.2,3.6,3.0,https://redscores.com/pt-br/match/ofk-beograd-radnicki-kragujevac/h9xynA
Uruguai - Primera Division,18:30,Cerro Largo,Torque,3.6,2.6,2.3,https://redscores.com/pt-br/match/cerro-largo-torque/NUxZoA
