liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Espanha - La Liga,17:00,Real Sociedad,Girona,1.75,3.9,4.5,https://redscores.com/pt-br/match/girona-real-sociedad/YBxWE
Alemanha - Bundesliga,16:30,Union Berlin,RB Leipzig,3.6,3.6,2.0,https://redscores.com/pt-br/match/rb-leipzig-fc-union-berlin/QcxvI
Itália - Serie A,16:45,Lecce,Pisa,2.4,2.9,3.4,https://redscores.com/pt-br/match/pisa-lecce/RIxVCb
França - Ligue 1,16:45,Angers,Nantes,2.15,3.25,3.6,https://redscores.com/pt-br/match/nantes-angers-sco/8xwg
Turquia - Super Lig,14:00,Kasımpaşa,Gençlerbirliği,2.15,3.3,3.3,https://redscores.com/pt-br/match/genclerbirligi-kasimpasa/vcxrI
Bélgica - Pro League,16:45,St. Liège,OH Leuven,2.25,3.2,3.25,https://redscores.com/pt-br/match/standard-liege-oh-leuven/OFx5P
Inglaterra - Championship,17:00,West Brom,Sheffield Utd,2.4,3.25,2.9,https://redscores.com/pt-br/match/west-bromwich-albion-sheffield-united/fxK
Espanha - La Liga 2,16:30,Cultural Leonesa,Huesca,2.4,2.87,3.3,https://redscores.com/pt-br/match/huesca-cultural-leonesa/pcxeBB
Itália - Serie B,16:30,Palermo,Sampdoria,1.7,3.7,5.25,https://redscores.com/pt-br/match/sampdoria-palermo/rex6J
Alemanha - 2. Bundesliga,14:30,Dynamo Dresden,Eintracht Braunschweig,2.2,3.1,3.5,https://redscores.com/pt-br/match/dynamo-dresden-eintracht-braunschweig/uIxN7
Alemanha - 2. Bundesliga,14:30,Fürth,Hertha,3.6,3.8,1.9,https://redscores.com/pt-br/match/hertha-bsc-spvgg-greuther-furth/L3xH5
França - Ligue 2,16:00,Laval,Dunkerque,3.1,3.1,2.1,https://redscores.com/pt-br/match/laval-dunkerque/hjxaK
França - Ligue 2,16:00,Rodez,Guingamp,2.3,3.2,2.7,https://redscores.com/pt-br/match/guingamp-rodez/1yxJpb
França - Ligue 2,16:00,Annecy,Le Mans,2.55,2.9,2.62,https://redscores.com/pt-br/match/annecy-le-mans/wLxFCb
França - Ligue 2,16:00,Nancy,Clermont,1.9,3.1,3.6,https://redscores.com/pt-br/match/nancy-clermont/V6xC1A
França - Ligue 2,16:00,Pau,Amiens,1.48,3.9,5.25,https://redscores.com/pt-br/match/amiens-sc-pau/yGxep
Países Baixos - Eerste Divisie,16:00,De Graafschap,Roda Kerkrade,1.8,4.2,3.75,https://redscores.com/pt-br/match/de-graafschap-roda-jc-kerkrade/sIxnt
Países Baixos - Eerste Divisie,16:00,Den Bosch,Venlo,2.0,3.7,3.4,https://redscores.com/pt-br/match/vvv-venlo-fc-den-bosch/aTxdT
Países Baixos - Eerste Divisie,16:00,Dordrecht,Eindhoven,1.8,3.9,3.9,https://redscores.com/pt-br/match/fc-eindhoven-fc-dordrecht/HCxOG
Países Baixos - Eerste Divisie,16:00,Maastricht,Jong Ajax,2.1,3.9,3.0,https://redscores.com/pt-br/match/mvv-maastricht-jong-ajax/LoxtW
Países Baixos - Eerste Divisie,16:00,FC Emmen,Helmond,2.0,3.8,3.3,https://redscores.com/pt-br/match/helmond-sport-fc-emmen/kuxRu
Países Baixos - Eerste Divisie,16:00,Jong AZ,Jong Utrecht,2.05,4.0,3.0,https://redscores.com/pt-br/match/jong-utrecht-jong-az/fWxc0
Países Baixos - Eerste Divisie,16:00,Jong PSV,Almere City,,,,https://redscores.com/pt-br/match/almere-city-jong-psv/pLxVY
Países Baixos - Eerste Divisie,16:00,TOP Oss,Den Haag,7.5,5.0,1.36,https://redscores.com/pt-br/match/ado-den-haag-top-oss/pjxvt
Países Baixos - Eerste Divisie,16:00,Willem II,Cambuur,2.7,3.75,2.35,https://redscores.com/pt-br/match/willem-ii-sc-cambuur/8fxqL
Alemanha - 3. Liga,15:00,Ulm,Osnabrück,3.0,3.4,2.05,https://redscores.com/pt-br/match/ulm-osnabruck/kGxCy
Austrália - A-League,05:35,Central Coast Mariners,Auckland,4.5,4.0,1.7,https://redscores.com/pt-br/match/central-coast-mariners-auckland/wdx8PgA
Bélgica - First Division B,16:00,Lommel United,Gent II,1.75,3.7,3.9,https://redscores.com/pt-br/match/lommel-united-gent-ii/OvxScbA
