id_jogo,liga,hora,home,away,link_confronto,odd_h,odd_d,odd_a
19387114,Brasil - Serie A,16:00,Flamengo,Grêmio,https://redscores.com/pt-br/match/flamengo-gremio/Yix7y,,,1.27
19387117,Brasil - Serie A,16:00,Santos,Fluminense,https://redscores.com/pt-br/match/fluminense-santos/7Ixm9,,,2.25
19387116,Brasil - Serie A,18:30,Corinthians,Palmeiras,https://redscores.com/pt-br/match/corinthians-palmeiras/8cxd5,,,3.25
19387118,Brasil - Serie A,18:30,Mirassol,Bahia,https://redscores.com/pt-br/match/bahia-mirassol/KFxm9b,,,2.15
19387121,Brasil - Serie A,18:30,Vitória,Atlético Mineiro,https://redscores.com/pt-br/match/atletico-mineiro-vitoria/F5xm5,,,3
19387120,Brasil - Serie A,20:30,Internacional,Fortaleza,https://redscores.com/pt-br/match/internacional-fortaleza/gwxl8,,,1.6
19387123,Brasil - Serie A,20:30,Sport Recife,Vasco da Gama,https://redscores.com/pt-br/match/vasco-da-gama-sport-recife/MFxrt,,,2.35
19353084,EUA - Major League Soccer,23:45,Los Angeles FC,San Diego,https://redscores.com/pt-br/match/los-angeles-fc-san-diego/0UTx1cGA,,,
19354707,Noruega - Eliteserien,09:30,Kristiansund,Brann,https://redscores.com/pt-br/match/kristiansund-brann/Hhxru,,,4.5
19354708,Noruega - Eliteserien,12:00,Sandefjord,Bodø / Glimt,https://redscores.com/pt-br/match/sandefjord-bodo-glimt/DfxKN,,,5.25
19354711,Noruega - Eliteserien,12:00,Viking,Rosenborg,https://redscores.com/pt-br/match/viking-rosenborg/iCx3K,,,1.72
19354705,Noruega - Eliteserien,12:00,Fredrikstad,Haugesund,https://redscores.com/pt-br/match/haugesund-fredrikstad/ncxRo,,,1.3
19354706,Noruega - Eliteserien,12:00,HamKam,Sarpsborg 08,https://redscores.com/pt-br/match/sarpsborg-08-hamkam/Tvx9Jb,,,2.55
19354710,Noruega - Eliteserien,12:00,Tromsø,KFUM,https://redscores.com/pt-br/match/tromso-kfum/w6AxJgB,,,1.95
19354709,Noruega - Eliteserien,14:15,Strømsgodset,Molde,https://redscores.com/pt-br/match/molde-stromsgodset/XcxeC,,,4
19347860,Suécia - Allsvenskan,09:00,Malmö FF,Degerfors,https://redscores.com/pt-br/match/malmo-ff-degerfors/zCxeW,,,1.25
19347862,Suécia - Allsvenskan,09:00,Norrköping,Djurgården,https://redscores.com/pt-br/match/djurgarden-norrkoping/iDxc8,,,4
19347855,Suécia - Allsvenskan,09:00,AIK,Sirius,https://redscores.com/pt-br/match/sirius-aik/4VxJX,,,1.75
19347858,Suécia - Allsvenskan,11:30,GAIS,Häcken,https://redscores.com/pt-br/match/gais-hacken/eOxrU,,,1.8
19347856,Suécia - Allsvenskan,11:30,Hammarby,Öster,https://redscores.com/pt-br/match/hammarby-oster/RtxEy,,,1.28
19370491,Finlândia - Veikkausliiga,11:00,Oulu,Haka,https://redscores.com/pt-br/match/oulu-haka/LqAxkdb,,,1.95
19370494,Finlândia - Veikkausliiga,11:00,Ilves,Mariehamn,https://redscores.com/pt-br/match/mariehamn-ilves/6Gx4v,,,1.16
19370493,Finlândia - Veikkausliiga,11:00,Gnistan,Jaro,https://redscores.com/pt-br/match/jaro-gnistan/bbbxenb,,,1.65
19370492,Finlândia - Veikkausliiga,11:00,Inter Turku,VPS,https://redscores.com/pt-br/match/inter-turku-vps/JNxfp,,,1.4
19370496,Finlândia - Veikkausliiga,11:00,SJK,KuPS,https://redscores.com/pt-br/match/sjk-kups/QGx2EA,,,2.4
19370495,Finlândia - Veikkausliiga,11:00,KTP,HJK,https://redscores.com/pt-br/match/hjk-ktp/2FxQgA,,,6
19362182,Argentina - Superliga,14:30,Aldosivi,Boca Juniors,https://redscores.com/pt-br/match/boca-juniors-aldosivi/tEx2Tb,,,5.25
19362184,Argentina - Superliga,16:45,Defensa y Justicia,Belgrano,https://redscores.com/pt-br/match/belgrano-defensa-y-justicia/7ZAxWrb,,,2.2
