liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Arábia Saudita - Pro League,12:25,Al Suqoor,Al Ittihad,3.0,3.9,1.95,https://redscores.com/pt-br/match/al-ittihad-al-suqoor/zDxuXc
Arábia Saudita - Pro League,14:30,Al Kholood,Al Hilal,10.0,6.5,1.2,https://redscores.com/pt-br/match/al-hilal-al-kholood/62AxOQAA
Arábia Saudita - Pro League,14:30,Al Shabab,Al Quadisiya,4.75,3.8,1.57,https://redscores.com/pt-br/match/al-quadisiya-al-shabab/tPBxJKc
Austrália - A-League,05:00,Central Coast Mariners,Brisbane Roar,3.6,3.6,2.0,https://redscores.com/pt-br/match/central-coast-mariners-brisbane-roar/wdxjk
Israel - Ligat ha'Al,14:30,Maccabi Netanya,Hapoel Petah Tikva,1.9,3.6,3.3,https://redscores.com/pt-br/match/maccabi-netanya-hapoel-petah-tikva/zdAxD1A
Israel - Ligat ha'Al,14:45,Ashdod,Maccabi Haifa,4.5,3.75,1.57,https://redscores.com/pt-br/match/maccabi-haifa-ashdod/lExURA
Israel - Ligat ha'Al,15:00,Hapoel Be'er Sheva,Hapoel Katamon,1.25,5.0,9.0,https://redscores.com/pt-br/match/hapoel-be-er-sheva-hapoel-katamon/oex61
País de Gales - Premier League,09:30,Briton Ferry,Barry Town United,3.0,3.4,2.05,https://redscores.com/pt-br/match/barry-town-united-briton-ferry/bOxrzB
País de Gales - Premier League,09:30,Bala Town,Caernarfon Town,3.6,3.25,1.9,https://redscores.com/pt-br/match/bala-town-caernarfon-town/gkx1L
País de Gales - Premier League,11:30,Connah's Quay,The New Saints,6.5,4.1,1.38,https://redscores.com/pt-br/match/the-new-saints-connah-s-quay/pExGK
