liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Inglaterra - Premier League,17:00,Tottenham,Crystal Palace,2.35,3.3,3.0,https://redscores.com/pt-br/match/tottenham-hotspur-crystal-palace/dx0
Suíça - Super League,16:30,Basel,Grasshopper,1.61,4.0,5.0,https://redscores.com/pt-br/match/basel-grasshopper/UDx9X
Suíça - Super League,16:30,Thun,St. Gallen,2.1,3.75,3.1,https://redscores.com/pt-br/match/st-gallen-thun/6CxU1b
Argentina - Superliga,POSTP,Gimnasia Mendoza,Defensa y Justicia,,,,https://redscores.com/pt-br/match/defensa-y-justicia-gimnasia-mendoza/Wrbxh0B
México - Liga MX,00:00,Atlas,Tijuana,2.05,3.3,3.75,https://redscores.com/pt-br/match/atlas-tijuana/EFxV7b
México - Liga MX,00:00,América,Juárez,1.55,3.9,7.0,https://redscores.com/pt-br/match/america-juarez/Bwx1vA
Arábia Saudita - Pro League,16:00,Damac,Al Riyadh,2.25,3.0,3.0,https://redscores.com/pt-br/match/al-riyadh-damac/HXcxlXc
Arábia Saudita - Pro League,16:00,Al Kholood,Al Quadisiya,5.75,3.9,1.45,https://redscores.com/pt-br/match/al-quadisiya-al-kholood/tPBxOQAA
Colômbia - Liga BetPlay,20:10,Llaneros,La Equidad,2.2,3.0,3.6,https://redscores.com/pt-br/match/la-equidad-llaneros/EUbxMcc
Colômbia - Liga BetPlay,22:20,Junior FC,Alianza Petrolera,1.55,3.7,6.5,https://redscores.com/pt-br/match/junior-fc-alianza-petrolera/WCbxLNB
Egito - Premier League,16:30,Al Mokawloon,Al Ahly,7.5,3.7,1.44,https://redscores.com/pt-br/match/al-ahly-al-mokawloon/QDxGf
Egito - Premier League,16:30,Petrojet,El Geish,2.3,3.0,3.1,https://redscores.com/pt-br/match/el-geish-petrojet/tnxU2A
Egito - Premier League,16:30,Ceramica Cleopatra,National Bank of Egypt,2.25,3.0,3.2,https://redscores.com/pt-br/match/national-bank-of-egypt-ceramica-cleopatra/uKdAxUKdA
Egito - Premier League,16:30,Haras El Hodood,Pyramids FC,9.0,4.0,1.33,https://redscores.com/pt-br/match/haras-el-hodood-pyramids-fc/TMcxnnc
Eslovênia - 1. SNL,13:30,Aluminij,Celje,4.5,4.0,1.53,https://redscores.com/pt-br/match/celje-aluminij/ijx72
Polônia - Ekstraklasa,16:30,Radomiak Radom,Arka Gdynia,1.8,3.5,4.33,https://redscores.com/pt-br/match/arka-gdynia-radomiak-radom/ekxJ1
Bulgária - Parva Liga,08:15,Lokomotiv Sofia 1929,Dobrudzha 1919,1.72,3.6,5.0,https://redscores.com/pt-br/match/lokomotiv-sofia-1929-dobrudzha-1919/2AbxhBb
Bulgária - Parva Liga,10:45,Lokomotiv Plovdiv,CSKA 1948 Sofia,3.3,3.4,2.15,https://redscores.com/pt-br/match/lokomotiv-plovdiv-cska-1948-sofia/mCxFQR
Bulgária - Parva Liga,13:30,Ludogorets,Levski Sofia,2.25,3.2,3.25,https://redscores.com/pt-br/match/ludogorets-levski-sofia/7wx01
