liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Inglaterra - Premier League,16:30,Brentford,Sunderland,1.83,3.6,4.5,https://redscores.com/pt-br/match/sunderland-brentford/Bx2B
Inglaterra - Premier League,16:30,Crystal Palace,Aston Villa,3.2,3.3,2.25,https://redscores.com/pt-br/match/aston-villa-crystal-palace/Hx0
Inglaterra - Premier League,16:30,Fulham,Chelsea,3.4,3.6,2.05,https://redscores.com/pt-br/match/fulham-chelsea/Fxj
Inglaterra - Premier League,16:30,Everton,Wolves,1.75,3.5,5.0,https://redscores.com/pt-br/match/everton-wolverhampton-wanderers/GxO
Inglaterra - Premier League,16:30,Man City,Brighton,1.42,5.0,6.25,https://redscores.com/pt-br/match/manchester-city-brighton-hove-albion/ExIA
Inglaterra - Premier League,16:30,Bournemouth,Tottenham,2.15,3.5,3.25,https://redscores.com/pt-br/match/tottenham-hotspur-afc-bournemouth/dx1
Inglaterra - Premier League,17:15,Burnley,Manchester United,5.0,4.1,1.65,https://redscores.com/pt-br/match/manchester-united-burnley/hxN
Inglaterra - Premier League,17:15,Newcastle,Leeds,1.7,3.75,5.0,https://redscores.com/pt-br/match/newcastle-united-leeds-united/kxfA
Itália - Serie A,14:30,Bologna,Atalanta,3.0,3.3,2.4,https://redscores.com/pt-br/match/atalanta-bologna/SFxrIb
Itália - Serie A,14:30,Napoli,Hellas Verona,1.36,5.0,8.0,https://redscores.com/pt-br/match/napoli-hellas-verona/YExMj
Itália - Serie A,16:45,Torino,Udinese,2.3,3.0,3.4,https://redscores.com/pt-br/match/udinese-torino/UCxBf
Itália - Serie A,16:45,Lazio,Fiorentina,2.45,3.0,3.2,https://redscores.com/pt-br/match/lazio-fiorentina/VxYA
Itália - Serie A,16:45,Parma,Inter,7.5,5.0,1.38,https://redscores.com/pt-br/match/parma-inter/qdxbY
