liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Itália - Serie A,16:45,Roma,Genoa,1.61,3.5,6.5,https://redscores.com/pt-br/match/roma-genoa/SxUA
Portugal - Primeira Liga,17:15,Porto,AVS,1.1,10.0,19.0,https://redscores.com/pt-br/match/porto-avs/vfxqKFA
Inglaterra - Championship,15:00,Coventry,Ipswich,2.25,3.3,3.2,https://redscores.com/pt-br/match/ipswich-town-coventry-city/4Ax5A
Inglaterra - Championship,16:45,Stoke,Sheffield Utd,2.75,3.25,2.5,https://redscores.com/pt-br/match/sheffield-united-stoke-city/Kxn
Inglaterra - Championship,16:45,Leicester,Derby,2.1,3.25,3.5,https://redscores.com/pt-br/match/derby-county-leicester-city/mxv
Inglaterra - Championship,16:45,Middlesbrough,Hull,1.66,4.0,4.75,https://redscores.com/pt-br/match/middlesbrough-hull-city/Dxl
Inglaterra - Championship,16:45,Millwall,Bristol City,2.4,3.25,3.0,https://redscores.com/pt-br/match/millwall-bristol-city/BAxab
Inglaterra - Championship,16:45,Norwich,Watford,2.55,3.4,2.62,https://redscores.com/pt-br/match/watford-norwich-city/MxQ
Inglaterra - Championship,16:45,Oxford Utd,Swansea,2.7,3.1,2.7,https://redscores.com/pt-br/match/swansea-city-oxford-united/px2c
Inglaterra - Championship,16:45,Portsmouth,Charlton,2.25,3.2,3.25,https://redscores.com/pt-br/match/charlton-athletic-portsmouth/cxC
Inglaterra - Championship,16:45,Sheffield Wed,Blackburn,4.75,3.75,1.7,https://redscores.com/pt-br/match/blackburn-rovers-sheffield-wednesday/bx5
Inglaterra - Championship,16:45,West Brom,QPR,2.1,3.4,3.5,https://redscores.com/pt-br/match/west-bromwich-albion-queens-park-rangers/fxy
Inglaterra - Championship,16:45,Wrexham,Preston,2.3,3.2,3.1,https://redscores.com/pt-br/match/preston-north-end-wrexham/tAxTc
Inglaterra - Championship,17:15,Birmingham,Southampton,2.37,3.4,2.87,https://redscores.com/pt-br/match/birmingham-city-southampton/gxcA
Inglaterra - League One,16:45,Bradford City,Port Vale,1.66,3.75,4.75,https://redscores.com/pt-br/match/bradford-city-port-vale/HbxVC
Inglaterra - League One,16:45,Cardiff,Stevenage,1.75,3.3,5.0,https://redscores.com/pt-br/match/cardiff-city-stevenage/eAxVd
Inglaterra - League One,16:45,Huddersfield,Northampton,1.53,3.8,6.25,https://redscores.com/pt-br/match/northampton-town-huddersfield-town/tBxDc
Inglaterra - League One,16:45,Luton,Leyton Orient,1.7,3.6,4.75,https://redscores.com/pt-br/match/luton-town-leyton-orient/3AxZc
