liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Espanha - La Liga,17:00,Espanyol,Girona,1.9,3.4,4.33,https://redscores.com/pt-br/match/girona-espanyol/YBxue
Alemanha - Bundesliga,16:30,Werder Bremen,Frankfurt,2.62,3.6,2.55,https://redscores.com/pt-br/match/werder-bremen-eintracht-frankfurt/KAxad
Itália - Serie A,16:45,Pisa,Atalanta,6.25,3.8,1.6,https://redscores.com/pt-br/match/atalanta-pisa/SFxRI
França - Ligue 1,15:00,Monaco,Lorient,1.65,4.2,4.75,https://redscores.com/pt-br/match/monaco-lorient/jZAxXOb
França - Ligue 1,17:00,PSG,LOSC Lille,1.4,5.25,6.5,https://redscores.com/pt-br/match/paris-saint-germain-losc-lille/vExJF
Portugal - Primeira Liga,17:15,Sporting,Casa Pia,1.14,7.5,15.0,https://redscores.com/pt-br/match/sporting-cp-casa-pia/7xOEB
Bélgica - Pro League,16:45,Club Brugge,La Louvière,1.3,5.25,8.5,https://redscores.com/pt-br/match/club-brugge-la-louviere/RCxgzA
Inglaterra - Championship,17:00,West Brom,Middlesbrough,2.45,3.3,2.8,https://redscores.com/pt-br/match/middlesbrough-west-bromwich-albion/Dxf
Espanha - La Liga 2,16:30,Castellón,Leganés,1.72,3.9,4.33,https://redscores.com/pt-br/match/leganes-castellon/0Gxcvb
Itália - Serie B,16:30,Sampdoria,Virtus Entella,2.0,3.1,4.2,https://redscores.com/pt-br/match/sampdoria-virtus-entella/rexfdb
Alemanha - 2. Bundesliga,14:30,Düsseldorf,Bielefeld,2.45,3.6,2.62,https://redscores.com/pt-br/match/fortuna-dusseldorf-dsc-arminia-bielefeld/4Ix9y
Alemanha - 2. Bundesliga,14:30,Eintracht Braunschweig,Magdeburg,2.62,3.6,2.4,https://redscores.com/pt-br/match/magdeburg-eintracht-braunschweig/Z6xN7
França - Ligue 2,16:00,Annecy,Amiens,1.7,3.25,4.75,https://redscores.com/pt-br/match/amiens-sc-annecy/yGxwL
França - Ligue 2,16:00,Rodez,Le Mans,2.87,3.1,2.25,https://redscores.com/pt-br/match/le-mans-rodez/FCbxJpb
França - Ligue 2,16:00,Laval,Bastia,2.25,2.87,3.1,https://redscores.com/pt-br/match/bastia-laval/BDxhj
França - Ligue 2,16:00,Dunkerque,Pau,1.8,3.4,3.8,https://redscores.com/pt-br/match/dunkerque-pau/aKxep
França - Ligue 2,16:00,Boulogne,Montpellier,2.9,3.0,2.25,https://redscores.com/pt-br/match/montpellier-boulogne/qEx7L
Países Baixos - Eerste Divisie,16:00,Den Haag,Cambuur,1.7,4.2,4.2,https://redscores.com/pt-br/match/ado-den-haag-sc-cambuur/pjxqL
Países Baixos - Eerste Divisie,16:00,Venlo,Jong AZ,2.0,3.5,3.6,https://redscores.com/pt-br/match/vvv-venlo-jong-az/aTxc0
Países Baixos - Eerste Divisie,16:00,Helmond,Vitesse,2.3,3.75,2.75,https://redscores.com/pt-br/match/vitesse-helmond-sport/QAxku
Alemanha - 3. Liga,15:00,Regensburg,Ingolstadt,2.2,3.6,2.62,https://redscores.com/pt-br/match/ingolstadt-jahn-regensburg/mExy5
Arábia Saudita - Pro League,10:40,Al Najma,Al Fateh,3.5,3.5,1.85,https://redscores.com/pt-br/match/al-fateh-al-najma/RRAx0jB
Arábia Saudita - Pro League,11:45,Al Khaleej,Al Akhdoud,1.53,3.8,5.0,https://redscores.com/pt-br/match/al-khaleej-al-akhdoud/iIBxLQAA
Arábia Saudita - Pro League,14:30,Al Ittihad,Al Ettifaq,1.33,4.5,7.0,https://redscores.com/pt-br/match/al-ittihad-al-ettifaq/zDxdvb
Austrália - A-League,05:35,Melbourne City,Auckland,2.45,3.25,2.7,https://redscores.com/pt-br/match/melbourne-city-auckland/fCx8PgA
Austrália - A-League,07:45,Perth Glory,Brisbane Roar,2.05,3.6,3.5,https://redscores.com/pt-br/match/perth-glory-brisbane-roar/5cxjk
Bélgica - First Division B,16:00,KRC Genk II,Lommel United,3.7,3.6,1.75,https://redscores.com/pt-br/match/lommel-united-krc-genk-ii/Ovx5jEA
Bélgica - First Division B,16:00,Seraing,RWDM,2.87,3.25,2.15,https://redscores.com/pt-br/match/rfc-seraing-rwdm/NNxFhb
Colômbia - Liga BetPlay,20:20,Deportivo Pereira,Llaneros,2.55,3.3,2.7,https://redscores.com/pt-br/match/deportivo-pereira-llaneros/MGbxMcc
Colômbia - Liga BetPlay,22:30,Fortaleza CEIF,Alianza Petrolera,,,,https://redscores.com/pt-br/match/fortaleza-ceif-alianza-petrolera/ZUAxLNB
Irlanda do Norte - Premiership,16:45,Linfield,Larne,2.3,3.0,2.9,https://redscores.com/pt-br/match/linfield-larne/icx9fB
Portugal - Segunda Liga,15:00,Academico Viseu,União de Leiria,1.83,3.1,3.9,https://redscores.com/pt-br/match/uniao-de-leiria-academico-viseu/8PAxAhb
Romênia - Liga 1,15:00,Argeş,FCSB,3.4,3.1,2.15,https://redscores.com/pt-br/match/fcsb-arges/o5xjXb
