liga,hora,home,away,link_confronto
Argentina - Primera B Nacional,17:10,Temperley,Estudiantes Caseros,https://redscores.com/pt-br/match/estudiantes-caseros-temperley/bvbxlvb
Argentina - Primera B Nacional,17:30,Gimnasia Mendoza,San Telmo,https://redscores.com/pt-br/match/gimnasia-mendoza-san-telmo/h0BxA5B
Argentina - Primera B Nacional,17:30,Chaco For Ever,Estudiantes Río Cuarto,https://redscores.com/pt-br/match/chaco-for-ever-estudiantes-rio-cuarto/3ubxyiB
Bolívia - Liga De Futbol Prof,12:00,Bolívar,ABB,https://redscores.com/pt-br/match/bolivar-abb/MvAxyseA
Bolívia - Liga De Futbol Prof,16:00,Oriente Petrolero,Nacional Potosí,https://redscores.com/pt-br/match/oriente-petrolero-nacional-potosi/AGbxNHb
Bolívia - Liga De Futbol Prof,18:30,Independiente Petrolero,San Antonio Bulo Bulo,https://redscores.com/pt-br/match/independiente-petrolero-san-antonio-bulo-bulo/8tdAxsSeA
Brasil - Serie B,16:00,Goiás,Paysandu,https://redscores.com/pt-br/match/paysandu-goias/A6x0pb
Brasil - Serie B,18:30,Amazonas,Volta Redonda,https://redscores.com/pt-br/match/volta-redonda-amazonas/1DBxvgBA
Brasil - Serie B,18:30,Avaí,Ferroviária,https://redscores.com/pt-br/match/ferroviaria-avai/cUxbWA
Brasil - Serie B,20:30,Remo,Atlético GO,https://redscores.com/pt-br/match/atletico-go-remo/RhbxKdB
Brasil - Serie C,17:00,Náutico,Ponte Preta,https://redscores.com/pt-br/match/ponte-preta-nautico/NBAxjiB
Brasil - Serie C,19:30,Londrina,Caxias,https://redscores.com/pt-br/match/londrina-caxias/PobxHVb
Colômbia - Liga BetPlay,16:00,Envigado,Alianza Petrolera,https://redscores.com/pt-br/match/alianza-petrolera-envigado/LNBxD7B
Colômbia - Liga BetPlay,18:10,Llaneros,Rionegro Águilas,https://redscores.com/pt-br/match/rionegro-aguilas-llaneros/ZbxMcc
Colômbia - Liga BetPlay,20:20,Deportivo Pasto,Santa Fe,https://redscores.com/pt-br/match/santa-fe-deportivo-pasto/AlBxlNB
Colômbia - Liga BetPlay,22:30,La Equidad,Deportivo Cali,https://redscores.com/pt-br/match/deportivo-cali-la-equidad/b6xEUb
Coréia do Sul - K-League 1,04:30,Jeonbuk Motors,Sangju Sangmu,https://redscores.com/pt-br/match/jeonbuk-motors-sangju-sangmu/W3x7bA
Coréia do Sul - K-League 1,07:00,Daejeon Citizen,Daegu,https://redscores.com/pt-br/match/daejeon-citizen-daegu/1PAxa2A
Coréia do Sul - K League 2,04:30,Suwon Bluewings,Gyeongnam,https://redscores.com/pt-br/match/suwon-bluewings-gyeongnam/Ytx2eb
Coréia do Sul - K League 2,04:30,Bucheon 1995,Seoul E.,https://redscores.com/pt-br/match/bucheon-1995-seoul-e/U8AxP7B
Coréia do Sul - K League 2,07:00,Seongnam,Chungnam Asan,https://redscores.com/pt-br/match/seongnam-chungnam-asan/d8xaYc
Coréia do Sul - K League 2,07:00,Incheon United,Gimpo,https://redscores.com/pt-br/match/incheon-united-gimpo/O1Ax05c
Equador - Liga Pro,16:00,Mushuc Runa,Independiente del Valle,https://redscores.com/pt-br/match/mushuc-runa-independiente-del-valle/yTbx55B
Equador - Liga Pro,18:30,Delfin,Técnico Universitario,https://redscores.com/pt-br/match/delfin-tecnico-universitario/EubxIDc
Equador - Liga Pro,18:30,Cuniburo,Manta,https://redscores.com/pt-br/match/manta-cuniburo/MfBxcjfA
Estônia - Meistriliiga,08:30,Kuressaare,Trans,https://redscores.com/pt-br/match/trans-kuressaare/TVAx7lb
Estônia - Meistriliiga,08:30,Harju Jalgpallikool,Paide,https://redscores.com/pt-br/match/paide-harju-jalgpallikool/buAxDzcA
Estônia - Meistriliiga,11:00,Flora,Tammeka,https://redscores.com/pt-br/match/tammeka-flora/jEAxRkb
Islândia - Pepsideild,13:05,Vestri,ÍA,https://redscores.com/pt-br/match/ia-vestri/YkxmIb
Japão - J-League,05:00,Nagoya Grampus,Shonan Bellmare,https://redscores.com/pt-br/match/shonan-bellmare-nagoya-grampus/GuxHKb
Japão - J-League,06:00,Tokyo Verdy,Fagiano Okayama,https://redscores.com/pt-br/match/tokyo-verdy-fagiano-okayama/Dwx8RA
Japão - J-League,06:00,Yokohama,Albirex Niigata,https://redscores.com/pt-br/match/yokohama-albirex-niigata/bUxe8
Japão - J-League,06:30,Cerezo Osaka,Kashiwa Reysol,https://redscores.com/pt-br/match/kashiwa-reysol-cerezo-osaka/3cxR8
Japão - J-League,07:00,Kawasaki Frontale,Tokyo,https://redscores.com/pt-br/match/tokyo-kawasaki-frontale/9YxPBA
Japão - J-League,07:00,Urawa Reds,Kashima Antlers,https://redscores.com/pt-br/match/urawa-reds-kashima-antlers/scxp9
Japão - J-League,07:00,Yokohama F. Marinos,Avispa Fukuoka,https://redscores.com/pt-br/match/yokohama-f-marinos-avispa-fukuoka/FWxHy
Japão - J-League,07:00,Kyoto Sanga,Shimizu S-Pulse,https://redscores.com/pt-br/match/kyoto-sanga-shimizu-s-pulse/q6xB9
Japão - J2-League,01:55,Fujieda MYFC,Júbilo Iwata,https://redscores.com/pt-br/match/jubilo-iwata-fujieda-myfc/UCbxQ4c
Japão - J2-League,06:00,V-Varen Nagasaki,Kataller Toyama,https://redscores.com/pt-br/match/v-varen-nagasaki-kataller-toyama/VUbxyyc
Japão - J2-League,06:00,Vegalta Sendai,Montedio Yamagata,https://redscores.com/pt-br/match/vegalta-sendai-montedio-yamagata/9IBxF9B
Japão - J2-League,06:00,Iwaki,Mito Hollyhock,https://redscores.com/pt-br/match/mito-hollyhock-iwaki/4ycxsjI
Japão - J2-League,06:30,Ventforet Kofu,Blaublitz Akita,https://redscores.com/pt-br/match/ventforet-kofu-blaublitz-akita/iMxm4c
Japão - J2-League,07:00,Sagan Tosu,Roasso Kumamoto,https://redscores.com/pt-br/match/sagan-tosu-roasso-kumamoto/OfxSyc
Japão - J2-League,07:00,Tokushima Vortis,Consadole Sapporo,https://redscores.com/pt-br/match/consadole-sapporo-tokushima-vortis/AwxrNA
Japão - J2-League,07:00,Oita Trinita,Renofa Yamaguchi,https://redscores.com/pt-br/match/renofa-yamaguchi-oita-trinita/u6BxV7B
Japão - J2-League,07:00,Ehime,JEF United,https://redscores.com/pt-br/match/jef-united-ehime/0eAxtyc
Japão - J2-League,07:00,Omiya Ardija,Imabari,https://redscores.com/pt-br/match/omiya-ardija-imabari/kCxmIc
Noruega - Obos-Ligaen,11:00,Hødd,Moss,https://redscores.com/pt-br/match/moss-hodd/Gkx4M
Noruega - Obos-Ligaen,11:00,Åsane,Odd,https://redscores.com/pt-br/match/odd-asane/HHxScA
Noruega - Obos-Ligaen,11:00,Aalesund,Skeid,https://redscores.com/pt-br/match/aalesund-skeid/NdxEGB
Noruega - Obos-Ligaen,11:00,Lillestrøm,Mjøndalen,https://redscores.com/pt-br/match/mjondalen-lillestrom/rLxEU
Noruega - Obos-Ligaen,13:00,Start,Ranheim,https://redscores.com/pt-br/match/ranheim-start/jix0w
Paraguai - Division 1,16:30,Deportivo Recoleta,Atlético Tembetary,https://redscores.com/pt-br/match/deportivo-recoleta-atletico-tembetary/Z4bAx14bA
Paraguai - Division 1,19:00,Cerro Porteño,Sportivo Ameliano,https://redscores.com/pt-br/match/cerro-porteno-sportivo-ameliano/24x04bA
Peru - Primera Division,POSTP,Alianza Universidad,Deportivo Garcilaso,https://redscores.com/pt-br/match/alianza-universidad-deportivo-garcilaso/yrbxChc
Peru - Primera Division,21:00,UTC Cajamarca,Universitario,https://redscores.com/pt-br/match/utc-cajamarca-universitario/NcAxAgb
Suécia - Superettan,08:00,Helsingborg,Örgryte,https://redscores.com/pt-br/match/helsingborg-orgryte/Xexup
Suécia - Superettan,08:00,Varberg BoIS,Trelleborg,https://redscores.com/pt-br/match/trelleborg-varberg-bois/KYxPSB
Suécia - Superettan,10:00,Utsikten,Landskrona,https://redscores.com/pt-br/match/landskrona-utsikten/bExnU
Suécia - Superettan,10:00,Kalmar,Sandviken,https://redscores.com/pt-br/match/kalmar-sandviken/CDxzSB
Suécia - Superettan,10:00,Brage,Örebro,https://redscores.com/pt-br/match/orebro-brage/7KxvKb
Uruguai - Primera Division,13:00,Torque,Cerro Largo,https://redscores.com/pt-br/match/cerro-largo-torque/NUxZoA
Uruguai - Primera Division,15:30,Boston River,Plaza Colonia,https://redscores.com/pt-br/match/boston-river-plaza-colonia/yoAxRub
Uruguai - Primera Division,18:30,Nacional,Liverpool,https://redscores.com/pt-br/match/nacional-liverpool/RGxai
Venezuela - Primera Division,16:30,Rayo Zuliano,Monagas,https://redscores.com/pt-br/match/monagas-rayo-zuliano/vvbxl7DA
Venezuela - Primera Division,19:00,Estudiantes Mérida,Portuguesa,https://redscores.com/pt-br/match/estudiantes-merida-portuguesa/FFbxhIc
Venezuela - Primera Division,20:30,Caracas,Zamora Fútbol Club,https://redscores.com/pt-br/match/zamora-futbol-club-caracas/fqbxQjB
