liga,hora,home,away,link_confronto
Brasil - Serie A,16:00,Vitória,Fluminense,https://redscores.com/pt-br/match/fluminense-vitoria/7Ixm5
Brasil - Serie A,18:30,Botafogo,Atlético Mineiro,https://redscores.com/pt-br/match/botafogo-atletico-mineiro/7XxF5
Brasil - Serie A,18:30,Ceará,Bahia,https://redscores.com/pt-br/match/bahia-ceara/KFxkIB
Brasil - Serie A,21:00,Palmeiras,Fortaleza,https://redscores.com/pt-br/match/palmeiras-fortaleza/d5xl8
EUA - Major League Soccer,13:00,New York City,Charlotte,https://redscores.com/pt-br/match/new-york-city-charlotte/o8xH4eA
EUA - Major League Soccer,15:30,Philadelphia Union,New England,https://redscores.com/pt-br/match/philadelphia-union-new-england/PcxPf
EUA - Major League Soccer,17:30,Atlanta United,San Diego,https://redscores.com/pt-br/match/atlanta-united-san-diego/X8x1cGA
EUA - Major League Soccer,20:30,Inter Miami,DC United,https://redscores.com/pt-br/match/dc-united-inter-miami/9bx3IBA
EUA - Major League Soccer,20:30,CF Montréal,New York RB,https://redscores.com/pt-br/match/new-york-rb-cf-montreal/IdxHaA
EUA - Major League Soccer,20:30,Orlando City,Nashville SC,https://redscores.com/pt-br/match/orlando-city-nashville-sc/KBxAYT
EUA - Major League Soccer,20:30,Columbus Crew,Toronto,https://redscores.com/pt-br/match/toronto-columbus-crew/ZAxoE
EUA - Major League Soccer,21:30,Sporting KC,Vancouver Whitecaps,https://redscores.com/pt-br/match/vancouver-whitecaps-sporting-kc/YcxjC
EUA - Major League Soccer,21:30,Dallas,Colorado Rapids,https://redscores.com/pt-br/match/colorado-rapids-dallas/6bxrE
EUA - Major League Soccer,21:30,Houston Dynamo,Portland Timbers,https://redscores.com/pt-br/match/houston-dynamo-portland-timbers/0Dx7E
EUA - Major League Soccer,21:30,Minnesota United,Chicago Fire,https://redscores.com/pt-br/match/chicago-fire-minnesota-united/hAxu8
EUA - Major League Soccer,23:30,SJ Earthquakes,St. Louis City,https://redscores.com/pt-br/match/sj-earthquakes-st-louis-city/Vcx7ZfA
EUA - Major League Soccer,23:30,LA Galaxy,Cincinnati,https://redscores.com/pt-br/match/la-galaxy-cincinnati/ydxS8
Noruega - Eliteserien,09:00,Fredrikstad,Bryne,https://redscores.com/pt-br/match/fredrikstad-bryne/Rox1Kb
Noruega - Eliteserien,11:00,Sandefjord,Brann,https://redscores.com/pt-br/match/sandefjord-brann/Dfxru
Noruega - Eliteserien,13:00,Vålerenga,KFUM,https://redscores.com/pt-br/match/valerenga-kfum/hexJgB
Suécia - Allsvenskan,10:00,GAIS,Elfsborg,https://redscores.com/pt-br/match/elfsborg-gais/dkxeO
Suécia - Allsvenskan,10:00,Malmö FF,Djurgården,https://redscores.com/pt-br/match/malmo-ff-djurgarden/zCxiD
Suécia - Allsvenskan,12:30,Mjällby,Öster,https://redscores.com/pt-br/match/mjallby-oster/WdxEy
Argentina - Superliga,14:30,Barracas Central,Sarmiento,https://redscores.com/pt-br/match/barracas-central-sarmiento/3gbxzub
Argentina - Superliga,16:45,Unión Santa Fe,Independiente Rivadavia,https://redscores.com/pt-br/match/independiente-rivadavia-union-santa-fe/JGxp6A
Argentina - Superliga,19:00,Tigre,Aldosivi,https://redscores.com/pt-br/match/aldosivi-tigre/2Tbxbub
Argentina - Superliga,21:15,Atlético Tucumán,River Plate,https://redscores.com/pt-br/match/river-plate-atletico-tucuman/8Ubxa2b
China - Super League,08:00,Changchun Yatai,Zhejiang,https://redscores.com/pt-br/match/changchun-yatai-zhejiang/63x88
China - Super League,08:35,Meizhou Hakka,Qingdao Youth Island,https://redscores.com/pt-br/match/meizhou-hakka-qingdao-youth-island/OBBxqfeA
China - Super League,09:00,Qingdao Hainiu,Shandong Taishan,https://redscores.com/pt-br/match/shandong-taishan-qingdao-hainiu/juxj0c
Argentina - Primera B Nacional,13:10,Atlanta,Tristán Suárez,https://redscores.com/pt-br/match/atlanta-tristan-suarez/5vbxa5B
Argentina - Primera B Nacional,15:10,Almagro,Ferro Carril Oeste,https://redscores.com/pt-br/match/ferro-carril-oeste-almagro/f3Ax34B
Argentina - Primera B Nacional,15:30,Colegiales,Gimnasia y Tiro,https://redscores.com/pt-br/match/gimnasia-y-tiro-colegiales/KHbxfIB
Argentina - Primera B Nacional,15:30,San Miguel,Patronato,https://redscores.com/pt-br/match/patronato-san-miguel/H2AxQ5B
Argentina - Primera B Nacional,15:30,Arsenal de Sarandi,Deportivo Maipú,https://redscores.com/pt-br/match/arsenal-de-sarandi-deportivo-maipu/9rAxlQB
Argentina - Primera B Nacional,15:30,All Boys,Deportivo Madryn,https://redscores.com/pt-br/match/all-boys-deportivo-madryn/6gbxPZB
Argentina - Primera B Nacional,17:00,Estudiantes Río Cuarto,Almirante Brown,https://redscores.com/pt-br/match/estudiantes-rio-cuarto-almirante-brown/yiBxlMB
Argentina - Primera B Nacional,17:00,Deportivo Maipú,Colegiales,https://redscores.com/pt-br/match/colegiales-deportivo-maipu/fIBxlQB
