liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Turquia - Super Lig,10:00,Kayserispor,Karagümrük,1.95,3.5,3.7,https://redscores.com/pt-br/match/kayserispor-fatih-karagumruk/QfxMcA
Turquia - Super Lig,14:00,Konyaspor,Gençlerbirliği,1.8,3.5,4.5,https://redscores.com/pt-br/match/genclerbirligi-konyaspor/vcxEV
Turquia - Super Lig,14:00,Beşiktaş,Kasımpaşa,1.36,4.75,8.5,https://redscores.com/pt-br/match/besiktas-kasimpasa/CExrI
Brasil - Serie A,19:00,Grêmio,Vitória,1.83,3.4,4.33,https://redscores.com/pt-br/match/gremio-vitoria/7yxm5
Brasil - Serie A,20:00,Flamengo,Remo,1.18,7.0,15.0,https://redscores.com/pt-br/match/flamengo-remo/YixKdB
Brasil - Serie A,21:30,Chapecoense,Corinthians,3.5,3.1,2.25,https://redscores.com/pt-br/match/corinthians-chapecoense/8cxTF
Colômbia - Liga BetPlay,18:10,Alianza Petrolera,Jaguares de Córdoba,1.85,3.6,4.1,https://redscores.com/pt-br/match/jaguares-de-cordoba-alianza-petrolera/wKBxLNB
Colômbia - Liga BetPlay,20:20,Deportes Tolima,Fortaleza CEIF,1.7,3.6,5.25,https://redscores.com/pt-br/match/fortaleza-ceif-deportes-tolima/ZUAxIWb
Colômbia - Liga BetPlay,22:30,Independiente Medellín,Junior FC,2.0,3.5,3.6,https://redscores.com/pt-br/match/independiente-medellin-junior-fc/NCxWCb
Equador - Liga Pro,16:00,Aucas,Técnico Universitario,1.75,3.4,4.5,https://redscores.com/pt-br/match/aucas-tecnico-universitario/cGbxIDc
Equador - Liga Pro,18:30,Orense,Mushuc Runa,1.9,3.3,4.0,https://redscores.com/pt-br/match/mushuc-runa-orense/yTbxtGu
Equador - Liga Pro,21:00,Emelec,Independiente del Valle,3.75,3.2,2.0,https://redscores.com/pt-br/match/emelec-independiente-del-valle/e2bx55B
Paraguai - Division 1,20:00,Sportivo Trinidense,Sportivo Ameliano,2.55,2.9,2.6,https://redscores.com/pt-br/match/sportivo-trinidense-sportivo-ameliano/Q7bx04bA
Romênia - Liga 1,15:30,Dinamo Bucureşti,Universitatea Craiova,2.62,3.0,2.5,https://redscores.com/pt-br/match/dinamo-bucuresti-universitatea-craiova/ZixMeB
Bulgária - Parva Liga,13:00,Spartak Varna,Ludogorets,11.0,6.0,1.22,https://redscores.com/pt-br/match/ludogorets-spartak-varna/7wxUTA
